|dates|Tuolumne_California_UnitedStates.JHU_ConfirmedCases.data|Tuolumne_California_UnitedStates.JHU_ConfirmedCases.missing|Tuolumne_California_UnitedStates.NYT_ConfirmedCases.data|Tuolumne_California_UnitedStates.NYT_ConfirmedCases.missing|Tuolumne_California_UnitedStates.JHU_ConfirmedDeaths.data|Tuolumne_California_UnitedStates.JHU_ConfirmedDeaths.missing|Tuolumne_California_UnitedStates.JHU_ConfirmedRecoveries.data|Tuolumne_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6811.0|0|6891.0|0|89.0|0|0.0|100
0|2021-10-18|6832.0|0|6954.0|0|89.0|0|0.0|100
0|2021-10-19|6859.0|0|6976.0|0|89.0|0|0.0|100
0|2021-10-20|6881.0|0|7011.0|0|89.0|0|0.0|100
0|2021-10-21|6918.0|0|7039.0|0|89.0|0|0.0|100
0|2021-10-22|6919.0|0|7063.0|0|90.0|0|0.0|100
0|2021-10-23|6919.0|0|7063.0|0|90.0|0|0.0|100
0|2021-10-24|6919.0|0|7063.0|0|90.0|0|0.0|100
0|2021-10-25|7033.0|0|7151.0|0|90.0|0|0.0|100
0|2021-10-26|7077.0|0|7178.0|0|90.0|0|0.0|100
0|2021-10-27|7095.0|0|7217.0|0|90.0|0|0.0|100
0|2021-10-28|7137.0|0|7258.0|0|90.0|0|0.0|100
0|2021-10-29|7137.0|0|7294.0|0|90.0|0|0.0|100
0|2021-10-30|7137.0|0|7294.0|0|90.0|0|0.0|100
0|2021-10-31|7228.0|0|7294.0|0|90.0|0|0.0|100
0|2021-11-01|7263.0|0|7367.0|0|90.0|0|0.0|100
0|2021-11-02|7292.0|0|7398.0|0|90.0|0|0.0|100
0|2021-11-03|7306.0|0|7428.0|0|90.0|0|0.0|100
0|2021-11-04|7333.0|0|7438.0|0|90.0|0|0.0|100
0|2021-11-05|7333.0|0|7438.0|0|90.0|0|0.0|100
0|2021-11-06|7333.0|0|7438.0|0|90.0|0|0.0|100
0|2021-11-07|7333.0|0|7438.0|0|90.0|0|0.0|100
0|2021-11-08|7388.0|0|7518.0|0|90.0|0|0.0|100
0|2021-11-09|7416.0|0|7539.0|0|90.0|0|0.0|100
0|2021-11-10|7416.0|0|7564.0|0|90.0|0|0.0|100
0|2021-11-11|7457.0|0|7564.0|0|90.0|0|0.0|100
0|2021-11-12|7457.0|0|7564.0|0|90.0|0|0.0|100
0|2021-11-13|7495.0|0|7564.0|0|90.0|0|0.0|100
0|2021-11-14|7495.0|0|7608.0|0|90.0|0|0.0|100
0|2021-11-15|7542.0|0|7665.0|0|90.0|0|0.0|100
0|2021-11-16|7564.0|0|7689.0|0|90.0|0|0.0|100
0|2021-11-17|7581.0|0|7720.0|0|90.0|0|0.0|100
0|2021-11-18|7588.0|0|7726.0|0|90.0|0|0.0|100
0|2021-11-19|7614.0|0|7752.0|0|90.0|0|0.0|100
0|2021-11-20|7614.0|0|7752.0|0|90.0|0|0.0|100
0|2021-11-21|7614.0|0|7752.0|0|90.0|0|0.0|100
0|2021-11-22|7663.0|0|7780.0|0|90.0|0|0.0|100
0|2021-11-23|7670.0|0|7795.0|0|90.0|0|0.0|100
0|2021-11-24|7677.0|0|7807.0|0|90.0|0|0.0|100
0|2021-11-25|7677.0|0|7807.0|0|90.0|0|0.0|100
0|2021-11-26|7677.0|0|7807.0|0|90.0|0|0.0|100
0|2021-11-27|7677.0|0|7807.0|0|90.0|0|0.0|100
0|2021-11-28|7677.0|0|7807.0|0|90.0|0|0.0|100
0|2021-11-29|7723.0|0|7845.0|0|90.0|0|0.0|100
0|2021-11-30|7730.0|0|7866.0|0|90.0|0|0.0|100
0|2021-12-01|7730.0|0|7877.0|0|90.0|0|0.0|100
0|2021-12-02|7763.0|0|7893.0|0|91.0|0|0.0|100
0|2021-12-03|7784.0|0|7908.0|0|91.0|0|0.0|100
0|2021-12-04|7784.0|0|7908.0|0|91.0|0|0.0|100
0|2021-12-05|7784.0|0|7908.0|0|91.0|0|0.0|100
0|2021-12-06|7826.0|0|7943.0|0|91.0|0|0.0|100
0|2021-12-07|7826.0|0|7957.0|0|91.0|0|0.0|100
0|2021-12-08|7851.0|0|7965.0|0|91.0|0|0.0|100
0|2021-12-09|7857.0|0|7979.0|0|91.0|0|0.0|100
0|2021-12-10|7868.0|0|7979.0|0|91.0|0|0.0|100
0|2021-12-11|7868.0|0|7979.0|0|91.0|0|0.0|100
0|2021-12-12|7868.0|0|7989.0|0|91.0|0|0.0|100
0|2021-12-13|7902.0|0|8015.0|0|91.0|0|0.0|100
0|2021-12-14|7902.0|0|8015.0|0|91.0|0|0.0|100
0|2021-12-15|7923.0|0|8043.0|0|91.0|0|0.0|100
0|2021-12-16|7929.0|0|8050.0|0|91.0|0|0.0|100
0|2021-12-17|7945.0|0|8050.0|0|91.0|0|0.0|100
0|2021-12-18|7945.0|0|8059.0|0|91.0|0|0.0|100
0|2021-12-19|7945.0|0|8059.0|0|91.0|0|0.0|100
0|2021-12-20|7976.0|0|8090.0|0|91.0|0|0.0|100
0|2021-12-21|7978.0|0|8114.0|0|91.0|0|0.0|100
0|2021-12-22|8004.0|0|8133.0|0|91.0|0|0.0|100
0|2021-12-23|8014.0|0|8154.0|0|91.0|0|0.0|100
0|2021-12-24|8030.0|0|8154.0|0|91.0|0|0.0|100
0|2021-12-25|8030.0|0|8154.0|0|91.0|0|0.0|100
0|2021-12-26|8030.0|0|8154.0|0|91.0|0|0.0|100
0|2021-12-27|8030.0|0|8154.0|0|91.0|0|0.0|100
0|2021-12-28|8089.0|0|8228.0|0|91.0|0|0.0|100
0|2021-12-29|8117.0|0|8261.0|0|91.0|0|0.0|100
0|2021-12-30|8129.0|0|8292.0|0|91.0|0|0.0|100
0|2021-12-31|8161.0|0|8292.0|0|91.0|0|0.0|100
0|2022-01-01|8161.0|0|8292.0|0|91.0|0|0.0|100
0|2022-01-02|8161.0|0|8292.0|0|91.0|0|0.0|100
0|2022-01-03|8161.0|0|8418.0|0|91.0|0|0.0|100
0|2022-01-04|8296.0|0|8512.0|0|91.0|0|0.0|100
0|2022-01-05|8352.0|0|8512.0|0|91.0|0|0.0|100
0|2022-01-06|8349.0|0|8678.0|0|90.0|0|0.0|100
0|2022-01-07|8486.0|0|8752.0|0|91.0|0|0.0|100
0|2022-01-08|8486.0|0|8752.0|0|91.0|0|0.0|100
0|2022-01-09|8486.0|0|8752.0|0|91.0|0|0.0|100
0|2022-01-10|8721.0|0|8752.0|0|91.0|0|0.0|100
0|2022-01-11|8811.0|0|9151.0|0|91.0|0|0.0|100
0|2022-01-12|9042.0|0|9266.0|0|91.0|0|0.0|100
0|2022-01-13|9042.0|0|9266.0|0|91.0|0|0.0|100
0|2022-01-14|9214.0|0|9482.0|0|91.0|0|0.0|100
0|2022-01-15|9214.0|0|9482.0|0|91.0|0|0.0|100
0|2022-01-16|9214.0|0|9579.0|0|91.0|0|0.0|100
0|2022-01-17|9541.0|0|0.0|100|91.0|0|0.0|100
