|dates|White_Illinois_UnitedStates.JHU_ConfirmedCases.data|White_Illinois_UnitedStates.JHU_ConfirmedCases.missing|White_Illinois_UnitedStates.NYT_ConfirmedCases.data|White_Illinois_UnitedStates.NYT_ConfirmedCases.missing|White_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|White_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|White_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|White_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|2841.0|0|2841.0|0|33.0|0|0.0|100
0|2021-11-10|2841.0|0|2842.0|0|33.0|0|0.0|100
0|2021-11-11|2842.0|0|2842.0|0|33.0|0|0.0|100
0|2021-11-12|2847.0|0|2847.0|0|33.0|0|0.0|100
0|2021-11-13|2847.0|0|2847.0|0|33.0|0|0.0|100
0|2021-11-14|2847.0|0|2847.0|0|33.0|0|0.0|100
0|2021-11-15|2851.0|0|2851.0|0|33.0|0|0.0|100
0|2021-11-16|2854.0|0|2854.0|0|33.0|0|0.0|100
0|2021-11-17|2854.0|0|2854.0|0|33.0|0|0.0|100
0|2021-11-18|2858.0|0|2858.0|0|33.0|0|0.0|100
0|2021-11-19|2863.0|0|2863.0|0|33.0|0|0.0|100
0|2021-11-20|2863.0|0|2863.0|0|33.0|0|0.0|100
0|2021-11-21|2863.0|0|2863.0|0|33.0|0|0.0|100
0|2021-11-22|2870.0|0|2870.0|0|33.0|0|0.0|100
0|2021-11-23|2873.0|0|2873.0|0|33.0|0|0.0|100
0|2021-11-24|2882.0|0|2882.0|0|33.0|0|0.0|100
0|2021-11-25|2882.0|0|2882.0|0|33.0|0|0.0|100
0|2021-11-26|2882.0|0|2882.0|0|33.0|0|0.0|100
0|2021-11-27|2882.0|0|2882.0|0|33.0|0|0.0|100
0|2021-11-28|2882.0|0|2882.0|0|33.0|0|0.0|100
0|2021-11-29|2884.0|0|2884.0|0|33.0|0|0.0|100
0|2021-11-30|2889.0|0|2889.0|0|33.0|0|0.0|100
0|2021-12-01|2893.0|0|2893.0|0|33.0|0|0.0|100
0|2021-12-02|2893.0|0|2898.0|0|33.0|0|0.0|100
0|2021-12-03|2908.0|0|2908.0|0|33.0|0|0.0|100
0|2021-12-04|2908.0|0|2908.0|0|33.0|0|0.0|100
0|2021-12-05|2908.0|0|2908.0|0|33.0|0|0.0|100
0|2021-12-06|2925.0|0|2925.0|0|33.0|0|0.0|100
0|2021-12-07|2937.0|0|2937.0|0|33.0|0|0.0|100
0|2021-12-08|2939.0|0|2939.0|0|33.0|0|0.0|100
0|2021-12-09|2955.0|0|2955.0|0|33.0|0|0.0|100
0|2021-12-10|2966.0|0|2966.0|0|33.0|0|0.0|100
0|2021-12-11|2966.0|0|2966.0|0|33.0|0|0.0|100
0|2021-12-12|2966.0|0|2966.0|0|33.0|0|0.0|100
0|2021-12-13|2982.0|0|2982.0|0|33.0|0|0.0|100
0|2021-12-14|2982.0|0|2992.0|0|33.0|0|0.0|100
0|2021-12-15|2998.0|0|2998.0|0|33.0|0|0.0|100
0|2021-12-16|3010.0|0|3010.0|0|33.0|0|0.0|100
0|2021-12-17|3023.0|0|3023.0|0|33.0|0|0.0|100
0|2021-12-18|3023.0|0|3023.0|0|33.0|0|0.0|100
0|2021-12-19|3023.0|0|3023.0|0|33.0|0|0.0|100
0|2021-12-20|3046.0|0|3046.0|0|33.0|0|0.0|100
0|2021-12-21|3054.0|0|3054.0|0|33.0|0|0.0|100
0|2021-12-22|3063.0|0|3063.0|0|33.0|0|0.0|100
0|2021-12-23|3073.0|0|3073.0|0|33.0|0|0.0|100
0|2021-12-24|3073.0|0|3073.0|0|33.0|0|0.0|100
0|2021-12-25|3073.0|0|3073.0|0|33.0|0|0.0|100
0|2021-12-26|3073.0|0|3073.0|0|33.0|0|0.0|100
0|2021-12-27|3090.0|0|3090.0|0|34.0|0|0.0|100
0|2021-12-28|3096.0|0|3096.0|0|34.0|0|0.0|100
0|2021-12-29|3119.0|0|3119.0|0|34.0|0|0.0|100
0|2021-12-30|3133.0|0|3133.0|0|34.0|0|0.0|100
0|2021-12-31|3133.0|0|3133.0|0|34.0|0|0.0|100
0|2022-01-01|3133.0|0|3133.0|0|34.0|0|0.0|100
0|2022-01-02|3133.0|0|3133.0|0|34.0|0|0.0|100
0|2022-01-03|3173.0|0|3173.0|0|35.0|0|0.0|100
0|2022-01-04|3207.0|0|3207.0|0|35.0|0|0.0|100
0|2022-01-05|3238.0|0|3238.0|0|35.0|0|0.0|100
0|2022-01-06|3286.0|0|3286.0|0|35.0|0|0.0|100
0|2022-01-07|3306.0|0|3306.0|0|35.0|0|0.0|100
0|2022-01-08|3306.0|0|3306.0|0|35.0|0|0.0|100
0|2022-01-09|3306.0|0|3306.0|0|35.0|0|0.0|100
0|2022-01-10|3377.0|0|3377.0|0|35.0|0|0.0|100
0|2022-01-11|3410.0|0|3410.0|0|35.0|0|0.0|100
0|2022-01-12|3453.0|0|3453.0|0|35.0|0|0.0|100
0|2022-01-13|3453.0|0|3504.0|0|35.0|0|0.0|100
0|2022-01-14|3544.0|0|3544.0|0|35.0|0|0.0|100
0|2022-01-15|3544.0|0|3544.0|0|35.0|0|0.0|100
0|2022-01-16|3544.0|0|3544.0|0|35.0|0|0.0|100
0|2022-01-17|3544.0|0|0.0|100|35.0|0|0.0|100
