|dates|Jones_Georgia_UnitedStates.JHU_ConfirmedCases.data|Jones_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Jones_Georgia_UnitedStates.NYT_ConfirmedCases.data|Jones_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Jones_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Jones_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Jones_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Jones_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|3667.0|0|3666.0|0|99.0|0|0.0|100
0|2021-12-28|3681.0|0|3680.0|0|99.0|0|0.0|100
0|2021-12-29|3701.0|0|3700.0|0|99.0|0|0.0|100
0|2021-12-30|3739.0|0|3738.0|0|99.0|0|0.0|100
0|2021-12-31|3772.0|0|3771.0|0|99.0|0|0.0|100
0|2022-01-01|3772.0|0|3771.0|0|99.0|0|0.0|100
0|2022-01-02|3772.0|0|3771.0|0|99.0|0|0.0|100
0|2022-01-03|3772.0|0|3771.0|0|99.0|0|0.0|100
0|2022-01-04|3882.0|0|3881.0|0|99.0|0|0.0|100
0|2022-01-05|3930.0|0|3929.0|0|99.0|0|0.0|100
0|2022-01-06|3930.0|0|3929.0|0|99.0|0|0.0|100
0|2022-01-07|3930.0|0|3929.0|0|99.0|0|0.0|100
0|2022-01-08|3930.0|0|3929.0|0|99.0|0|0.0|100
0|2022-01-09|3930.0|0|3929.0|0|99.0|0|0.0|100
0|2022-01-10|4104.0|0|4104.0|0|99.0|0|0.0|100
0|2022-01-11|4144.0|0|4144.0|0|99.0|0|0.0|100
0|2022-01-12|4178.0|0|4178.0|0|99.0|0|0.0|100
0|2022-01-13|4178.0|0|4206.0|0|99.0|0|0.0|100
0|2022-01-14|4248.0|0|4248.0|0|99.0|0|0.0|100
0|2022-01-15|4248.0|0|4248.0|0|99.0|0|0.0|100
0|2022-01-16|4248.0|0|4248.0|0|99.0|0|0.0|100
0|2022-01-17|4309.0|0|0.0|100|99.0|0|0.0|100
