|dates|Jones_Georgia_UnitedStates.JHU_ConfirmedCases.data|Jones_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Jones_Georgia_UnitedStates.NYT_ConfirmedCases.data|Jones_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Jones_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Jones_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Jones_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Jones_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3392.0|0|3392.0|0|88.0|0|0.0|100
0|2021-10-18|3395.0|0|3395.0|0|88.0|0|0.0|100
0|2021-10-19|3400.0|0|3400.0|0|89.0|0|0.0|100
0|2021-10-20|3405.0|0|3405.0|0|89.0|0|0.0|100
0|2021-10-21|3412.0|0|3412.0|0|89.0|0|0.0|100
0|2021-10-22|3415.0|0|3415.0|0|91.0|0|0.0|100
0|2021-10-23|3415.0|0|3415.0|0|91.0|0|0.0|100
0|2021-10-24|3415.0|0|3415.0|0|91.0|0|0.0|100
0|2021-10-25|3420.0|0|3420.0|0|92.0|0|0.0|100
0|2021-10-26|3423.0|0|3423.0|0|92.0|0|0.0|100
0|2021-10-27|3429.0|0|3429.0|0|93.0|0|0.0|100
0|2021-10-28|3433.0|0|3433.0|0|93.0|0|0.0|100
0|2021-10-29|3439.0|0|3439.0|0|93.0|0|0.0|100
0|2021-10-30|3439.0|0|3439.0|0|93.0|0|0.0|100
0|2021-10-31|3439.0|0|3439.0|0|93.0|0|0.0|100
0|2021-11-01|3449.0|0|3450.0|0|93.0|0|0.0|100
0|2021-11-02|3452.0|0|3453.0|0|94.0|0|0.0|100
0|2021-11-03|3463.0|0|3464.0|0|94.0|0|0.0|100
0|2021-11-04|3471.0|0|3472.0|0|94.0|0|0.0|100
0|2021-11-05|3478.0|0|3479.0|0|94.0|0|0.0|100
0|2021-11-06|3478.0|0|3479.0|0|94.0|0|0.0|100
0|2021-11-07|3478.0|0|3479.0|0|94.0|0|0.0|100
0|2021-11-08|3478.0|0|3478.0|0|94.0|0|0.0|100
0|2021-11-09|3489.0|0|3489.0|0|94.0|0|0.0|100
0|2021-11-10|3495.0|0|3495.0|0|94.0|0|0.0|100
0|2021-11-11|3495.0|0|3495.0|0|94.0|0|0.0|100
0|2021-11-12|3511.0|0|3511.0|0|95.0|0|0.0|100
0|2021-11-13|3511.0|0|3511.0|0|95.0|0|0.0|100
0|2021-11-14|3511.0|0|3511.0|0|95.0|0|0.0|100
0|2021-11-15|3524.0|0|3524.0|0|95.0|0|0.0|100
0|2021-11-16|3525.0|0|3525.0|0|95.0|0|0.0|100
0|2021-11-17|3528.0|0|3528.0|0|95.0|0|0.0|100
0|2021-11-18|3534.0|0|3534.0|0|95.0|0|0.0|100
0|2021-11-19|3534.0|0|3534.0|0|95.0|0|0.0|100
0|2021-11-20|3534.0|0|3534.0|0|95.0|0|0.0|100
0|2021-11-21|3534.0|0|3534.0|0|95.0|0|0.0|100
0|2021-11-22|3539.0|0|3539.0|0|96.0|0|0.0|100
0|2021-11-23|3540.0|0|3540.0|0|97.0|0|0.0|100
0|2021-11-24|3540.0|0|3540.0|0|97.0|0|0.0|100
0|2021-11-25|3540.0|0|3540.0|0|97.0|0|0.0|100
0|2021-11-26|3540.0|0|3540.0|0|97.0|0|0.0|100
0|2021-11-27|3540.0|0|3540.0|0|97.0|0|0.0|100
0|2021-11-28|3540.0|0|3540.0|0|97.0|0|0.0|100
0|2021-11-29|3552.0|0|3552.0|0|98.0|0|0.0|100
0|2021-11-30|3552.0|0|3553.0|0|98.0|0|0.0|100
0|2021-12-01|3556.0|0|3557.0|0|98.0|0|0.0|100
0|2021-12-02|3557.0|0|3558.0|0|98.0|0|0.0|100
0|2021-12-03|3560.0|0|3561.0|0|98.0|0|0.0|100
0|2021-12-04|3560.0|0|3561.0|0|98.0|0|0.0|100
0|2021-12-05|3560.0|0|3561.0|0|98.0|0|0.0|100
0|2021-12-06|3565.0|0|3565.0|0|99.0|0|0.0|100
0|2021-12-07|3568.0|0|3568.0|0|99.0|0|0.0|100
0|2021-12-08|3573.0|0|3573.0|0|99.0|0|0.0|100
0|2021-12-09|3574.0|0|3574.0|0|99.0|0|0.0|100
0|2021-12-10|3575.0|0|3575.0|0|99.0|0|0.0|100
0|2021-12-11|3575.0|0|3575.0|0|99.0|0|0.0|100
0|2021-12-12|3575.0|0|3575.0|0|99.0|0|0.0|100
0|2021-12-13|3576.0|0|3576.0|0|99.0|0|0.0|100
0|2021-12-14|3576.0|0|3579.0|0|99.0|0|0.0|100
0|2021-12-15|3579.0|0|3579.0|0|99.0|0|0.0|100
0|2021-12-16|3579.0|0|3579.0|0|99.0|0|0.0|100
0|2021-12-17|3582.0|0|3582.0|0|99.0|0|0.0|100
0|2021-12-18|3582.0|0|3582.0|0|99.0|0|0.0|100
0|2021-12-19|3582.0|0|3582.0|0|99.0|0|0.0|100
0|2021-12-20|3590.0|0|3590.0|0|99.0|0|0.0|100
0|2021-12-21|3598.0|0|3598.0|0|99.0|0|0.0|100
0|2021-12-22|3606.0|0|3606.0|0|99.0|0|0.0|100
0|2021-12-23|3616.0|0|3616.0|0|99.0|0|0.0|100
0|2021-12-24|3634.0|0|3634.0|0|99.0|0|0.0|100
0|2021-12-25|3634.0|0|3634.0|0|99.0|0|0.0|100
0|2021-12-26|3634.0|0|3634.0|0|99.0|0|0.0|100
