|dates|Logan_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Logan_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Logan_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Logan_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Logan_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Logan_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Logan_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Logan_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5975.0|0|5975.0|0|97.0|0|0.0|100
0|2021-10-18|5975.0|0|5975.0|0|97.0|0|0.0|100
0|2021-10-19|5975.0|0|5975.0|0|97.0|0|0.0|100
0|2021-10-20|6053.0|0|6053.0|0|111.0|0|0.0|100
0|2021-10-21|6053.0|0|6053.0|0|111.0|0|0.0|100
0|2021-10-22|6053.0|0|6053.0|0|111.0|0|0.0|100
0|2021-10-23|6053.0|0|6053.0|0|111.0|0|0.0|100
0|2021-10-24|6053.0|0|6053.0|0|111.0|0|0.0|100
0|2021-10-25|6053.0|0|6053.0|0|111.0|0|0.0|100
0|2021-10-26|6053.0|0|6053.0|0|111.0|0|0.0|100
0|2021-10-27|6087.0|0|6087.0|0|111.0|0|0.0|100
0|2021-10-28|6087.0|0|6087.0|0|111.0|0|0.0|100
0|2021-10-29|6087.0|0|6087.0|0|111.0|0|0.0|100
0|2021-10-30|6087.0|0|6087.0|0|111.0|0|0.0|100
0|2021-10-31|6087.0|0|6087.0|0|111.0|0|0.0|100
0|2021-11-01|6087.0|0|6087.0|0|111.0|0|0.0|100
0|2021-11-02|6087.0|0|6087.0|0|111.0|0|0.0|100
0|2021-11-03|6118.0|0|6118.0|0|115.0|0|0.0|100
0|2021-11-04|6118.0|0|6118.0|0|115.0|0|0.0|100
0|2021-11-05|6118.0|0|6118.0|0|115.0|0|0.0|100
0|2021-11-06|6118.0|0|6118.0|0|115.0|0|0.0|100
0|2021-11-07|6118.0|0|6118.0|0|115.0|0|0.0|100
0|2021-11-08|6118.0|0|6118.0|0|115.0|0|0.0|100
0|2021-11-09|6118.0|0|6118.0|0|115.0|0|0.0|100
0|2021-11-10|6118.0|0|6185.0|0|115.0|0|0.0|100
0|2021-11-11|6118.0|0|6185.0|0|115.0|0|0.0|100
0|2021-11-12|6185.0|0|6185.0|0|115.0|0|0.0|100
0|2021-11-13|6185.0|0|6185.0|0|115.0|0|0.0|100
0|2021-11-14|6185.0|0|6185.0|0|115.0|0|0.0|100
0|2021-11-15|6185.0|0|6185.0|0|115.0|0|0.0|100
0|2021-11-16|6185.0|0|6185.0|0|115.0|0|0.0|100
0|2021-11-17|6233.0|0|6233.0|0|115.0|0|0.0|100
0|2021-11-18|6233.0|0|6233.0|0|115.0|0|0.0|100
0|2021-11-19|6233.0|0|6233.0|0|115.0|0|0.0|100
0|2021-11-20|6233.0|0|6233.0|0|115.0|0|0.0|100
0|2021-11-21|6233.0|0|6233.0|0|115.0|0|0.0|100
0|2021-11-22|6233.0|0|6233.0|0|115.0|0|0.0|100
0|2021-11-23|6233.0|0|6233.0|0|115.0|0|0.0|100
0|2021-11-24|6273.0|0|6273.0|0|115.0|0|0.0|100
0|2021-11-25|6273.0|0|6273.0|0|115.0|0|0.0|100
0|2021-11-26|6273.0|0|6273.0|0|115.0|0|0.0|100
0|2021-11-27|6273.0|0|6273.0|0|115.0|0|0.0|100
0|2021-11-28|6273.0|0|6273.0|0|115.0|0|0.0|100
0|2021-11-29|6273.0|0|6273.0|0|115.0|0|0.0|100
0|2021-11-30|6273.0|0|6273.0|0|115.0|0|0.0|100
0|2021-12-01|6332.0|0|6332.0|0|115.0|0|0.0|100
0|2021-12-02|6332.0|0|6332.0|0|115.0|0|0.0|100
0|2021-12-03|6332.0|0|6332.0|0|115.0|0|0.0|100
