|dates|Pulaski_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Pulaski_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Pulaski_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Pulaski_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Pulaski_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Pulaski_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Pulaski_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Pulaski_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|23494.0|0|1017.0|0|4.149157521112969|0|24511.0|0
0|2021-10-18|23494.0|0|1017.0|0|4.149157521112969|0|24511.0|0
0|2021-10-19|23494.0|0|1017.0|0|4.149157521112969|0|24511.0|0
0|2021-10-20|23494.0|0|1017.0|0|4.149157521112969|0|24511.0|0
0|2021-10-21|23494.0|0|1017.0|0|4.149157521112969|0|24511.0|0
0|2021-10-22|23494.0|0|1017.0|0|4.149157521112969|0|24511.0|0
0|2021-10-23|23494.0|0|1017.0|0|4.149157521112969|0|24511.0|0
0|2021-10-24|23494.0|0|1017.0|0|4.149157521112969|0|24511.0|0
0|2021-10-25|23494.0|0|1017.0|0|4.149157521112969|0|24511.0|0
0|2021-10-26|23494.0|0|1017.0|0|4.149157521112969|0|24511.0|0
0|2021-10-27|23494.0|0|1017.0|0|4.149157521112969|0|24511.0|0
0|2021-10-28|23494.0|0|1017.0|0|4.149157521112969|0|24511.0|0
0|2021-10-29|23494.0|0|1017.0|0|4.149157521112969|0|24511.0|0
0|2021-10-30|23494.0|0|1017.0|0|4.149157521112969|0|24511.0|0
0|2021-10-31|23494.0|0|1017.0|0|4.149157521112969|0|24511.0|0
0|2021-11-01|23494.0|0|1017.0|0|4.149157521112969|0|24511.0|0
0|2021-11-02|23494.0|0|1017.0|0|4.149157521112969|0|24511.0|0
0|2021-11-03|23494.0|0|1017.0|0|4.149157521112969|0|24511.0|0
