|dates|Delta_Michigan_UnitedStates.JHU_ConfirmedCases.data|Delta_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Delta_Michigan_UnitedStates.NYT_ConfirmedCases.data|Delta_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Delta_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Delta_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Delta_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Delta_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5549.0|0|5549.0|0|103.0|0|0.0|100
0|2021-10-18|5607.0|0|5607.0|0|103.0|0|0.0|100
0|2021-10-19|5607.0|0|5607.0|0|103.0|0|0.0|100
0|2021-10-20|5657.0|0|5657.0|0|103.0|0|0.0|100
0|2021-10-21|5657.0|0|5657.0|0|103.0|0|0.0|100
0|2021-10-22|5709.0|0|5709.0|0|104.0|0|0.0|100
0|2021-10-23|5709.0|0|5709.0|0|104.0|0|0.0|100
0|2021-10-24|5709.0|0|5709.0|0|104.0|0|0.0|100
0|2021-10-25|5747.0|0|5747.0|0|104.0|0|0.0|100
0|2021-10-26|5747.0|0|5747.0|0|104.0|0|0.0|100
0|2021-10-27|5802.0|0|5802.0|0|106.0|0|0.0|100
0|2021-10-28|5802.0|0|5802.0|0|106.0|0|0.0|100
0|2021-10-29|5853.0|0|5853.0|0|106.0|0|0.0|100
0|2021-10-30|5853.0|0|5853.0|0|106.0|0|0.0|100
0|2021-10-31|5853.0|0|5853.0|0|106.0|0|0.0|100
0|2021-11-01|5912.0|0|5912.0|0|108.0|0|0.0|100
0|2021-11-02|5912.0|0|5912.0|0|108.0|0|0.0|100
0|2021-11-03|5963.0|0|5963.0|0|110.0|0|0.0|100
0|2021-11-04|5963.0|0|5963.0|0|110.0|0|0.0|100
0|2021-11-05|6003.0|0|6003.0|0|110.0|0|0.0|100
0|2021-11-06|6003.0|0|6003.0|0|110.0|0|0.0|100
0|2021-11-07|6003.0|0|6003.0|0|110.0|0|0.0|100
0|2021-11-08|6042.0|0|6042.0|0|111.0|0|0.0|100
0|2021-11-09|6042.0|0|6042.0|0|111.0|0|0.0|100
0|2021-11-10|6042.0|0|6081.0|0|111.0|0|0.0|100
0|2021-11-11|6081.0|0|6081.0|0|111.0|0|0.0|100
0|2021-11-12|6146.0|0|6146.0|0|111.0|0|0.0|100
0|2021-11-13|6146.0|0|6146.0|0|111.0|0|0.0|100
0|2021-11-14|6146.0|0|6146.0|0|111.0|0|0.0|100
0|2021-11-15|6240.0|0|6240.0|0|112.0|0|0.0|100
0|2021-11-16|6240.0|0|6240.0|0|112.0|0|0.0|100
0|2021-11-17|6312.0|0|6312.0|0|114.0|0|0.0|100
0|2021-11-18|6312.0|0|6312.0|0|114.0|0|0.0|100
0|2021-11-19|6386.0|0|6386.0|0|115.0|0|0.0|100
0|2021-11-20|6386.0|0|6386.0|0|115.0|0|0.0|100
0|2021-11-21|6386.0|0|6386.0|0|115.0|0|0.0|100
0|2021-11-22|6435.0|0|6435.0|0|117.0|0|0.0|100
0|2021-11-23|6435.0|0|6435.0|0|117.0|0|0.0|100
0|2021-11-24|6497.0|0|6497.0|0|119.0|0|0.0|100
0|2021-11-25|6497.0|0|6497.0|0|119.0|0|0.0|100
0|2021-11-26|6497.0|0|6497.0|0|119.0|0|0.0|100
0|2021-11-27|6497.0|0|6497.0|0|119.0|0|0.0|100
0|2021-11-28|6497.0|0|6497.0|0|119.0|0|0.0|100
0|2021-11-29|6569.0|0|6569.0|0|122.0|0|0.0|100
0|2021-11-30|6569.0|0|6569.0|0|122.0|0|0.0|100
0|2021-12-01|6646.0|0|6646.0|0|123.0|0|0.0|100
0|2021-12-02|6646.0|0|6646.0|0|123.0|0|0.0|100
0|2021-12-03|6703.0|0|6703.0|0|125.0|0|0.0|100
0|2021-12-04|6703.0|0|6703.0|0|125.0|0|0.0|100
0|2021-12-05|6703.0|0|6703.0|0|125.0|0|0.0|100
0|2021-12-06|6749.0|0|6749.0|0|128.0|0|0.0|100
0|2021-12-07|6749.0|0|6749.0|0|128.0|0|0.0|100
0|2021-12-08|6809.0|0|6809.0|0|128.0|0|0.0|100
0|2021-12-09|6809.0|0|6809.0|0|128.0|0|0.0|100
0|2021-12-10|6845.0|0|6845.0|0|129.0|0|0.0|100
0|2021-12-11|6845.0|0|6845.0|0|129.0|0|0.0|100
0|2021-12-12|6845.0|0|6845.0|0|129.0|0|0.0|100
0|2021-12-13|6886.0|0|6886.0|0|130.0|0|0.0|100
0|2021-12-14|6886.0|0|6886.0|0|130.0|0|0.0|100
0|2021-12-15|6931.0|0|6931.0|0|131.0|0|0.0|100
0|2021-12-16|6931.0|0|6931.0|0|131.0|0|0.0|100
0|2021-12-17|6973.0|0|6973.0|0|131.0|0|0.0|100
0|2021-12-18|6973.0|0|6973.0|0|131.0|0|0.0|100
0|2021-12-19|6973.0|0|6973.0|0|131.0|0|0.0|100
0|2021-12-20|7008.0|0|7008.0|0|131.0|0|0.0|100
0|2021-12-21|7008.0|0|7008.0|0|131.0|0|0.0|100
0|2021-12-22|7035.0|0|7035.0|0|132.0|0|0.0|100
0|2021-12-23|7035.0|0|7035.0|0|132.0|0|0.0|100
0|2021-12-24|7035.0|0|7035.0|0|132.0|0|0.0|100
0|2021-12-25|7035.0|0|7035.0|0|132.0|0|0.0|100
0|2021-12-26|7035.0|0|7035.0|0|132.0|0|0.0|100
0|2021-12-27|7104.0|0|7104.0|0|132.0|0|0.0|100
0|2021-12-28|7104.0|0|7104.0|0|132.0|0|0.0|100
0|2021-12-29|7154.0|0|7154.0|0|135.0|0|0.0|100
0|2021-12-30|7154.0|0|7154.0|0|135.0|0|0.0|100
0|2021-12-31|7154.0|0|7154.0|0|135.0|0|0.0|100
0|2022-01-01|7154.0|0|7154.0|0|135.0|0|0.0|100
0|2022-01-02|7154.0|0|7154.0|0|135.0|0|0.0|100
0|2022-01-03|7252.0|0|7252.0|0|137.0|0|0.0|100
0|2022-01-04|7252.0|0|7252.0|0|137.0|0|0.0|100
0|2022-01-05|7369.0|0|7369.0|0|137.0|0|0.0|100
0|2022-01-06|7369.0|0|7369.0|0|137.0|0|0.0|100
0|2022-01-07|7491.0|0|7491.0|0|138.0|0|0.0|100
0|2022-01-08|7491.0|0|7491.0|0|138.0|0|0.0|100
0|2022-01-09|7491.0|0|7491.0|0|138.0|0|0.0|100
0|2022-01-10|7678.0|0|7678.0|0|138.0|0|0.0|100
0|2022-01-11|7678.0|0|7678.0|0|138.0|0|0.0|100
0|2022-01-12|7862.0|0|7862.0|0|139.0|0|0.0|100
0|2022-01-13|7862.0|0|7862.0|0|139.0|0|0.0|100
0|2022-01-14|8014.0|0|8014.0|0|139.0|0|0.0|100
0|2022-01-15|8014.0|0|8014.0|0|139.0|0|0.0|100
0|2022-01-16|8014.0|0|8014.0|0|139.0|0|0.0|100
0|2022-01-17|8014.0|0|0.0|100|139.0|0|0.0|100
