|dates|Westchester_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Westchester_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Westchester_NewYork_UnitedStates.NYT_ConfirmedDeaths.data|Westchester_NewYork_UnitedStates.NYT_ConfirmedDeaths.missing|Westchester_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Westchester_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Westchester_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Westchester_NewYork_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|2338.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|2338.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|2338.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|2340.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|2340.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|2340.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|2341.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|2343.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|2344.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|2346.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|2346.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|2346.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|2347.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|2348.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|2349.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|2349.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|2349.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|2350.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|2350.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|2350.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|2350.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|2350.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|2350.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|2351.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|2352.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|2353.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|2353.0|0|0.0|100|0.0|100
