|dates|Lee_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Lee_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Lee_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Lee_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Lee_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1710.0|0|1710.0|0|31.0|0|0.0|100
0|2021-10-18|1711.0|0|1711.0|0|31.0|0|0.0|100
0|2021-10-19|1715.0|0|1715.0|0|31.0|0|0.0|100
0|2021-10-20|1720.0|0|1720.0|0|31.0|0|0.0|100
0|2021-10-21|1728.0|0|1728.0|0|31.0|0|0.0|100
0|2021-10-22|1730.0|0|1730.0|0|31.0|0|0.0|100
0|2021-10-23|1730.0|0|1730.0|0|31.0|0|0.0|100
0|2021-10-24|1730.0|0|1730.0|0|31.0|0|0.0|100
0|2021-10-25|1732.0|0|1732.0|0|31.0|0|0.0|100
0|2021-10-26|1735.0|0|1735.0|0|31.0|0|0.0|100
0|2021-10-27|1744.0|0|1744.0|0|31.0|0|0.0|100
0|2021-10-28|1749.0|0|1749.0|0|31.0|0|0.0|100
0|2021-10-29|1750.0|0|1750.0|0|31.0|0|0.0|100
0|2021-10-30|1750.0|0|1750.0|0|31.0|0|0.0|100
0|2021-10-31|1750.0|0|1750.0|0|31.0|0|0.0|100
0|2021-11-01|1757.0|0|1757.0|0|31.0|0|0.0|100
0|2021-11-02|1761.0|0|1761.0|0|31.0|0|0.0|100
0|2021-11-03|1765.0|0|1765.0|0|31.0|0|0.0|100
0|2021-11-04|1771.0|0|1771.0|0|33.0|0|0.0|100
0|2021-11-05|1777.0|0|1777.0|0|33.0|0|0.0|100
0|2021-11-06|1777.0|0|1777.0|0|33.0|0|0.0|100
0|2021-11-07|1777.0|0|1777.0|0|33.0|0|0.0|100
0|2021-11-08|1779.0|0|1779.0|0|33.0|0|0.0|100
0|2021-11-09|1781.0|0|1781.0|0|33.0|0|0.0|100
0|2021-11-10|1781.0|0|1783.0|0|33.0|0|0.0|100
0|2021-11-11|1783.0|0|1783.0|0|34.0|0|0.0|100
0|2021-11-12|1786.0|0|1786.0|0|34.0|0|0.0|100
0|2021-11-13|1786.0|0|1786.0|0|34.0|0|0.0|100
0|2021-11-14|1786.0|0|1786.0|0|34.0|0|0.0|100
0|2021-11-15|1787.0|0|1787.0|0|34.0|0|0.0|100
0|2021-11-16|1787.0|0|1787.0|0|34.0|0|0.0|100
0|2021-11-17|1787.0|0|1787.0|0|34.0|0|0.0|100
0|2021-11-18|1789.0|0|1789.0|0|34.0|0|0.0|100
0|2021-11-19|1790.0|0|1790.0|0|35.0|0|0.0|100
0|2021-11-20|1790.0|0|1790.0|0|35.0|0|0.0|100
0|2021-11-21|1790.0|0|1790.0|0|35.0|0|0.0|100
0|2021-11-22|1791.0|0|1791.0|0|35.0|0|0.0|100
0|2021-11-23|1793.0|0|1793.0|0|35.0|0|0.0|100
0|2021-11-24|1794.0|0|1794.0|0|35.0|0|0.0|100
0|2021-11-25|1794.0|0|1794.0|0|35.0|0|0.0|100
0|2021-11-26|1794.0|0|1794.0|0|35.0|0|0.0|100
0|2021-11-27|1794.0|0|1794.0|0|35.0|0|0.0|100
0|2021-11-28|1794.0|0|1794.0|0|35.0|0|0.0|100
0|2021-11-29|1799.0|0|1799.0|0|37.0|0|0.0|100
0|2021-11-30|1801.0|0|1801.0|0|37.0|0|0.0|100
0|2021-12-01|1805.0|0|1805.0|0|37.0|0|0.0|100
0|2021-12-02|1805.0|0|1805.0|0|37.0|0|0.0|100
0|2021-12-03|1810.0|0|1810.0|0|37.0|0|0.0|100
0|2021-12-04|1810.0|0|1810.0|0|37.0|0|0.0|100
0|2021-12-05|1810.0|0|1810.0|0|37.0|0|0.0|100
0|2021-12-06|1812.0|0|1812.0|0|37.0|0|0.0|100
0|2021-12-07|1816.0|0|1816.0|0|37.0|0|0.0|100
0|2021-12-08|1817.0|0|1817.0|0|38.0|0|0.0|100
0|2021-12-09|1824.0|0|1824.0|0|39.0|0|0.0|100
0|2021-12-10|1825.0|0|1825.0|0|39.0|0|0.0|100
0|2021-12-11|1825.0|0|1825.0|0|39.0|0|0.0|100
0|2021-12-12|1825.0|0|1825.0|0|39.0|0|0.0|100
0|2021-12-13|1827.0|0|1827.0|0|39.0|0|0.0|100
0|2021-12-14|1827.0|0|1833.0|0|39.0|0|0.0|100
0|2021-12-15|1837.0|0|1837.0|0|39.0|0|0.0|100
0|2021-12-16|1844.0|0|1844.0|0|39.0|0|0.0|100
0|2021-12-17|1848.0|0|1848.0|0|39.0|0|0.0|100
0|2021-12-18|1848.0|0|1848.0|0|39.0|0|0.0|100
0|2021-12-19|1848.0|0|1848.0|0|39.0|0|0.0|100
0|2021-12-20|1859.0|0|1859.0|0|40.0|0|0.0|100
0|2021-12-21|1867.0|0|1867.0|0|40.0|0|0.0|100
0|2021-12-22|1874.0|0|1874.0|0|40.0|0|0.0|100
0|2021-12-23|1874.0|0|1874.0|0|40.0|0|0.0|100
0|2021-12-24|1874.0|0|1874.0|0|40.0|0|0.0|100
0|2021-12-25|1874.0|0|1874.0|0|40.0|0|0.0|100
0|2021-12-26|1874.0|0|1874.0|0|40.0|0|0.0|100
0|2021-12-27|1883.0|0|1883.0|0|42.0|0|0.0|100
0|2021-12-28|1891.0|0|1891.0|0|42.0|0|0.0|100
0|2021-12-29|1900.0|0|1900.0|0|42.0|0|0.0|100
0|2021-12-30|1900.0|0|1900.0|0|42.0|0|0.0|100
0|2021-12-31|1900.0|0|1900.0|0|42.0|0|0.0|100
0|2022-01-01|1900.0|0|1900.0|0|42.0|0|0.0|100
0|2022-01-02|1900.0|0|1900.0|0|42.0|0|0.0|100
0|2022-01-03|1907.0|0|1907.0|0|44.0|0|0.0|100
0|2022-01-04|1914.0|0|1914.0|0|44.0|0|0.0|100
0|2022-01-05|1922.0|0|1922.0|0|44.0|0|0.0|100
0|2022-01-06|1929.0|0|1929.0|0|44.0|0|0.0|100
0|2022-01-07|1939.0|0|1939.0|0|44.0|0|0.0|100
0|2022-01-08|1939.0|0|1939.0|0|44.0|0|0.0|100
0|2022-01-09|1939.0|0|1939.0|0|44.0|0|0.0|100
0|2022-01-10|1943.0|0|1943.0|0|44.0|0|0.0|100
0|2022-01-11|1951.0|0|1951.0|0|44.0|0|0.0|100
0|2022-01-12|1965.0|0|1965.0|0|44.0|0|0.0|100
0|2022-01-13|1965.0|0|1979.0|0|44.0|0|0.0|100
0|2022-01-14|1991.0|0|1991.0|0|44.0|0|0.0|100
0|2022-01-15|1991.0|0|1991.0|0|44.0|0|0.0|100
0|2022-01-16|1991.0|0|1991.0|0|44.0|0|0.0|100
0|2022-01-17|1991.0|0|0.0|100|44.0|0|0.0|100
