|dates|ScottsBluff_Nebraska_UnitedStates.JHU_ConfirmedCases.data|ScottsBluff_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|ScottsBluff_Nebraska_UnitedStates.NYT_ConfirmedCases.data|ScottsBluff_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|ScottsBluff_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|ScottsBluff_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|ScottsBluff_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|ScottsBluff_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|6084.0|0|6662.0|0|48.0|0|0.0|100
0|2021-11-11|6142.0|0|6681.0|0|48.0|0|0.0|100
0|2021-11-12|6157.0|0|6707.0|0|48.0|0|0.0|100
0|2021-11-13|6157.0|0|6707.0|0|48.0|0|0.0|100
0|2021-11-14|6157.0|0|6707.0|0|48.0|0|0.0|100
0|2021-11-15|6223.0|0|6756.0|0|48.0|0|0.0|100
0|2021-11-16|6241.0|0|6780.0|0|48.0|0|0.0|100
0|2021-11-17|6267.0|0|6833.0|0|48.0|0|0.0|100
0|2021-11-18|6296.0|0|6857.0|0|48.0|0|0.0|100
0|2021-11-19|6316.0|0|6870.0|0|48.0|0|0.0|100
0|2021-11-20|6316.0|0|6870.0|0|48.0|0|0.0|100
0|2021-11-21|6316.0|0|6870.0|0|48.0|0|0.0|100
0|2021-11-22|6340.0|0|6911.0|0|48.0|0|0.0|100
0|2021-11-23|6368.0|0|6938.0|0|48.0|0|0.0|100
0|2021-11-24|6384.0|0|6947.0|0|48.0|0|0.0|100
0|2021-11-25|6384.0|0|6947.0|0|48.0|0|0.0|100
0|2021-11-26|6384.0|0|6947.0|0|48.0|0|0.0|100
0|2021-11-27|6384.0|0|6947.0|0|48.0|0|0.0|100
0|2021-11-28|6384.0|0|6947.0|0|48.0|0|0.0|100
0|2021-11-29|6418.0|0|6974.0|0|48.0|0|0.0|100
0|2021-11-30|6429.0|0|6974.0|0|48.0|0|0.0|100
0|2021-12-01|6454.0|0|7026.0|0|48.0|0|0.0|100
0|2021-12-02|6469.0|0|7026.0|0|48.0|0|0.0|100
0|2021-12-03|6469.0|0|7048.0|0|48.0|0|0.0|100
0|2021-12-04|6482.0|0|7048.0|0|48.0|0|0.0|100
0|2021-12-05|6482.0|0|7048.0|0|48.0|0|0.0|100
0|2021-12-06|6496.0|0|7070.0|0|48.0|0|0.0|100
0|2021-12-07|6509.0|0|7070.0|0|48.0|0|0.0|100
0|2021-12-08|6522.0|0|7098.0|0|48.0|0|0.0|100
0|2021-12-09|6547.0|0|7108.0|0|48.0|0|0.0|100
0|2021-12-10|6554.0|0|7124.0|0|48.0|0|0.0|100
0|2021-12-11|6554.0|0|7124.0|0|48.0|0|0.0|100
0|2021-12-12|6554.0|0|7124.0|0|48.0|0|0.0|100
0|2021-12-13|6574.0|0|7136.0|0|48.0|0|0.0|100
0|2021-12-14|6574.0|0|7151.0|0|48.0|0|0.0|100
0|2021-12-15|6594.0|0|7151.0|0|48.0|0|0.0|100
0|2021-12-16|6598.0|0|7164.0|0|48.0|0|0.0|100
0|2021-12-17|6604.0|0|7169.0|0|48.0|0|0.0|100
0|2021-12-18|6604.0|0|7169.0|0|48.0|0|0.0|100
0|2021-12-19|6604.0|0|7169.0|0|48.0|0|0.0|100
0|2021-12-20|6609.0|0|7175.0|0|48.0|0|0.0|100
0|2021-12-21|6612.0|0|7175.0|0|48.0|0|0.0|100
0|2021-12-22|6624.0|0|7197.0|0|48.0|0|0.0|100
0|2021-12-23|6633.0|0|7204.0|0|48.0|0|0.0|100
0|2021-12-24|6633.0|0|7204.0|0|48.0|0|0.0|100
0|2021-12-25|6633.0|0|7204.0|0|48.0|0|0.0|100
0|2021-12-26|6633.0|0|7204.0|0|48.0|0|0.0|100
0|2021-12-27|6633.0|0|7209.0|0|48.0|0|0.0|100
0|2021-12-28|6664.0|0|7209.0|0|48.0|0|0.0|100
0|2021-12-29|6674.0|0|7253.0|0|48.0|0|0.0|100
0|2021-12-30|6694.0|0|7287.0|0|48.0|0|0.0|100
0|2021-12-31|6694.0|0|7292.0|0|48.0|0|0.0|100
0|2022-01-01|6694.0|0|7292.0|0|48.0|0|0.0|100
0|2022-01-02|6694.0|0|7292.0|0|48.0|0|0.0|100
0|2022-01-03|6755.0|0|7333.0|0|48.0|0|0.0|100
0|2022-01-04|6788.0|0|7394.0|0|48.0|0|0.0|100
0|2022-01-05|6815.0|0|7447.0|0|48.0|0|0.0|100
0|2022-01-06|6857.0|0|7478.0|0|48.0|0|0.0|100
0|2022-01-07|6881.0|0|7478.0|0|48.0|0|0.0|100
0|2022-01-08|6881.0|0|7551.0|0|48.0|0|0.0|100
0|2022-01-09|6881.0|0|7551.0|0|48.0|0|0.0|100
0|2022-01-10|6962.0|0|7600.0|0|48.0|0|0.0|100
0|2022-01-11|7055.0|0|7600.0|0|48.0|0|0.0|100
0|2022-01-12|7125.0|0|7818.0|0|48.0|0|0.0|100
0|2022-01-13|7125.0|0|7900.0|0|48.0|0|0.0|100
0|2022-01-14|7280.0|0|8005.0|0|48.0|0|0.0|100
0|2022-01-15|7280.0|0|8005.0|0|48.0|0|0.0|100
0|2022-01-16|7280.0|0|8005.0|0|48.0|0|0.0|100
0|2022-01-17|7385.0|0|0.0|100|48.0|0|0.0|100
