|dates|Harlan_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Harlan_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Harlan_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Harlan_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Harlan_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Harlan_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Harlan_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Harlan_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5276.0|0|5276.0|0|124.0|0|0.0|100
0|2021-10-18|5287.0|0|5287.0|0|125.0|0|0.0|100
0|2021-10-19|5298.0|0|5298.0|0|125.0|0|0.0|100
0|2021-10-20|5311.0|0|5311.0|0|125.0|0|0.0|100
0|2021-10-21|5321.0|0|5321.0|0|127.0|0|0.0|100
0|2021-10-22|5347.0|0|5347.0|0|127.0|0|0.0|100
0|2021-10-23|5347.0|0|5347.0|0|127.0|0|0.0|100
0|2021-10-24|5347.0|0|5347.0|0|127.0|0|0.0|100
0|2021-10-25|5367.0|0|5367.0|0|128.0|0|0.0|100
0|2021-10-26|5380.0|0|5380.0|0|128.0|0|0.0|100
0|2021-10-27|5384.0|0|5384.0|0|128.0|0|0.0|100
0|2021-10-28|5399.0|0|5399.0|0|128.0|0|0.0|100
0|2021-10-29|5404.0|0|5404.0|0|129.0|0|0.0|100
0|2021-10-30|5404.0|0|5404.0|0|129.0|0|0.0|100
0|2021-10-31|5404.0|0|5404.0|0|129.0|0|0.0|100
0|2021-11-01|5419.0|0|5419.0|0|131.0|0|0.0|100
0|2021-11-02|5428.0|0|5428.0|0|131.0|0|0.0|100
0|2021-11-03|5439.0|0|5439.0|0|131.0|0|0.0|100
0|2021-11-04|5456.0|0|5456.0|0|131.0|0|0.0|100
0|2021-11-05|5470.0|0|5470.0|0|131.0|0|0.0|100
0|2021-11-06|5470.0|0|5470.0|0|131.0|0|0.0|100
0|2021-11-07|5470.0|0|5470.0|0|131.0|0|0.0|100
0|2021-11-08|5485.0|0|5485.0|0|131.0|0|0.0|100
0|2021-11-09|5509.0|0|5509.0|0|131.0|0|0.0|100
0|2021-11-10|5509.0|0|5523.0|0|131.0|0|0.0|100
0|2021-11-11|5523.0|0|5523.0|0|131.0|0|0.0|100
0|2021-11-12|5536.0|0|5536.0|0|133.0|0|0.0|100
0|2021-11-13|5536.0|0|5536.0|0|133.0|0|0.0|100
0|2021-11-14|5536.0|0|5536.0|0|133.0|0|0.0|100
0|2021-11-15|5547.0|0|5547.0|0|133.0|0|0.0|100
0|2021-11-16|5567.0|0|5567.0|0|133.0|0|0.0|100
0|2021-11-17|5585.0|0|5585.0|0|133.0|0|0.0|100
0|2021-11-18|5613.0|0|5613.0|0|133.0|0|0.0|100
0|2021-11-19|5630.0|0|5630.0|0|135.0|0|0.0|100
0|2021-11-20|5630.0|0|5630.0|0|135.0|0|0.0|100
0|2021-11-21|5630.0|0|5630.0|0|135.0|0|0.0|100
0|2021-11-22|5648.0|0|5648.0|0|136.0|0|0.0|100
0|2021-11-23|5683.0|0|5683.0|0|136.0|0|0.0|100
0|2021-11-24|5712.0|0|5712.0|0|136.0|0|0.0|100
0|2021-11-25|5712.0|0|5712.0|0|136.0|0|0.0|100
0|2021-11-26|5712.0|0|5712.0|0|136.0|0|0.0|100
0|2021-11-27|5712.0|0|5712.0|0|136.0|0|0.0|100
0|2021-11-28|5712.0|0|5712.0|0|136.0|0|0.0|100
0|2021-11-29|5752.0|0|5752.0|0|138.0|0|0.0|100
0|2021-11-30|5798.0|0|5798.0|0|139.0|0|0.0|100
0|2021-12-01|5849.0|0|5849.0|0|141.0|0|0.0|100
0|2021-12-02|5849.0|0|5879.0|0|141.0|0|0.0|100
0|2021-12-03|5905.0|0|5905.0|0|143.0|0|0.0|100
0|2021-12-04|5905.0|0|5905.0|0|143.0|0|0.0|100
0|2021-12-05|5905.0|0|5905.0|0|143.0|0|0.0|100
0|2021-12-06|5941.0|0|5941.0|0|145.0|0|0.0|100
0|2021-12-07|5990.0|0|5990.0|0|145.0|0|0.0|100
0|2021-12-08|6014.0|0|6014.0|0|146.0|0|0.0|100
0|2021-12-09|6031.0|0|6031.0|0|146.0|0|0.0|100
0|2021-12-10|6048.0|0|6048.0|0|147.0|0|0.0|100
0|2021-12-11|6048.0|0|6048.0|0|147.0|0|0.0|100
0|2021-12-12|6048.0|0|6048.0|0|147.0|0|0.0|100
0|2021-12-13|6067.0|0|6067.0|0|147.0|0|0.0|100
0|2021-12-14|6067.0|0|6106.0|0|147.0|0|0.0|100
0|2021-12-15|6139.0|0|6139.0|0|148.0|0|0.0|100
0|2021-12-16|6146.0|0|6146.0|0|148.0|0|0.0|100
0|2021-12-17|6158.0|0|6158.0|0|149.0|0|0.0|100
0|2021-12-18|6158.0|0|6158.0|0|149.0|0|0.0|100
0|2021-12-19|6158.0|0|6158.0|0|149.0|0|0.0|100
0|2021-12-20|6180.0|0|6180.0|0|152.0|0|0.0|100
0|2021-12-21|6208.0|0|6208.0|0|152.0|0|0.0|100
0|2021-12-22|6217.0|0|6217.0|0|152.0|0|0.0|100
0|2021-12-23|6217.0|0|6217.0|0|152.0|0|0.0|100
0|2021-12-24|6217.0|0|6217.0|0|152.0|0|0.0|100
0|2021-12-25|6217.0|0|6217.0|0|152.0|0|0.0|100
0|2021-12-26|6217.0|0|6217.0|0|152.0|0|0.0|100
0|2021-12-27|6250.0|0|6250.0|0|158.0|0|0.0|100
0|2021-12-28|6265.0|0|6265.0|0|158.0|0|0.0|100
0|2021-12-29|6281.0|0|6281.0|0|160.0|0|0.0|100
0|2021-12-30|6281.0|0|6281.0|0|160.0|0|0.0|100
0|2021-12-31|6281.0|0|6281.0|0|160.0|0|0.0|100
0|2022-01-01|6281.0|0|6281.0|0|160.0|0|0.0|100
0|2022-01-02|6281.0|0|6281.0|0|160.0|0|0.0|100
0|2022-01-03|6337.0|0|6337.0|0|160.0|0|0.0|100
0|2022-01-04|6394.0|0|6394.0|0|160.0|0|0.0|100
