|dates|Harlan_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Harlan_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Harlan_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Harlan_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Harlan_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Harlan_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Harlan_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Harlan_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-05|6428.0|0|6428.0|0|160.0|0|0.0|100
0|2022-01-06|6442.0|0|6442.0|0|160.0|0|0.0|100
0|2022-01-07|6469.0|0|6469.0|0|160.0|0|0.0|100
0|2022-01-08|6469.0|0|6469.0|0|160.0|0|0.0|100
0|2022-01-09|6469.0|0|6469.0|0|160.0|0|0.0|100
0|2022-01-10|6478.0|0|6478.0|0|161.0|0|0.0|100
0|2022-01-11|6526.0|0|6526.0|0|161.0|0|0.0|100
0|2022-01-12|6567.0|0|6567.0|0|161.0|0|0.0|100
0|2022-01-13|6567.0|0|6604.0|0|161.0|0|0.0|100
0|2022-01-14|6651.0|0|6651.0|0|165.0|0|0.0|100
0|2022-01-15|6651.0|0|6651.0|0|165.0|0|0.0|100
0|2022-01-16|6651.0|0|6651.0|0|165.0|0|0.0|100
0|2022-01-17|6651.0|0|0.0|100|165.0|0|0.0|100
