|dates|Stephens_Georgia_UnitedStates.JHU_ConfirmedCases.data|Stephens_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Stephens_Georgia_UnitedStates.NYT_ConfirmedCases.data|Stephens_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Stephens_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Stephens_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Stephens_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Stephens_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|4831.0|0|4873.0|0|119.0|0|0.0|100
0|2021-11-23|4833.0|0|4875.0|0|120.0|0|0.0|100
0|2021-11-24|4835.0|0|4877.0|0|120.0|0|0.0|100
0|2021-11-25|4835.0|0|4877.0|0|120.0|0|0.0|100
0|2021-11-26|4835.0|0|4877.0|0|120.0|0|0.0|100
0|2021-11-27|4835.0|0|4877.0|0|120.0|0|0.0|100
0|2021-11-28|4835.0|0|4877.0|0|120.0|0|0.0|100
0|2021-11-29|4843.0|0|4885.0|0|120.0|0|0.0|100
0|2021-11-30|4847.0|0|4889.0|0|120.0|0|0.0|100
0|2021-12-01|4852.0|0|4894.0|0|120.0|0|0.0|100
0|2021-12-02|4852.0|0|4907.0|0|120.0|0|0.0|100
0|2021-12-03|4868.0|0|4910.0|0|120.0|0|0.0|100
0|2021-12-04|4868.0|0|4910.0|0|120.0|0|0.0|100
0|2021-12-05|4868.0|0|4910.0|0|120.0|0|0.0|100
0|2021-12-06|4876.0|0|4916.0|0|121.0|0|0.0|100
0|2021-12-07|4876.0|0|4916.0|0|121.0|0|0.0|100
0|2021-12-08|4880.0|0|4920.0|0|121.0|0|0.0|100
0|2021-12-09|4882.0|0|4922.0|0|121.0|0|0.0|100
0|2021-12-10|4885.0|0|4925.0|0|121.0|0|0.0|100
0|2021-12-11|4885.0|0|4925.0|0|121.0|0|0.0|100
0|2021-12-12|4885.0|0|4925.0|0|121.0|0|0.0|100
0|2021-12-13|4891.0|0|4931.0|0|121.0|0|0.0|100
0|2021-12-14|4891.0|0|4934.0|0|121.0|0|0.0|100
0|2021-12-15|4897.0|0|4937.0|0|122.0|0|0.0|100
0|2021-12-16|4898.0|0|4938.0|0|122.0|0|0.0|100
0|2021-12-17|4899.0|0|4939.0|0|123.0|0|0.0|100
0|2021-12-18|4899.0|0|4939.0|0|123.0|0|0.0|100
0|2021-12-19|4899.0|0|4939.0|0|123.0|0|0.0|100
0|2021-12-20|4905.0|0|4945.0|0|123.0|0|0.0|100
0|2021-12-21|4907.0|0|4947.0|0|123.0|0|0.0|100
0|2021-12-22|4914.0|0|4954.0|0|124.0|0|0.0|100
0|2021-12-23|4926.0|0|4966.0|0|124.0|0|0.0|100
0|2021-12-24|4937.0|0|4977.0|0|124.0|0|0.0|100
0|2021-12-25|4937.0|0|4977.0|0|124.0|0|0.0|100
0|2021-12-26|4937.0|0|4977.0|0|124.0|0|0.0|100
0|2021-12-27|4950.0|0|4990.0|0|124.0|0|0.0|100
0|2021-12-28|4955.0|0|4995.0|0|124.0|0|0.0|100
0|2021-12-29|4962.0|0|5002.0|0|124.0|0|0.0|100
0|2021-12-30|4972.0|0|5012.0|0|124.0|0|0.0|100
0|2021-12-31|4983.0|0|5023.0|0|124.0|0|0.0|100
0|2022-01-01|4983.0|0|5023.0|0|124.0|0|0.0|100
0|2022-01-02|4983.0|0|5023.0|0|124.0|0|0.0|100
0|2022-01-03|4983.0|0|5023.0|0|124.0|0|0.0|100
0|2022-01-04|5049.0|0|5089.0|0|124.0|0|0.0|100
0|2022-01-05|5074.0|0|5114.0|0|124.0|0|0.0|100
0|2022-01-06|5074.0|0|5114.0|0|124.0|0|0.0|100
0|2022-01-07|5074.0|0|5114.0|0|124.0|0|0.0|100
0|2022-01-08|5074.0|0|5114.0|0|124.0|0|0.0|100
0|2022-01-09|5074.0|0|5114.0|0|124.0|0|0.0|100
0|2022-01-10|5218.0|0|5258.0|0|125.0|0|0.0|100
0|2022-01-11|5264.0|0|5304.0|0|125.0|0|0.0|100
0|2022-01-12|5277.0|0|5317.0|0|125.0|0|0.0|100
0|2022-01-13|5277.0|0|5368.0|0|125.0|0|0.0|100
0|2022-01-14|5372.0|0|5412.0|0|126.0|0|0.0|100
0|2022-01-15|5372.0|0|5412.0|0|126.0|0|0.0|100
0|2022-01-16|5372.0|0|5412.0|0|126.0|0|0.0|100
0|2022-01-17|5416.0|0|0.0|100|126.0|0|0.0|100
