|dates|Logan_Kansas_UnitedStates.BLS_EmployedPopulation.data|Logan_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Logan_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Logan_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Logan_Kansas_UnitedStates.BLS_UnemploymentRate.data|Logan_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Logan_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Logan_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|1604.0|0|29.0|0|1.7758726270667484|0|1633.0|0
0|2021-10-18|1604.0|0|29.0|0|1.7758726270667484|0|1633.0|0
0|2021-10-19|1604.0|0|29.0|0|1.7758726270667484|0|1633.0|0
0|2021-10-20|1604.0|0|29.0|0|1.7758726270667484|0|1633.0|0
0|2021-10-21|1604.0|0|29.0|0|1.7758726270667484|0|1633.0|0
0|2021-10-22|1604.0|0|29.0|0|1.7758726270667484|0|1633.0|0
0|2021-10-23|1604.0|0|29.0|0|1.7758726270667484|0|1633.0|0
0|2021-10-24|1604.0|0|29.0|0|1.7758726270667484|0|1633.0|0
0|2021-10-25|1604.0|0|29.0|0|1.7758726270667484|0|1633.0|0
0|2021-10-26|1604.0|0|29.0|0|1.7758726270667484|0|1633.0|0
0|2021-10-27|1604.0|0|29.0|0|1.7758726270667484|0|1633.0|0
0|2021-10-28|1604.0|0|29.0|0|1.7758726270667484|0|1633.0|0
0|2021-10-29|1604.0|0|29.0|0|1.7758726270667484|0|1633.0|0
0|2021-10-30|1604.0|0|29.0|0|1.7758726270667484|0|1633.0|0
0|2021-10-31|1604.0|0|29.0|0|1.7758726270667484|0|1633.0|0
0|2021-11-01|1604.0|0|29.0|0|1.7758726270667484|0|1633.0|0
0|2021-11-02|1604.0|0|29.0|0|1.7758726270667484|0|1633.0|0
0|2021-11-03|1604.0|0|29.0|0|1.7758726270667484|0|1633.0|0
0|2021-11-04|1604.0|0|29.0|0|1.7758726270667484|0|1633.0|0
0|2021-11-05|1604.0|0|29.0|0|1.7758726270667484|0|1633.0|0
