|dates|Butte_Idaho_UnitedStates.JHU_ConfirmedCases.data|Butte_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Butte_Idaho_UnitedStates.NYT_ConfirmedCases.data|Butte_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Butte_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Butte_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Butte_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Butte_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|330.0|0|330.0|0|3.0|0|0.0|100
0|2021-10-18|334.0|0|334.0|0|3.0|0|0.0|100
0|2021-10-19|337.0|0|337.0|0|3.0|0|0.0|100
0|2021-10-20|338.0|0|338.0|0|3.0|0|0.0|100
0|2021-10-21|340.0|0|340.0|0|3.0|0|0.0|100
0|2021-10-22|340.0|0|340.0|0|3.0|0|0.0|100
0|2021-10-23|340.0|0|340.0|0|3.0|0|0.0|100
0|2021-10-24|340.0|0|340.0|0|3.0|0|0.0|100
0|2021-10-25|345.0|0|345.0|0|3.0|0|0.0|100
0|2021-10-26|347.0|0|347.0|0|4.0|0|0.0|100
0|2021-10-27|349.0|0|349.0|0|4.0|0|0.0|100
0|2021-10-28|351.0|0|351.0|0|4.0|0|0.0|100
0|2021-10-29|356.0|0|356.0|0|4.0|0|0.0|100
0|2021-10-30|356.0|0|356.0|0|4.0|0|0.0|100
0|2021-10-31|356.0|0|356.0|0|4.0|0|0.0|100
0|2021-11-01|359.0|0|359.0|0|4.0|0|0.0|100
0|2021-11-02|361.0|0|361.0|0|4.0|0|0.0|100
0|2021-11-03|362.0|0|362.0|0|4.0|0|0.0|100
0|2021-11-04|363.0|0|363.0|0|4.0|0|0.0|100
0|2021-11-05|366.0|0|366.0|0|4.0|0|0.0|100
0|2021-11-06|366.0|0|366.0|0|4.0|0|0.0|100
0|2021-11-07|366.0|0|366.0|0|4.0|0|0.0|100
0|2021-11-08|368.0|0|368.0|0|4.0|0|0.0|100
0|2021-11-09|370.0|0|370.0|0|4.0|0|0.0|100
0|2021-11-10|370.0|0|371.0|0|4.0|0|0.0|100
0|2021-11-11|371.0|0|371.0|0|4.0|0|0.0|100
0|2021-11-12|377.0|0|371.0|0|4.0|0|0.0|100
0|2021-11-13|377.0|0|377.0|0|4.0|0|0.0|100
0|2021-11-14|377.0|0|377.0|0|4.0|0|0.0|100
0|2021-11-15|375.0|0|375.0|0|4.0|0|0.0|100
0|2021-11-16|375.0|0|375.0|0|4.0|0|0.0|100
0|2021-11-17|375.0|0|375.0|0|4.0|0|0.0|100
0|2021-11-18|375.0|0|375.0|0|4.0|0|0.0|100
0|2021-11-19|379.0|0|375.0|0|4.0|0|0.0|100
0|2021-11-20|378.0|0|378.0|0|4.0|0|0.0|100
0|2021-11-21|378.0|0|378.0|0|4.0|0|0.0|100
0|2021-11-22|379.0|0|379.0|0|4.0|0|0.0|100
0|2021-11-23|380.0|0|380.0|0|4.0|0|0.0|100
0|2021-11-24|384.0|0|384.0|0|4.0|0|0.0|100
0|2021-11-25|384.0|0|384.0|0|4.0|0|0.0|100
0|2021-11-26|384.0|0|384.0|0|4.0|0|0.0|100
0|2021-11-27|384.0|0|384.0|0|4.0|0|0.0|100
0|2021-11-28|384.0|0|384.0|0|4.0|0|0.0|100
0|2021-11-29|385.0|0|385.0|0|4.0|0|0.0|100
0|2021-11-30|386.0|0|386.0|0|4.0|0|0.0|100
0|2021-12-01|386.0|0|386.0|0|5.0|0|0.0|100
0|2021-12-02|386.0|0|386.0|0|5.0|0|0.0|100
0|2021-12-03|386.0|0|386.0|0|5.0|0|0.0|100
0|2021-12-04|386.0|0|386.0|0|5.0|0|0.0|100
0|2021-12-05|386.0|0|386.0|0|5.0|0|0.0|100
0|2021-12-06|386.0|0|386.0|0|5.0|0|0.0|100
0|2021-12-07|386.0|0|386.0|0|5.0|0|0.0|100
0|2021-12-08|387.0|0|387.0|0|5.0|0|0.0|100
0|2021-12-09|387.0|0|387.0|0|5.0|0|0.0|100
0|2021-12-10|387.0|0|387.0|0|5.0|0|0.0|100
0|2021-12-11|387.0|0|387.0|0|5.0|0|0.0|100
0|2021-12-12|387.0|0|387.0|0|5.0|0|0.0|100
0|2021-12-13|387.0|0|387.0|0|5.0|0|0.0|100
0|2021-12-14|387.0|0|387.0|0|5.0|0|0.0|100
0|2021-12-15|388.0|0|388.0|0|5.0|0|0.0|100
0|2021-12-16|388.0|0|388.0|0|5.0|0|0.0|100
0|2021-12-17|388.0|0|388.0|0|5.0|0|0.0|100
0|2021-12-18|388.0|0|388.0|0|5.0|0|0.0|100
0|2021-12-19|388.0|0|388.0|0|5.0|0|0.0|100
0|2021-12-20|388.0|0|388.0|0|5.0|0|0.0|100
0|2021-12-21|388.0|0|388.0|0|7.0|0|0.0|100
0|2021-12-22|388.0|0|388.0|0|7.0|0|0.0|100
0|2021-12-23|388.0|0|388.0|0|7.0|0|0.0|100
0|2021-12-24|388.0|0|388.0|0|7.0|0|0.0|100
0|2021-12-25|388.0|0|388.0|0|7.0|0|0.0|100
0|2021-12-26|388.0|0|388.0|0|7.0|0|0.0|100
0|2021-12-27|388.0|0|388.0|0|7.0|0|0.0|100
0|2021-12-28|389.0|0|389.0|0|7.0|0|0.0|100
0|2021-12-29|389.0|0|389.0|0|7.0|0|0.0|100
0|2021-12-30|389.0|0|389.0|0|7.0|0|0.0|100
0|2021-12-31|389.0|0|389.0|0|7.0|0|0.0|100
0|2022-01-01|389.0|0|389.0|0|7.0|0|0.0|100
0|2022-01-02|389.0|0|389.0|0|7.0|0|0.0|100
0|2022-01-03|389.0|0|389.0|0|7.0|0|0.0|100
0|2022-01-04|391.0|0|391.0|0|7.0|0|0.0|100
0|2022-01-05|393.0|0|393.0|0|7.0|0|0.0|100
0|2022-01-06|398.0|0|398.0|0|7.0|0|0.0|100
0|2022-01-07|398.0|0|398.0|0|7.0|0|0.0|100
0|2022-01-08|398.0|0|398.0|0|7.0|0|0.0|100
0|2022-01-09|398.0|0|398.0|0|7.0|0|0.0|100
0|2022-01-10|400.0|0|400.0|0|7.0|0|0.0|100
0|2022-01-11|400.0|0|400.0|0|7.0|0|0.0|100
0|2022-01-12|403.0|0|403.0|0|7.0|0|0.0|100
0|2022-01-13|403.0|0|409.0|0|7.0|0|0.0|100
0|2022-01-14|410.0|0|410.0|0|7.0|0|0.0|100
0|2022-01-15|410.0|0|410.0|0|7.0|0|0.0|100
0|2022-01-16|410.0|0|410.0|0|7.0|0|0.0|100
0|2022-01-17|410.0|0|0.0|100|7.0|0|0.0|100
