|dates|Maricopa_Arizona_UnitedStates.JHU_ConfirmedCases.data|Maricopa_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Maricopa_Arizona_UnitedStates.NYT_ConfirmedCases.data|Maricopa_Arizona_UnitedStates.NYT_ConfirmedCases.missing|Maricopa_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Maricopa_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Maricopa_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Maricopa_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|791573.0|0|791573.0|0|12713.0|0|0.0|100
0|2021-11-26|793788.0|0|793788.0|0|12713.0|0|0.0|100
0|2021-11-27|796091.0|0|796091.0|0|12740.0|0|0.0|100
0|2021-11-28|797681.0|0|797681.0|0|12742.0|0|0.0|100
0|2021-11-29|798982.0|0|798982.0|0|12742.0|0|0.0|100
0|2021-11-30|800696.0|0|800696.0|0|12782.0|0|0.0|100
0|2021-12-01|802164.0|0|802164.0|0|12801.0|0|0.0|100
0|2021-12-02|804278.0|0|804278.0|0|12814.0|0|0.0|100
0|2021-12-03|807353.0|0|807353.0|0|12819.0|0|0.0|100
0|2021-12-04|810904.0|0|810904.0|0|12895.0|0|0.0|100
0|2021-12-05|813527.0|0|813527.0|0|12920.0|0|0.0|100
0|2021-12-06|815557.0|0|815557.0|0|12920.0|0|0.0|100
0|2021-12-07|817303.0|0|817303.0|0|12999.0|0|0.0|100
0|2021-12-08|819354.0|0|819354.0|0|12999.0|0|0.0|100
0|2021-12-09|821487.0|0|821487.0|0|13043.0|0|0.0|100
0|2021-12-10|824044.0|0|824044.0|0|13085.0|0|0.0|100
0|2021-12-11|826257.0|0|826257.0|0|13120.0|0|0.0|100
0|2021-12-12|828549.0|0|828549.0|0|13127.0|0|0.0|100
0|2021-12-13|828549.0|0|830216.0|0|13127.0|0|0.0|100
0|2021-12-14|828549.0|0|831365.0|0|13127.0|0|0.0|100
0|2021-12-15|833090.0|0|833090.0|0|13251.0|0|0.0|100
0|2021-12-16|834891.0|0|834891.0|0|13257.0|0|0.0|100
0|2021-12-17|837314.0|0|837314.0|0|13324.0|0|0.0|100
0|2021-12-18|837314.0|0|839480.0|0|13324.0|0|0.0|100
0|2021-12-19|841448.0|0|841448.0|0|13343.0|0|0.0|100
0|2021-12-20|842993.0|0|842993.0|0|13343.0|0|0.0|100
0|2021-12-21|844498.0|0|844498.0|0|13457.0|0|0.0|100
0|2021-12-22|846298.0|0|846298.0|0|13482.0|0|0.0|100
0|2021-12-23|848132.0|0|848132.0|0|13492.0|0|0.0|100
0|2021-12-24|850653.0|0|850653.0|0|13519.0|0|0.0|100
0|2021-12-25|850653.0|0|853296.0|0|13519.0|0|0.0|100
0|2021-12-26|853298.0|0|853298.0|0|13552.0|0|0.0|100
0|2021-12-27|859062.0|0|859062.0|0|13552.0|0|0.0|100
0|2021-12-28|859062.0|0|860428.0|0|13552.0|0|0.0|100
0|2021-12-29|860428.0|0|862457.0|0|13629.0|0|0.0|100
0|2021-12-30|862457.0|0|866014.0|0|13641.0|0|0.0|100
0|2021-12-31|870996.0|0|870996.0|0|13675.0|0|0.0|100
0|2022-01-01|877142.0|0|877142.0|0|13737.0|0|0.0|100
0|2022-01-02|877144.0|0|877144.0|0|13737.0|0|0.0|100
0|2022-01-03|887308.0|0|887308.0|0|13737.0|0|0.0|100
0|2022-01-04|892504.0|0|892504.0|0|13813.0|0|0.0|100
0|2022-01-05|897529.0|0|897529.0|0|13849.0|0|0.0|100
0|2022-01-06|904822.0|0|904822.0|0|13849.0|0|0.0|100
0|2022-01-07|914958.0|0|914958.0|0|13867.0|0|0.0|100
0|2022-01-08|926432.0|0|926432.0|0|13914.0|0|0.0|100
0|2022-01-09|926432.0|0|937211.0|0|13914.0|0|0.0|100
0|2022-01-10|949357.0|0|947357.0|0|13952.0|0|0.0|100
0|2022-01-11|957760.0|0|957760.0|0|14060.0|0|0.0|100
0|2022-01-12|969741.0|0|969741.0|0|14064.0|0|0.0|100
0|2022-01-13|969741.0|0|982065.0|0|14064.0|0|0.0|100
0|2022-01-14|995019.0|0|995019.0|0|14097.0|0|0.0|100
0|2022-01-15|995019.0|0|1011221.0|0|14097.0|0|0.0|100
0|2022-01-16|997207.0|0|1025184.0|0|14154.0|0|0.0|100
0|2022-01-17|1031971.0|0|0.0|100|14179.0|0|0.0|100
