|dates|Pueblo_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pueblo_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pueblo_Colorado_UnitedStates.Male_Total_Population.data|Pueblo_Colorado_UnitedStates.Male_Total_Population.missing|Pueblo_Colorado_UnitedStates.Female_Total_Population.data|Pueblo_Colorado_UnitedStates.Female_Total_Population.missing|Pueblo_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Pueblo_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-30|30988.0|0|82556.0|0|84973.0|0|37623.0|0
0|2021-12-31|30988.0|0|82556.0|0|84973.0|0|37623.0|0
0|2022-01-01|30988.0|0|82556.0|0|84973.0|0|37623.0|0
0|2022-01-02|30988.0|0|82556.0|0|84973.0|0|37623.0|0
0|2022-01-03|30988.0|0|82556.0|0|84973.0|0|37623.0|0
0|2022-01-04|30988.0|0|82556.0|0|84973.0|0|37623.0|0
0|2022-01-05|30988.0|0|82556.0|0|84973.0|0|37623.0|0
0|2022-01-06|30988.0|0|82556.0|0|84973.0|0|37623.0|0
0|2022-01-07|30988.0|0|82556.0|0|84973.0|0|37623.0|0
0|2022-01-08|30988.0|0|82556.0|0|84973.0|0|37623.0|0
0|2022-01-09|30988.0|0|82556.0|0|84973.0|0|37623.0|0
0|2022-01-10|30988.0|0|82556.0|0|84973.0|0|37623.0|0
0|2022-01-11|30988.0|0|82556.0|0|84973.0|0|37623.0|0
0|2022-01-12|30988.0|0|82556.0|0|84973.0|0|37623.0|0
0|2022-01-13|30988.0|0|82556.0|0|84973.0|0|37623.0|0
0|2022-01-14|30988.0|0|82556.0|0|84973.0|0|37623.0|0
0|2022-01-15|30988.0|0|82556.0|0|84973.0|0|37623.0|0
0|2022-01-16|30988.0|0|82556.0|0|84973.0|0|37623.0|0
0|2022-01-17|30988.0|0|82556.0|0|84973.0|0|37623.0|0
