|dates|Grafton_NewHampshire_UnitedStates.BLS_EmployedPopulation.data|Grafton_NewHampshire_UnitedStates.BLS_EmployedPopulation.missing|Grafton_NewHampshire_UnitedStates.BLS_UnemployedPopulation.data|Grafton_NewHampshire_UnitedStates.BLS_UnemployedPopulation.missing|Grafton_NewHampshire_UnitedStates.BLS_UnemploymentRate.data|Grafton_NewHampshire_UnitedStates.BLS_UnemploymentRate.missing|Grafton_NewHampshire_UnitedStates.BLS_LaborForcePopulation.data|Grafton_NewHampshire_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-10-18|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-10-19|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-10-20|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-10-21|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-10-22|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-10-23|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-10-24|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-10-25|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-10-26|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-10-27|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-10-28|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-10-29|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-10-30|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-10-31|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-11-01|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-11-02|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-11-03|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-11-04|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-11-05|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-11-06|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-11-07|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-11-08|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
0|2021-11-09|46567.0|0|637.0|0|1.3494619100076264|0|47204.0|0
