|dates|IndianRiver_Florida_UnitedStates.JHU_ConfirmedCases.data|IndianRiver_Florida_UnitedStates.JHU_ConfirmedCases.missing|IndianRiver_Florida_UnitedStates.NYT_ConfirmedCases.data|IndianRiver_Florida_UnitedStates.NYT_ConfirmedCases.missing|IndianRiver_Florida_UnitedStates.JHU_ConfirmedDeaths.data|IndianRiver_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|IndianRiver_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|IndianRiver_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|22147.0|0|22036.0|0|306.0|0|0.0|100
0|2021-10-18|22147.0|0|22036.0|0|306.0|0|0.0|100
0|2021-10-19|22147.0|0|22036.0|0|306.0|0|0.0|100
0|2021-10-20|22147.0|0|22036.0|0|306.0|0|0.0|100
0|2021-10-21|22147.0|0|22036.0|0|306.0|0|0.0|100
0|2021-10-22|22196.0|0|22085.0|0|306.0|0|0.0|100
0|2021-10-23|22196.0|0|22085.0|0|306.0|0|0.0|100
0|2021-10-24|22196.0|0|22085.0|0|306.0|0|0.0|100
0|2021-10-25|22196.0|0|22085.0|0|306.0|0|0.0|100
0|2021-10-26|22196.0|0|22085.0|0|306.0|0|0.0|100
0|2021-10-27|22196.0|0|22085.0|0|306.0|0|0.0|100
0|2021-10-28|22196.0|0|22085.0|0|306.0|0|0.0|100
0|2021-10-29|22259.0|0|22148.0|0|306.0|0|0.0|100
0|2021-10-30|22259.0|0|22148.0|0|306.0|0|0.0|100
0|2021-10-31|22259.0|0|22148.0|0|306.0|0|0.0|100
0|2021-11-01|22259.0|0|22148.0|0|306.0|0|0.0|100
0|2021-11-02|22259.0|0|22148.0|0|306.0|0|0.0|100
0|2021-11-03|22259.0|0|22148.0|0|306.0|0|0.0|100
0|2021-11-04|22259.0|0|22148.0|0|306.0|0|0.0|100
0|2021-11-05|22299.0|0|22188.0|0|306.0|0|0.0|100
0|2021-11-06|22299.0|0|22188.0|0|306.0|0|0.0|100
0|2021-11-07|22299.0|0|22188.0|0|306.0|0|0.0|100
0|2021-11-08|22299.0|0|22188.0|0|306.0|0|0.0|100
0|2021-11-09|22299.0|0|22188.0|0|306.0|0|0.0|100
0|2021-11-10|22299.0|0|22188.0|0|306.0|0|0.0|100
0|2021-11-11|22299.0|0|22188.0|0|306.0|0|0.0|100
0|2021-11-12|22302.0|0|22191.0|0|306.0|0|0.0|100
0|2021-11-13|22302.0|0|22191.0|0|306.0|0|0.0|100
0|2021-11-14|22302.0|0|22191.0|0|306.0|0|0.0|100
0|2021-11-15|22302.0|0|22191.0|0|306.0|0|0.0|100
0|2021-11-16|22302.0|0|22191.0|0|306.0|0|0.0|100
0|2021-11-17|22302.0|0|22191.0|0|306.0|0|0.0|100
0|2021-11-18|22302.0|0|22191.0|0|306.0|0|0.0|100
0|2021-11-19|22345.0|0|22234.0|0|306.0|0|0.0|100
0|2021-11-20|22345.0|0|22234.0|0|306.0|0|0.0|100
0|2021-11-21|22345.0|0|22234.0|0|306.0|0|0.0|100
0|2021-11-22|22345.0|0|22234.0|0|306.0|0|0.0|100
0|2021-11-23|22345.0|0|22234.0|0|306.0|0|0.0|100
0|2021-11-24|22345.0|0|22234.0|0|306.0|0|0.0|100
0|2021-11-25|22345.0|0|22234.0|0|306.0|0|0.0|100
0|2021-11-26|22345.0|0|22234.0|0|306.0|0|0.0|100
0|2021-11-27|22345.0|0|22234.0|0|306.0|0|0.0|100
0|2021-11-28|22345.0|0|22234.0|0|306.0|0|0.0|100
0|2021-11-29|22345.0|0|22234.0|0|306.0|0|0.0|100
