|dates|Montgomery_Kansas_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Kansas_UnitedStates.NYT_ConfirmedCases.data|Montgomery_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Montgomery_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5307.0|0|5307.0|0|107.0|0|0.0|100
0|2021-10-18|5320.0|0|5320.0|0|107.0|0|0.0|100
0|2021-10-19|5320.0|0|5320.0|0|107.0|0|0.0|100
0|2021-10-20|5338.0|0|5338.0|0|108.0|0|0.0|100
0|2021-10-21|5338.0|0|5338.0|0|108.0|0|0.0|100
0|2021-10-22|5346.0|0|5346.0|0|110.0|0|0.0|100
0|2021-10-23|5346.0|0|5346.0|0|110.0|0|0.0|100
0|2021-10-24|5346.0|0|5346.0|0|110.0|0|0.0|100
0|2021-10-25|5353.0|0|5353.0|0|110.0|0|0.0|100
0|2021-10-26|5353.0|0|5353.0|0|110.0|0|0.0|100
0|2021-10-27|5368.0|0|5368.0|0|112.0|0|0.0|100
0|2021-10-28|5368.0|0|5368.0|0|112.0|0|0.0|100
0|2021-10-29|5375.0|0|5375.0|0|114.0|0|0.0|100
0|2021-10-30|5375.0|0|5375.0|0|114.0|0|0.0|100
0|2021-10-31|5375.0|0|5375.0|0|114.0|0|0.0|100
0|2021-11-01|5378.0|0|5378.0|0|114.0|0|0.0|100
0|2021-11-02|5378.0|0|5378.0|0|114.0|0|0.0|100
0|2021-11-03|5388.0|0|5388.0|0|114.0|0|0.0|100
0|2021-11-04|5388.0|0|5388.0|0|114.0|0|0.0|100
0|2021-11-05|5395.0|0|5395.0|0|116.0|0|0.0|100
0|2021-11-06|5395.0|0|5395.0|0|116.0|0|0.0|100
0|2021-11-07|5395.0|0|5395.0|0|116.0|0|0.0|100
0|2021-11-08|5405.0|0|5405.0|0|117.0|0|0.0|100
0|2021-11-09|5405.0|0|5405.0|0|117.0|0|0.0|100
0|2021-11-10|5436.0|0|5436.0|0|119.0|0|0.0|100
0|2021-11-11|5436.0|0|5436.0|0|119.0|0|0.0|100
0|2021-11-12|5452.0|0|5452.0|0|120.0|0|0.0|100
0|2021-11-13|5452.0|0|5452.0|0|120.0|0|0.0|100
0|2021-11-14|5452.0|0|5452.0|0|120.0|0|0.0|100
0|2021-11-15|5466.0|0|5466.0|0|120.0|0|0.0|100
0|2021-11-16|5466.0|0|5466.0|0|120.0|0|0.0|100
0|2021-11-17|5499.0|0|5499.0|0|120.0|0|0.0|100
0|2021-11-18|5499.0|0|5499.0|0|120.0|0|0.0|100
0|2021-11-19|5515.0|0|5515.0|0|120.0|0|0.0|100
0|2021-11-20|5515.0|0|5515.0|0|120.0|0|0.0|100
0|2021-11-21|5515.0|0|5515.0|0|120.0|0|0.0|100
0|2021-11-22|5525.0|0|5525.0|0|120.0|0|0.0|100
0|2021-11-23|5525.0|0|5525.0|0|120.0|0|0.0|100
0|2021-11-24|5525.0|0|5560.0|0|120.0|0|0.0|100
0|2021-11-25|5560.0|0|5560.0|0|120.0|0|0.0|100
0|2021-11-26|5560.0|0|5560.0|0|120.0|0|0.0|100
0|2021-11-27|5560.0|0|5560.0|0|120.0|0|0.0|100
0|2021-11-28|5560.0|0|5560.0|0|120.0|0|0.0|100
0|2021-11-29|5589.0|0|5589.0|0|120.0|0|0.0|100
0|2021-11-30|5589.0|0|5589.0|0|120.0|0|0.0|100
0|2021-12-01|5638.0|0|5638.0|0|121.0|0|0.0|100
0|2021-12-02|5638.0|0|5638.0|0|121.0|0|0.0|100
0|2021-12-03|5638.0|0|5679.0|0|121.0|0|0.0|100
0|2021-12-04|5679.0|0|5679.0|0|121.0|0|0.0|100
0|2021-12-05|5679.0|0|5679.0|0|121.0|0|0.0|100
0|2021-12-06|5702.0|0|5702.0|0|121.0|0|0.0|100
0|2021-12-07|5702.0|0|5702.0|0|121.0|0|0.0|100
0|2021-12-08|5745.0|0|5745.0|0|121.0|0|0.0|100
0|2021-12-09|5745.0|0|5745.0|0|121.0|0|0.0|100
0|2021-12-10|5775.0|0|5775.0|0|121.0|0|0.0|100
0|2021-12-11|5775.0|0|5775.0|0|121.0|0|0.0|100
0|2021-12-12|5775.0|0|5775.0|0|121.0|0|0.0|100
0|2021-12-13|5801.0|0|5801.0|0|121.0|0|0.0|100
0|2021-12-14|5801.0|0|5801.0|0|121.0|0|0.0|100
0|2021-12-15|5871.0|0|5871.0|0|121.0|0|0.0|100
0|2021-12-16|5871.0|0|5871.0|0|121.0|0|0.0|100
0|2021-12-17|5923.0|0|5923.0|0|121.0|0|0.0|100
0|2021-12-18|5923.0|0|5923.0|0|121.0|0|0.0|100
0|2021-12-19|5923.0|0|5923.0|0|121.0|0|0.0|100
0|2021-12-20|5944.0|0|5944.0|0|121.0|0|0.0|100
0|2021-12-21|5944.0|0|5944.0|0|121.0|0|0.0|100
0|2021-12-22|6011.0|0|6011.0|0|121.0|0|0.0|100
0|2021-12-23|6011.0|0|6011.0|0|121.0|0|0.0|100
0|2021-12-24|6011.0|0|6011.0|0|121.0|0|0.0|100
0|2021-12-25|6011.0|0|6011.0|0|121.0|0|0.0|100
0|2021-12-26|6011.0|0|6011.0|0|121.0|0|0.0|100
