|dates|Yuba_California_UnitedStates.BLS_EmployedPopulation.data|Yuba_California_UnitedStates.BLS_EmployedPopulation.missing|Yuba_California_UnitedStates.BLS_UnemployedPopulation.data|Yuba_California_UnitedStates.BLS_UnemployedPopulation.missing|Yuba_California_UnitedStates.BLS_UnemploymentRate.data|Yuba_California_UnitedStates.BLS_UnemploymentRate.missing|Yuba_California_UnitedStates.BLS_LaborForcePopulation.data|Yuba_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|27219.0|0|2476.0|0|8.338104057922209|0|29695.0|0
0|2021-10-18|27219.0|0|2476.0|0|8.338104057922209|0|29695.0|0
0|2021-10-19|27219.0|0|2476.0|0|8.338104057922209|0|29695.0|0
0|2021-10-20|27219.0|0|2476.0|0|8.338104057922209|0|29695.0|0
0|2021-10-21|27219.0|0|2476.0|0|8.338104057922209|0|29695.0|0
0|2021-10-22|27219.0|0|2476.0|0|8.338104057922209|0|29695.0|0
0|2021-10-23|27219.0|0|2476.0|0|8.338104057922209|0|29695.0|0
0|2021-10-24|27219.0|0|2476.0|0|8.338104057922209|0|29695.0|0
0|2021-10-25|27219.0|0|2476.0|0|8.338104057922209|0|29695.0|0
0|2021-10-26|27219.0|0|2476.0|0|8.338104057922209|0|29695.0|0
0|2021-10-27|27219.0|0|2476.0|0|8.338104057922209|0|29695.0|0
0|2021-10-28|27219.0|0|2476.0|0|8.338104057922209|0|29695.0|0
0|2021-10-29|27219.0|0|2476.0|0|8.338104057922209|0|29695.0|0
0|2021-10-30|27219.0|0|2476.0|0|8.338104057922209|0|29695.0|0
0|2021-10-31|27219.0|0|2476.0|0|8.338104057922209|0|29695.0|0
0|2021-11-01|27219.0|0|2476.0|0|8.338104057922209|0|29695.0|0
0|2021-11-02|27219.0|0|2476.0|0|8.338104057922209|0|29695.0|0
0|2021-11-03|27219.0|0|2476.0|0|8.338104057922209|0|29695.0|0
0|2021-11-04|27219.0|0|2476.0|0|8.338104057922209|0|29695.0|0
