|dates|Putnam_Florida_UnitedStates.BLS_EmployedPopulation.data|Putnam_Florida_UnitedStates.BLS_EmployedPopulation.missing|Putnam_Florida_UnitedStates.BLS_UnemployedPopulation.data|Putnam_Florida_UnitedStates.BLS_UnemployedPopulation.missing|Putnam_Florida_UnitedStates.BLS_UnemploymentRate.data|Putnam_Florida_UnitedStates.BLS_UnemploymentRate.missing|Putnam_Florida_UnitedStates.BLS_LaborForcePopulation.data|Putnam_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-11|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-11-12|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-11-13|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-11-14|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-11-15|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-11-16|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-11-17|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-11-18|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-11-19|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-11-20|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-11-21|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-11-22|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-11-23|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-11-24|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-11-25|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-11-26|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-11-27|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-11-28|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-11-29|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-11-30|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-01|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-02|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-03|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-04|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-05|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-06|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-07|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-08|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-09|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-10|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-11|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-12|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-13|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-14|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-15|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-16|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-17|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-18|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-19|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-20|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-21|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-22|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-23|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-24|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-25|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-26|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-27|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-28|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-29|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-30|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2021-12-31|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2022-01-01|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2022-01-02|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2022-01-03|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2022-01-04|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2022-01-05|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2022-01-06|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2022-01-07|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2022-01-08|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2022-01-09|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2022-01-10|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2022-01-11|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2022-01-12|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2022-01-13|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2022-01-14|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2022-01-15|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2022-01-16|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
0|2022-01-17|25984.0|0|1792.0|0|6.451612903225806|0|27776.0|0
