|dates|Lauderdale_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Lauderdale_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Lauderdale_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Lauderdale_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Lauderdale_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Lauderdale_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Lauderdale_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Lauderdale_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5182.0|0|5182.0|0|61.0|0|0.0|100
0|2021-10-18|5190.0|0|5190.0|0|61.0|0|0.0|100
0|2021-10-19|5192.0|0|5192.0|0|61.0|0|0.0|100
0|2021-10-20|5195.0|0|5195.0|0|62.0|0|0.0|100
0|2021-10-21|5196.0|0|5196.0|0|63.0|0|0.0|100
0|2021-10-22|5196.0|0|5196.0|0|63.0|0|0.0|100
0|2021-10-23|5196.0|0|5196.0|0|63.0|0|0.0|100
0|2021-10-24|5196.0|0|5196.0|0|63.0|0|0.0|100
0|2021-10-25|5196.0|0|5196.0|0|63.0|0|0.0|100
0|2021-10-26|5200.0|0|5200.0|0|63.0|0|0.0|100
0|2021-10-27|5202.0|0|5202.0|0|65.0|0|0.0|100
0|2021-10-28|5204.0|0|5204.0|0|65.0|0|0.0|100
0|2021-10-29|5206.0|0|5206.0|0|65.0|0|0.0|100
0|2021-10-30|5206.0|0|5206.0|0|65.0|0|0.0|100
0|2021-10-31|5206.0|0|5206.0|0|65.0|0|0.0|100
0|2021-11-01|5206.0|0|5206.0|0|65.0|0|0.0|100
0|2021-11-02|5212.0|0|5212.0|0|65.0|0|0.0|100
0|2021-11-03|5213.0|0|5213.0|0|65.0|0|0.0|100
0|2021-11-04|5214.0|0|5214.0|0|66.0|0|0.0|100
0|2021-11-05|5218.0|0|5218.0|0|66.0|0|0.0|100
0|2021-11-06|5218.0|0|5218.0|0|66.0|0|0.0|100
0|2021-11-07|5218.0|0|5218.0|0|66.0|0|0.0|100
0|2021-11-08|5218.0|0|5218.0|0|66.0|0|0.0|100
0|2021-11-09|5226.0|0|5226.0|0|67.0|0|0.0|100
0|2021-11-10|5232.0|0|5232.0|0|67.0|0|0.0|100
0|2021-11-11|5232.0|0|5232.0|0|67.0|0|0.0|100
0|2021-11-12|5236.0|0|5236.0|0|67.0|0|0.0|100
0|2021-11-13|5236.0|0|5236.0|0|67.0|0|0.0|100
0|2021-11-14|5236.0|0|5236.0|0|67.0|0|0.0|100
0|2021-11-15|5241.0|0|5241.0|0|68.0|0|0.0|100
0|2021-11-16|5245.0|0|5245.0|0|68.0|0|0.0|100
0|2021-11-17|5247.0|0|5247.0|0|68.0|0|0.0|100
0|2021-11-18|5248.0|0|5248.0|0|68.0|0|0.0|100
0|2021-11-19|5248.0|0|5248.0|0|68.0|0|0.0|100
0|2021-11-20|5248.0|0|5248.0|0|68.0|0|0.0|100
0|2021-11-21|5248.0|0|5248.0|0|68.0|0|0.0|100
0|2021-11-22|5253.0|0|5253.0|0|68.0|0|0.0|100
0|2021-11-23|5258.0|0|5258.0|0|68.0|0|0.0|100
0|2021-11-24|5258.0|0|5258.0|0|68.0|0|0.0|100
0|2021-11-25|5258.0|0|5258.0|0|68.0|0|0.0|100
0|2021-11-26|5258.0|0|5258.0|0|68.0|0|0.0|100
0|2021-11-27|5258.0|0|5258.0|0|68.0|0|0.0|100
0|2021-11-28|5258.0|0|5258.0|0|68.0|0|0.0|100
0|2021-11-29|5263.0|0|5263.0|0|69.0|0|0.0|100
0|2021-11-30|5264.0|0|5264.0|0|69.0|0|0.0|100
0|2021-12-01|5266.0|0|5266.0|0|70.0|0|0.0|100
0|2021-12-02|5267.0|0|5267.0|0|71.0|0|0.0|100
0|2021-12-03|5269.0|0|5269.0|0|71.0|0|0.0|100
0|2021-12-04|5269.0|0|5269.0|0|71.0|0|0.0|100
0|2021-12-05|5269.0|0|5269.0|0|71.0|0|0.0|100
0|2021-12-06|5273.0|0|5273.0|0|71.0|0|0.0|100
0|2021-12-07|5275.0|0|5275.0|0|71.0|0|0.0|100
0|2021-12-08|5276.0|0|5276.0|0|71.0|0|0.0|100
0|2021-12-09|5276.0|0|5276.0|0|71.0|0|0.0|100
0|2021-12-10|5287.0|0|5287.0|0|72.0|0|0.0|100
0|2021-12-11|5287.0|0|5287.0|0|72.0|0|0.0|100
0|2021-12-12|5287.0|0|5287.0|0|72.0|0|0.0|100
0|2021-12-13|5291.0|0|5291.0|0|72.0|0|0.0|100
0|2021-12-14|5291.0|0|5293.0|0|72.0|0|0.0|100
0|2021-12-15|5299.0|0|5299.0|0|72.0|0|0.0|100
0|2021-12-16|5303.0|0|5303.0|0|72.0|0|0.0|100
0|2021-12-17|5302.0|0|5302.0|0|73.0|0|0.0|100
0|2021-12-18|5302.0|0|5302.0|0|73.0|0|0.0|100
0|2021-12-19|5302.0|0|5302.0|0|73.0|0|0.0|100
0|2021-12-20|5311.0|0|5311.0|0|73.0|0|0.0|100
0|2021-12-21|5313.0|0|5313.0|0|74.0|0|0.0|100
0|2021-12-22|5317.0|0|5317.0|0|74.0|0|0.0|100
0|2021-12-23|5329.0|0|5329.0|0|78.0|0|0.0|100
0|2021-12-24|5329.0|0|5329.0|0|78.0|0|0.0|100
0|2021-12-25|5329.0|0|5329.0|0|78.0|0|0.0|100
0|2021-12-26|5329.0|0|5329.0|0|78.0|0|0.0|100
0|2021-12-27|5343.0|0|5343.0|0|78.0|0|0.0|100
0|2021-12-28|5343.0|0|5358.0|0|78.0|0|0.0|100
0|2021-12-29|5381.0|0|5381.0|0|78.0|0|0.0|100
0|2021-12-30|5410.0|0|5410.0|0|78.0|0|0.0|100
0|2021-12-31|5410.0|0|5410.0|0|78.0|0|0.0|100
0|2022-01-01|5410.0|0|5410.0|0|78.0|0|0.0|100
0|2022-01-02|5410.0|0|5410.0|0|78.0|0|0.0|100
0|2022-01-03|5536.0|0|5536.0|0|78.0|0|0.0|100
0|2022-01-04|5585.0|0|5585.0|0|78.0|0|0.0|100
0|2022-01-05|5585.0|0|5585.0|0|78.0|0|0.0|100
0|2022-01-06|5585.0|0|5585.0|0|78.0|0|0.0|100
0|2022-01-07|5585.0|0|5585.0|0|78.0|0|0.0|100
0|2022-01-08|5585.0|0|5585.0|0|78.0|0|0.0|100
0|2022-01-09|5585.0|0|5585.0|0|78.0|0|0.0|100
0|2022-01-10|5585.0|0|5585.0|0|78.0|0|0.0|100
0|2022-01-11|5585.0|0|5585.0|0|78.0|0|0.0|100
0|2022-01-12|5887.0|0|5887.0|0|78.0|0|0.0|100
0|2022-01-13|5887.0|0|5887.0|0|78.0|0|0.0|100
0|2022-01-14|5887.0|0|5887.0|0|78.0|0|0.0|100
0|2022-01-15|5887.0|0|5887.0|0|78.0|0|0.0|100
0|2022-01-16|5887.0|0|5887.0|0|78.0|0|0.0|100
0|2022-01-17|5887.0|0|0.0|100|78.0|0|0.0|100
