|dates|Cumberland_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Cumberland_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Cumberland_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Cumberland_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Cumberland_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Cumberland_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Cumberland_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Cumberland_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-15|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-11-16|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-11-17|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-11-18|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-11-19|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-11-20|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-11-21|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-11-22|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-11-23|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-11-24|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-11-25|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-11-26|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-11-27|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-11-28|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-11-29|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-11-30|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-01|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-02|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-03|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-04|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-05|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-06|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-07|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-08|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-09|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-10|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-11|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-12|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-13|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-14|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-15|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-16|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-17|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-18|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-19|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-20|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-21|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-22|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-23|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-24|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-25|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-26|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-27|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-28|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-29|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-30|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2021-12-31|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2022-01-01|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2022-01-02|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2022-01-03|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2022-01-04|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2022-01-05|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2022-01-06|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2022-01-07|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2022-01-08|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2022-01-09|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2022-01-10|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2022-01-11|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2022-01-12|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2022-01-13|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2022-01-14|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2022-01-15|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2022-01-16|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
0|2022-01-17|21605.0|0|1160.0|0|5.095541401273885|0|22765.0|0
