|dates|Boise_Idaho_UnitedStates.JHU_ConfirmedCases.data|Boise_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Boise_Idaho_UnitedStates.NYT_ConfirmedCases.data|Boise_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Boise_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Boise_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Boise_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Boise_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|795.0|0|795.0|0|10.0|0|0.0|100
0|2021-11-12|798.0|0|795.0|0|10.0|0|0.0|100
0|2021-11-13|804.0|0|798.0|0|11.0|0|0.0|100
0|2021-11-14|804.0|0|804.0|0|11.0|0|0.0|100
0|2021-11-15|804.0|0|804.0|0|11.0|0|0.0|100
0|2021-11-16|804.0|0|804.0|0|11.0|0|0.0|100
0|2021-11-17|807.0|0|807.0|0|11.0|0|0.0|100
0|2021-11-18|807.0|0|807.0|0|11.0|0|0.0|100
0|2021-11-19|809.0|0|807.0|0|11.0|0|0.0|100
0|2021-11-20|811.0|0|811.0|0|11.0|0|0.0|100
0|2021-11-21|811.0|0|811.0|0|11.0|0|0.0|100
0|2021-11-22|812.0|0|812.0|0|11.0|0|0.0|100
0|2021-11-23|814.0|0|814.0|0|11.0|0|0.0|100
0|2021-11-24|815.0|0|815.0|0|11.0|0|0.0|100
0|2021-11-25|815.0|0|815.0|0|11.0|0|0.0|100
0|2021-11-26|816.0|0|816.0|0|11.0|0|0.0|100
0|2021-11-27|816.0|0|816.0|0|11.0|0|0.0|100
0|2021-11-28|816.0|0|816.0|0|11.0|0|0.0|100
0|2021-11-29|818.0|0|818.0|0|11.0|0|0.0|100
0|2021-11-30|818.0|0|818.0|0|11.0|0|0.0|100
0|2021-12-01|820.0|0|820.0|0|11.0|0|0.0|100
0|2021-12-02|820.0|0|820.0|0|11.0|0|0.0|100
0|2021-12-03|821.0|0|820.0|0|11.0|0|0.0|100
0|2021-12-04|821.0|0|821.0|0|11.0|0|0.0|100
0|2021-12-05|821.0|0|821.0|0|11.0|0|0.0|100
0|2021-12-06|822.0|0|822.0|0|11.0|0|0.0|100
0|2021-12-07|822.0|0|822.0|0|11.0|0|0.0|100
0|2021-12-08|824.0|0|824.0|0|11.0|0|0.0|100
0|2021-12-09|826.0|0|826.0|0|11.0|0|0.0|100
0|2021-12-10|827.0|0|827.0|0|11.0|0|0.0|100
0|2021-12-11|828.0|0|828.0|0|11.0|0|0.0|100
0|2021-12-12|828.0|0|828.0|0|11.0|0|0.0|100
0|2021-12-13|829.0|0|829.0|0|11.0|0|0.0|100
0|2021-12-14|829.0|0|830.0|0|11.0|0|0.0|100
0|2021-12-15|831.0|0|831.0|0|11.0|0|0.0|100
0|2021-12-16|832.0|0|832.0|0|11.0|0|0.0|100
0|2021-12-17|832.0|0|832.0|0|11.0|0|0.0|100
0|2021-12-18|832.0|0|832.0|0|11.0|0|0.0|100
0|2021-12-19|832.0|0|832.0|0|11.0|0|0.0|100
0|2021-12-20|832.0|0|832.0|0|11.0|0|0.0|100
0|2021-12-21|834.0|0|834.0|0|11.0|0|0.0|100
0|2021-12-22|834.0|0|834.0|0|11.0|0|0.0|100
0|2021-12-23|835.0|0|835.0|0|11.0|0|0.0|100
0|2021-12-24|835.0|0|835.0|0|11.0|0|0.0|100
0|2021-12-25|835.0|0|835.0|0|11.0|0|0.0|100
0|2021-12-26|835.0|0|835.0|0|11.0|0|0.0|100
0|2021-12-27|838.0|0|838.0|0|11.0|0|0.0|100
0|2021-12-28|838.0|0|838.0|0|11.0|0|0.0|100
0|2021-12-29|838.0|0|838.0|0|11.0|0|0.0|100
0|2021-12-30|839.0|0|839.0|0|11.0|0|0.0|100
0|2021-12-31|839.0|0|839.0|0|11.0|0|0.0|100
0|2022-01-01|839.0|0|839.0|0|11.0|0|0.0|100
0|2022-01-02|839.0|0|839.0|0|11.0|0|0.0|100
0|2022-01-03|839.0|0|839.0|0|11.0|0|0.0|100
0|2022-01-04|842.0|0|842.0|0|11.0|0|0.0|100
0|2022-01-05|843.0|0|843.0|0|11.0|0|0.0|100
0|2022-01-06|844.0|0|844.0|0|11.0|0|0.0|100
0|2022-01-07|855.0|0|855.0|0|11.0|0|0.0|100
0|2022-01-08|856.0|0|856.0|0|11.0|0|0.0|100
0|2022-01-09|856.0|0|856.0|0|11.0|0|0.0|100
0|2022-01-10|857.0|0|857.0|0|11.0|0|0.0|100
0|2022-01-11|870.0|0|870.0|0|11.0|0|0.0|100
0|2022-01-12|873.0|0|873.0|0|11.0|0|0.0|100
0|2022-01-13|873.0|0|874.0|0|11.0|0|0.0|100
0|2022-01-14|883.0|0|883.0|0|11.0|0|0.0|100
0|2022-01-15|889.0|0|889.0|0|11.0|0|0.0|100
0|2022-01-16|889.0|0|889.0|0|11.0|0|0.0|100
0|2022-01-17|889.0|0|0.0|100|11.0|0|0.0|100
