|dates|Fremont_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Fremont_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Fremont_Wyoming_UnitedStates.NYT_ConfirmedCases.data|Fremont_Wyoming_UnitedStates.NYT_ConfirmedCases.missing|Fremont_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Fremont_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Fremont_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Fremont_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|9571.0|0|9585.0|0|156.0|0|0.0|100
0|2021-12-15|9594.0|0|9594.0|0|158.0|0|0.0|100
0|2021-12-16|9606.0|0|9606.0|0|158.0|0|0.0|100
0|2021-12-17|9615.0|0|9615.0|0|158.0|0|0.0|100
0|2021-12-18|9615.0|0|9615.0|0|158.0|0|0.0|100
0|2021-12-19|9615.0|0|9615.0|0|158.0|0|0.0|100
0|2021-12-20|9625.0|0|9625.0|0|158.0|0|0.0|100
0|2021-12-21|9627.0|0|9627.0|0|159.0|0|0.0|100
0|2021-12-22|9639.0|0|9639.0|0|159.0|0|0.0|100
0|2021-12-23|9649.0|0|9649.0|0|159.0|0|0.0|100
0|2021-12-24|9649.0|0|9649.0|0|159.0|0|0.0|100
0|2021-12-25|9649.0|0|9649.0|0|159.0|0|0.0|100
0|2021-12-26|9649.0|0|9649.0|0|159.0|0|0.0|100
0|2021-12-27|9663.0|0|9663.0|0|159.0|0|0.0|100
0|2021-12-28|9672.0|0|9672.0|0|159.0|0|0.0|100
0|2021-12-29|9691.0|0|9691.0|0|159.0|0|0.0|100
0|2021-12-30|9719.0|0|9719.0|0|159.0|0|0.0|100
0|2021-12-31|9719.0|0|9719.0|0|159.0|0|0.0|100
0|2022-01-01|9719.0|0|9719.0|0|159.0|0|0.0|100
0|2022-01-02|9719.0|0|9719.0|0|159.0|0|0.0|100
0|2022-01-03|9757.0|0|9757.0|0|159.0|0|0.0|100
0|2022-01-04|9773.0|0|9773.0|0|165.0|0|0.0|100
0|2022-01-05|9804.0|0|9804.0|0|165.0|0|0.0|100
0|2022-01-06|9850.0|0|9850.0|0|165.0|0|0.0|100
0|2022-01-07|9901.0|0|9901.0|0|165.0|0|0.0|100
0|2022-01-08|9901.0|0|9901.0|0|165.0|0|0.0|100
0|2022-01-09|9901.0|0|9901.0|0|165.0|0|0.0|100
0|2022-01-10|9991.0|0|9991.0|0|165.0|0|0.0|100
0|2022-01-11|10092.0|0|10092.0|0|167.0|0|0.0|100
0|2022-01-12|10190.0|0|10190.0|0|167.0|0|0.0|100
0|2022-01-13|10190.0|0|10281.0|0|167.0|0|0.0|100
0|2022-01-14|10430.0|0|10430.0|0|167.0|0|0.0|100
0|2022-01-15|10430.0|0|10430.0|0|167.0|0|0.0|100
0|2022-01-16|10430.0|0|10430.0|0|167.0|0|0.0|100
0|2022-01-17|10430.0|0|0.0|100|167.0|0|0.0|100
