|dates|Granite_Montana_UnitedStates.JHU_ConfirmedCases.data|Granite_Montana_UnitedStates.JHU_ConfirmedCases.missing|Granite_Montana_UnitedStates.NYT_ConfirmedCases.data|Granite_Montana_UnitedStates.NYT_ConfirmedCases.missing|Granite_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Granite_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Granite_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Granite_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|352.0|0|352.0|0|2.0|0|0.0|100
0|2021-10-18|355.0|0|355.0|0|2.0|0|0.0|100
0|2021-10-19|360.0|0|360.0|0|2.0|0|0.0|100
0|2021-10-20|370.0|0|370.0|0|3.0|0|0.0|100
0|2021-10-21|374.0|0|374.0|0|3.0|0|0.0|100
0|2021-10-22|379.0|0|379.0|0|3.0|0|0.0|100
0|2021-10-23|379.0|0|379.0|0|3.0|0|0.0|100
0|2021-10-24|379.0|0|379.0|0|3.0|0|0.0|100
0|2021-10-25|384.0|0|384.0|0|3.0|0|0.0|100
0|2021-10-26|388.0|0|388.0|0|3.0|0|0.0|100
0|2021-10-27|391.0|0|391.0|0|3.0|0|0.0|100
0|2021-10-28|391.0|0|391.0|0|3.0|0|0.0|100
0|2021-10-29|392.0|0|392.0|0|5.0|0|0.0|100
0|2021-10-30|392.0|0|392.0|0|5.0|0|0.0|100
0|2021-10-31|392.0|0|392.0|0|5.0|0|0.0|100
0|2021-11-01|394.0|0|394.0|0|5.0|0|0.0|100
0|2021-11-02|396.0|0|396.0|0|5.0|0|0.0|100
0|2021-11-03|397.0|0|397.0|0|5.0|0|0.0|100
0|2021-11-04|397.0|0|397.0|0|5.0|0|0.0|100
0|2021-11-05|400.0|0|400.0|0|5.0|0|0.0|100
0|2021-11-06|400.0|0|400.0|0|5.0|0|0.0|100
0|2021-11-07|400.0|0|400.0|0|5.0|0|0.0|100
0|2021-11-08|401.0|0|401.0|0|5.0|0|0.0|100
0|2021-11-09|404.0|0|404.0|0|6.0|0|0.0|100
0|2021-11-10|404.0|0|404.0|0|6.0|0|0.0|100
0|2021-11-11|404.0|0|404.0|0|6.0|0|0.0|100
0|2021-11-12|404.0|0|404.0|0|6.0|0|0.0|100
0|2021-11-13|404.0|0|404.0|0|6.0|0|0.0|100
0|2021-11-14|404.0|0|404.0|0|6.0|0|0.0|100
0|2021-11-15|404.0|0|404.0|0|6.0|0|0.0|100
0|2021-11-16|404.0|0|404.0|0|6.0|0|0.0|100
0|2021-11-17|404.0|0|404.0|0|6.0|0|0.0|100
0|2021-11-18|404.0|0|404.0|0|6.0|0|0.0|100
0|2021-11-19|405.0|0|405.0|0|6.0|0|0.0|100
0|2021-11-20|405.0|0|405.0|0|6.0|0|0.0|100
0|2021-11-21|405.0|0|405.0|0|6.0|0|0.0|100
0|2021-11-22|406.0|0|406.0|0|6.0|0|0.0|100
0|2021-11-23|406.0|0|406.0|0|6.0|0|0.0|100
0|2021-11-24|408.0|0|408.0|0|6.0|0|0.0|100
0|2021-11-25|408.0|0|408.0|0|6.0|0|0.0|100
0|2021-11-26|408.0|0|408.0|0|6.0|0|0.0|100
0|2021-11-27|408.0|0|408.0|0|6.0|0|0.0|100
0|2021-11-28|408.0|0|408.0|0|6.0|0|0.0|100
0|2021-11-29|408.0|0|408.0|0|6.0|0|0.0|100
0|2021-11-30|408.0|0|408.0|0|6.0|0|0.0|100
0|2021-12-01|408.0|0|408.0|0|6.0|0|0.0|100
0|2021-12-02|408.0|0|408.0|0|6.0|0|0.0|100
0|2021-12-03|408.0|0|408.0|0|6.0|0|0.0|100
0|2021-12-04|408.0|0|408.0|0|6.0|0|0.0|100
0|2021-12-05|408.0|0|408.0|0|6.0|0|0.0|100
0|2021-12-06|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-07|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-08|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-09|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-10|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-11|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-12|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-13|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-14|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-15|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-16|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-17|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-18|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-19|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-20|409.0|0|409.0|0|6.0|0|0.0|100
