|dates|Granite_Montana_UnitedStates.JHU_ConfirmedCases.data|Granite_Montana_UnitedStates.JHU_ConfirmedCases.missing|Granite_Montana_UnitedStates.NYT_ConfirmedCases.data|Granite_Montana_UnitedStates.NYT_ConfirmedCases.missing|Granite_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Granite_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Granite_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Granite_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-21|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-22|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-23|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-24|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-25|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-26|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-27|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-28|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-29|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-30|409.0|0|409.0|0|6.0|0|0.0|100
0|2021-12-31|409.0|0|409.0|0|6.0|0|0.0|100
0|2022-01-01|409.0|0|409.0|0|6.0|0|0.0|100
0|2022-01-02|409.0|0|409.0|0|6.0|0|0.0|100
0|2022-01-03|410.0|0|410.0|0|6.0|0|0.0|100
0|2022-01-04|411.0|0|411.0|0|6.0|0|0.0|100
0|2022-01-05|415.0|0|415.0|0|6.0|0|0.0|100
0|2022-01-06|417.0|0|417.0|0|6.0|0|0.0|100
0|2022-01-07|427.0|0|427.0|0|6.0|0|0.0|100
0|2022-01-08|427.0|0|427.0|0|6.0|0|0.0|100
0|2022-01-09|427.0|0|427.0|0|6.0|0|0.0|100
0|2022-01-10|432.0|0|432.0|0|6.0|0|0.0|100
0|2022-01-11|434.0|0|434.0|0|6.0|0|0.0|100
0|2022-01-12|439.0|0|439.0|0|6.0|0|0.0|100
0|2022-01-13|439.0|0|442.0|0|6.0|0|0.0|100
0|2022-01-14|450.0|0|450.0|0|6.0|0|0.0|100
0|2022-01-15|450.0|0|450.0|0|6.0|0|0.0|100
0|2022-01-16|450.0|0|450.0|0|6.0|0|0.0|100
0|2022-01-17|450.0|0|0.0|100|6.0|0|0.0|100
