|dates|Alger_Michigan_UnitedStates.JHU_ConfirmedCases.data|Alger_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Alger_Michigan_UnitedStates.NYT_ConfirmedCases.data|Alger_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Alger_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Alger_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Alger_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Alger_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|827.0|0|978.0|0|8.0|0|0.0|100
0|2021-10-18|833.0|0|984.0|0|8.0|0|0.0|100
0|2021-10-19|833.0|0|984.0|0|8.0|0|0.0|100
0|2021-10-20|838.0|0|989.0|0|8.0|0|0.0|100
0|2021-10-21|838.0|0|989.0|0|8.0|0|0.0|100
0|2021-10-22|844.0|0|995.0|0|8.0|0|0.0|100
0|2021-10-23|844.0|0|995.0|0|8.0|0|0.0|100
0|2021-10-24|844.0|0|995.0|0|8.0|0|0.0|100
0|2021-10-25|845.0|0|996.0|0|9.0|0|0.0|100
0|2021-10-26|845.0|0|996.0|0|9.0|0|0.0|100
0|2021-10-27|849.0|0|1000.0|0|9.0|0|0.0|100
0|2021-10-28|849.0|0|1000.0|0|9.0|0|0.0|100
0|2021-10-29|851.0|0|1002.0|0|9.0|0|0.0|100
0|2021-10-30|851.0|0|1002.0|0|9.0|0|0.0|100
0|2021-10-31|851.0|0|1002.0|0|9.0|0|0.0|100
0|2021-11-01|856.0|0|1007.0|0|9.0|0|0.0|100
0|2021-11-02|856.0|0|1007.0|0|9.0|0|0.0|100
0|2021-11-03|862.0|0|1013.0|0|9.0|0|0.0|100
0|2021-11-04|862.0|0|1013.0|0|9.0|0|0.0|100
0|2021-11-05|874.0|0|1025.0|0|9.0|0|0.0|100
0|2021-11-06|874.0|0|1025.0|0|9.0|0|0.0|100
0|2021-11-07|874.0|0|1025.0|0|9.0|0|0.0|100
0|2021-11-08|880.0|0|1031.0|0|9.0|0|0.0|100
0|2021-11-09|880.0|0|1031.0|0|9.0|0|0.0|100
0|2021-11-10|889.0|0|1040.0|0|9.0|0|0.0|100
0|2021-11-11|889.0|0|1040.0|0|9.0|0|0.0|100
0|2021-11-12|901.0|0|1052.0|0|9.0|0|0.0|100
0|2021-11-13|901.0|0|1052.0|0|9.0|0|0.0|100
0|2021-11-14|901.0|0|1052.0|0|9.0|0|0.0|100
0|2021-11-15|913.0|0|1064.0|0|9.0|0|0.0|100
0|2021-11-16|913.0|0|1064.0|0|9.0|0|0.0|100
0|2021-11-17|929.0|0|1080.0|0|9.0|0|0.0|100
0|2021-11-18|929.0|0|1080.0|0|9.0|0|0.0|100
0|2021-11-19|940.0|0|1091.0|0|9.0|0|0.0|100
0|2021-11-20|940.0|0|1091.0|0|9.0|0|0.0|100
0|2021-11-21|940.0|0|1091.0|0|9.0|0|0.0|100
0|2021-11-22|953.0|0|1104.0|0|9.0|0|0.0|100
0|2021-11-23|953.0|0|1104.0|0|9.0|0|0.0|100
0|2021-11-24|968.0|0|1119.0|0|9.0|0|0.0|100
0|2021-11-25|968.0|0|1119.0|0|9.0|0|0.0|100
0|2021-11-26|968.0|0|1119.0|0|9.0|0|0.0|100
0|2021-11-27|968.0|0|1119.0|0|9.0|0|0.0|100
0|2021-11-28|968.0|0|1119.0|0|9.0|0|0.0|100
0|2021-11-29|982.0|0|1133.0|0|9.0|0|0.0|100
0|2021-11-30|982.0|0|1133.0|0|9.0|0|0.0|100
0|2021-12-01|993.0|0|1144.0|0|9.0|0|0.0|100
0|2021-12-02|993.0|0|1144.0|0|9.0|0|0.0|100
0|2021-12-03|1008.0|0|1159.0|0|9.0|0|0.0|100
0|2021-12-04|1008.0|0|1159.0|0|9.0|0|0.0|100
0|2021-12-05|1008.0|0|1159.0|0|9.0|0|0.0|100
0|2021-12-06|1011.0|0|1162.0|0|9.0|0|0.0|100
0|2021-12-07|1011.0|0|1162.0|0|9.0|0|0.0|100
0|2021-12-08|1018.0|0|1169.0|0|9.0|0|0.0|100
0|2021-12-09|1018.0|0|1169.0|0|9.0|0|0.0|100
0|2021-12-10|1023.0|0|1174.0|0|9.0|0|0.0|100
0|2021-12-11|1023.0|0|1174.0|0|9.0|0|0.0|100
0|2021-12-12|1023.0|0|1174.0|0|9.0|0|0.0|100
0|2021-12-13|1029.0|0|1180.0|0|9.0|0|0.0|100
0|2021-12-14|1029.0|0|1180.0|0|9.0|0|0.0|100
0|2021-12-15|1047.0|0|1198.0|0|9.0|0|0.0|100
0|2021-12-16|1047.0|0|1198.0|0|9.0|0|0.0|100
0|2021-12-17|1051.0|0|1202.0|0|10.0|0|0.0|100
0|2021-12-18|1051.0|0|1202.0|0|10.0|0|0.0|100
0|2021-12-19|1051.0|0|1202.0|0|10.0|0|0.0|100
0|2021-12-20|1057.0|0|1208.0|0|11.0|0|0.0|100
0|2021-12-21|1057.0|0|1208.0|0|11.0|0|0.0|100
0|2021-12-22|1066.0|0|1217.0|0|11.0|0|0.0|100
0|2021-12-23|1066.0|0|1217.0|0|11.0|0|0.0|100
0|2021-12-24|1066.0|0|1217.0|0|11.0|0|0.0|100
0|2021-12-25|1066.0|0|1217.0|0|11.0|0|0.0|100
0|2021-12-26|1066.0|0|1217.0|0|11.0|0|0.0|100
0|2021-12-27|1080.0|0|1231.0|0|11.0|0|0.0|100
0|2021-12-28|1080.0|0|1231.0|0|11.0|0|0.0|100
0|2021-12-29|1096.0|0|1247.0|0|11.0|0|0.0|100
0|2021-12-30|1096.0|0|1247.0|0|11.0|0|0.0|100
0|2021-12-31|1096.0|0|1247.0|0|11.0|0|0.0|100
0|2022-01-01|1096.0|0|1247.0|0|11.0|0|0.0|100
0|2022-01-02|1096.0|0|1247.0|0|11.0|0|0.0|100
0|2022-01-03|1133.0|0|1284.0|0|11.0|0|0.0|100
0|2022-01-04|1133.0|0|1284.0|0|11.0|0|0.0|100
0|2022-01-05|1157.0|0|1308.0|0|11.0|0|0.0|100
0|2022-01-06|1157.0|0|1308.0|0|11.0|0|0.0|100
0|2022-01-07|1195.0|0|1346.0|0|11.0|0|0.0|100
0|2022-01-08|1195.0|0|1346.0|0|11.0|0|0.0|100
0|2022-01-09|1195.0|0|1346.0|0|11.0|0|0.0|100
0|2022-01-10|1216.0|0|1367.0|0|11.0|0|0.0|100
0|2022-01-11|1216.0|0|1367.0|0|11.0|0|0.0|100
0|2022-01-12|1263.0|0|1414.0|0|11.0|0|0.0|100
0|2022-01-13|1263.0|0|1414.0|0|11.0|0|0.0|100
0|2022-01-14|1339.0|0|1490.0|0|11.0|0|0.0|100
0|2022-01-15|1339.0|0|1490.0|0|11.0|0|0.0|100
0|2022-01-16|1339.0|0|1490.0|0|11.0|0|0.0|100
0|2022-01-17|1339.0|0|0.0|100|11.0|0|0.0|100
