|dates|Socorro_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Socorro_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Socorro_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Socorro_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Socorro_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Socorro_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Socorro_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Socorro_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|2364.0|0|2364.0|0|66.0|0|0.0|100
0|2021-12-14|2364.0|0|2378.0|0|66.0|0|0.0|100
0|2021-12-15|2397.0|0|2397.0|0|66.0|0|0.0|100
0|2021-12-16|2397.0|0|2404.0|0|66.0|0|0.0|100
0|2021-12-17|2433.0|0|2411.0|0|66.0|0|0.0|100
0|2021-12-18|2433.0|0|2433.0|0|66.0|0|0.0|100
0|2021-12-19|2433.0|0|2433.0|0|66.0|0|0.0|100
0|2021-12-20|2453.0|0|2453.0|0|67.0|0|0.0|100
0|2021-12-21|2456.0|0|2456.0|0|67.0|0|0.0|100
0|2021-12-22|2484.0|0|2484.0|0|68.0|0|0.0|100
0|2021-12-23|2497.0|0|2497.0|0|69.0|0|0.0|100
0|2021-12-24|2497.0|0|2497.0|0|69.0|0|0.0|100
0|2021-12-25|2497.0|0|2497.0|0|69.0|0|0.0|100
0|2021-12-26|2497.0|0|2497.0|0|69.0|0|0.0|100
0|2021-12-27|2519.0|0|2519.0|0|69.0|0|0.0|100
0|2021-12-28|2525.0|0|2525.0|0|69.0|0|0.0|100
0|2021-12-29|2535.0|0|2535.0|0|69.0|0|0.0|100
0|2021-12-30|2562.0|0|2562.0|0|70.0|0|0.0|100
0|2021-12-31|2562.0|0|2562.0|0|70.0|0|0.0|100
0|2022-01-01|2562.0|0|2562.0|0|70.0|0|0.0|100
0|2022-01-02|2562.0|0|2562.0|0|70.0|0|0.0|100
0|2022-01-03|2598.0|0|2598.0|0|70.0|0|0.0|100
0|2022-01-04|2606.0|0|2606.0|0|70.0|0|0.0|100
0|2022-01-05|2643.0|0|2643.0|0|70.0|0|0.0|100
0|2022-01-06|2655.0|0|2655.0|0|70.0|0|0.0|100
0|2022-01-07|2676.0|0|2676.0|0|70.0|0|0.0|100
0|2022-01-08|2676.0|0|2676.0|0|70.0|0|0.0|100
0|2022-01-09|2676.0|0|2676.0|0|70.0|0|0.0|100
0|2022-01-10|2732.0|0|2732.0|0|71.0|0|0.0|100
0|2022-01-11|2749.0|0|2749.0|0|71.0|0|0.0|100
0|2022-01-12|2774.0|0|2774.0|0|71.0|0|0.0|100
0|2022-01-13|2774.0|0|2823.0|0|71.0|0|0.0|100
0|2022-01-14|2865.0|0|2865.0|0|71.0|0|0.0|100
0|2022-01-15|2865.0|0|2865.0|0|71.0|0|0.0|100
0|2022-01-16|2865.0|0|2865.0|0|71.0|0|0.0|100
0|2022-01-17|2865.0|0|0.0|100|71.0|0|0.0|100
