|dates|Stone_Missouri_UnitedStates.JHU_ConfirmedCases.data|Stone_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Stone_Missouri_UnitedStates.NYT_ConfirmedCases.data|Stone_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Stone_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Stone_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Stone_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Stone_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3921.0|0|3921.0|0|84.0|0|0.0|100
0|2021-10-18|3924.0|0|3924.0|0|84.0|0|0.0|100
0|2021-10-19|3930.0|0|3930.0|0|84.0|0|0.0|100
0|2021-10-20|3936.0|0|3936.0|0|84.0|0|0.0|100
0|2021-10-21|3939.0|0|3939.0|0|84.0|0|0.0|100
0|2021-10-22|3946.0|0|3946.0|0|84.0|0|0.0|100
0|2021-10-23|3951.0|0|3951.0|0|84.0|0|0.0|100
0|2021-10-24|3952.0|0|3952.0|0|84.0|0|0.0|100
0|2021-10-25|3953.0|0|3953.0|0|84.0|0|0.0|100
0|2021-10-26|3952.0|0|3952.0|0|84.0|0|0.0|100
0|2021-10-27|3955.0|0|3955.0|0|84.0|0|0.0|100
0|2021-10-28|3961.0|0|3961.0|0|84.0|0|0.0|100
0|2021-10-29|3966.0|0|3966.0|0|84.0|0|0.0|100
0|2021-10-30|3976.0|0|3976.0|0|84.0|0|0.0|100
0|2021-10-31|3979.0|0|3979.0|0|84.0|0|0.0|100
0|2021-11-01|3982.0|0|3982.0|0|84.0|0|0.0|100
0|2021-11-02|3984.0|0|3984.0|0|86.0|0|0.0|100
0|2021-11-03|3990.0|0|3990.0|0|86.0|0|0.0|100
0|2021-11-04|3994.0|0|3994.0|0|86.0|0|0.0|100
0|2021-11-05|3995.0|0|3995.0|0|86.0|0|0.0|100
0|2021-11-06|4002.0|0|4002.0|0|86.0|0|0.0|100
0|2021-11-07|4007.0|0|4007.0|0|86.0|0|0.0|100
0|2021-11-08|4011.0|0|4011.0|0|86.0|0|0.0|100
0|2021-11-09|4014.0|0|4014.0|0|86.0|0|0.0|100
0|2021-11-10|4014.0|0|4017.0|0|86.0|0|0.0|100
0|2021-11-11|4017.0|0|4017.0|0|86.0|0|0.0|100
0|2021-11-12|4030.0|0|4030.0|0|86.0|0|0.0|100
0|2021-11-13|4033.0|0|4033.0|0|86.0|0|0.0|100
0|2021-11-14|4042.0|0|4042.0|0|86.0|0|0.0|100
0|2021-11-15|4045.0|0|4045.0|0|86.0|0|0.0|100
0|2021-11-16|4048.0|0|4048.0|0|86.0|0|0.0|100
0|2021-11-17|4053.0|0|4053.0|0|86.0|0|0.0|100
0|2021-11-18|4109.0|0|4109.0|0|87.0|0|0.0|100
0|2021-11-19|4116.0|0|4116.0|0|87.0|0|0.0|100
0|2021-11-20|4123.0|0|4123.0|0|87.0|0|0.0|100
0|2021-11-21|4129.0|0|4129.0|0|87.0|0|0.0|100
0|2021-11-22|4137.0|0|4137.0|0|86.0|0|0.0|100
0|2021-11-23|4139.0|0|4139.0|0|88.0|0|0.0|100
0|2021-11-24|4142.0|0|4142.0|0|88.0|0|0.0|100
0|2021-11-25|4142.0|0|4142.0|0|88.0|0|0.0|100
0|2021-11-26|4142.0|0|4142.0|0|88.0|0|0.0|100
0|2021-11-27|4142.0|0|4142.0|0|88.0|0|0.0|100
0|2021-11-28|4142.0|0|4142.0|0|88.0|0|0.0|100
0|2021-11-29|4171.0|0|4171.0|0|88.0|0|0.0|100
0|2021-11-30|4178.0|0|4178.0|0|89.0|0|0.0|100
0|2021-12-01|4186.0|0|4186.0|0|89.0|0|0.0|100
0|2021-12-02|4198.0|0|4198.0|0|99.0|0|0.0|100
0|2021-12-03|4198.0|0|4198.0|0|99.0|0|0.0|100
0|2021-12-04|4213.0|0|4213.0|0|99.0|0|0.0|100
0|2021-12-05|4228.0|0|4228.0|0|99.0|0|0.0|100
0|2021-12-06|4243.0|0|4243.0|0|99.0|0|0.0|100
0|2021-12-07|4248.0|0|4248.0|0|100.0|0|0.0|100
0|2021-12-08|4249.0|0|4249.0|0|100.0|0|0.0|100
0|2021-12-09|4258.0|0|4258.0|0|100.0|0|0.0|100
0|2021-12-10|4269.0|0|4269.0|0|100.0|0|0.0|100
0|2021-12-11|4278.0|0|4278.0|0|100.0|0|0.0|100
0|2021-12-12|4283.0|0|4283.0|0|100.0|0|0.0|100
0|2021-12-13|4284.0|0|4284.0|0|100.0|0|0.0|100
0|2021-12-14|4284.0|0|4288.0|0|100.0|0|0.0|100
0|2021-12-15|4300.0|0|4300.0|0|100.0|0|0.0|100
0|2021-12-16|4305.0|0|4305.0|0|100.0|0|0.0|100
0|2021-12-17|4313.0|0|4313.0|0|100.0|0|0.0|100
0|2021-12-18|4322.0|0|4322.0|0|100.0|0|0.0|100
0|2021-12-19|4326.0|0|4326.0|0|100.0|0|0.0|100
0|2021-12-20|4330.0|0|4330.0|0|100.0|0|0.0|100
0|2021-12-21|4337.0|0|4337.0|0|100.0|0|0.0|100
0|2021-12-22|4348.0|0|4348.0|0|100.0|0|0.0|100
0|2021-12-23|4367.0|0|4367.0|0|100.0|0|0.0|100
0|2021-12-24|4367.0|0|4367.0|0|100.0|0|0.0|100
0|2021-12-25|4367.0|0|4367.0|0|100.0|0|0.0|100
0|2021-12-26|4367.0|0|4367.0|0|100.0|0|0.0|100
0|2021-12-27|4395.0|0|4395.0|0|100.0|0|0.0|100
0|2021-12-28|4395.0|0|4395.0|0|100.0|0|0.0|100
0|2021-12-29|4403.0|0|4403.0|0|100.0|0|0.0|100
0|2021-12-30|4423.0|0|4423.0|0|100.0|0|0.0|100
0|2021-12-31|4423.0|0|4423.0|0|100.0|0|0.0|100
0|2022-01-01|4423.0|0|4423.0|0|100.0|0|0.0|100
0|2022-01-02|4423.0|0|4423.0|0|100.0|0|0.0|100
0|2022-01-03|4423.0|0|4474.0|0|100.0|0|0.0|100
0|2022-01-04|4484.0|0|4484.0|0|100.0|0|0.0|100
0|2022-01-05|4501.0|0|4501.0|0|100.0|0|0.0|100
0|2022-01-06|4520.0|0|4520.0|0|100.0|0|0.0|100
0|2022-01-07|4542.0|0|4542.0|0|100.0|0|0.0|100
0|2022-01-08|4577.0|0|4577.0|0|100.0|0|0.0|100
0|2022-01-09|4604.0|0|4604.0|0|100.0|0|0.0|100
0|2022-01-10|4629.0|0|4629.0|0|100.0|0|0.0|100
0|2022-01-11|4636.0|0|4636.0|0|101.0|0|0.0|100
0|2022-01-12|4663.0|0|4663.0|0|101.0|0|0.0|100
0|2022-01-13|4663.0|0|4691.0|0|101.0|0|0.0|100
0|2022-01-14|4726.0|0|4726.0|0|101.0|0|0.0|100
0|2022-01-15|4772.0|0|4772.0|0|101.0|0|0.0|100
0|2022-01-16|4772.0|0|4772.0|0|101.0|0|0.0|100
0|2022-01-17|4772.0|0|0.0|100|101.0|0|0.0|100
