|dates|Mahoning_Ohio_UnitedStates.BLS_EmployedPopulation.data|Mahoning_Ohio_UnitedStates.BLS_EmployedPopulation.missing|Mahoning_Ohio_UnitedStates.BLS_UnemployedPopulation.data|Mahoning_Ohio_UnitedStates.BLS_UnemployedPopulation.missing|Mahoning_Ohio_UnitedStates.BLS_UnemploymentRate.data|Mahoning_Ohio_UnitedStates.BLS_UnemploymentRate.missing|Mahoning_Ohio_UnitedStates.BLS_LaborForcePopulation.data|Mahoning_Ohio_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-10-18|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-10-19|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-10-20|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-10-21|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-10-22|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-10-23|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-10-24|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-10-25|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-10-26|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-10-27|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-10-28|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-10-29|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-10-30|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-10-31|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-01|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-02|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-03|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-04|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-05|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-06|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-07|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-08|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-09|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-10|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-11|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-12|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-13|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-14|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-15|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-16|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-17|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-18|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-19|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-20|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-21|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-22|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-23|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-24|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-25|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-26|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-27|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-28|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-29|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-11-30|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-12-01|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-12-02|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-12-03|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-12-04|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-12-05|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-12-06|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-12-07|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-12-08|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-12-09|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-12-10|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-12-11|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-12-12|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-12-13|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-12-14|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-12-15|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
0|2021-12-16|88162.0|0|5801.0|0|6.173706671775061|0|93963.0|0
