|dates|Roberts_Texas_UnitedStates.JHU_ConfirmedCases.data|Roberts_Texas_UnitedStates.JHU_ConfirmedCases.missing|Roberts_Texas_UnitedStates.NYT_ConfirmedCases.data|Roberts_Texas_UnitedStates.NYT_ConfirmedCases.missing|Roberts_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Roberts_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Roberts_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Roberts_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|111.0|0|111.0|0|1.0|0|0.0|100
0|2021-12-13|111.0|0|111.0|0|1.0|0|0.0|100
0|2021-12-14|111.0|0|112.0|0|1.0|0|0.0|100
0|2021-12-15|115.0|0|115.0|0|1.0|0|0.0|100
0|2021-12-16|115.0|0|115.0|0|1.0|0|0.0|100
0|2021-12-17|116.0|0|116.0|0|1.0|0|0.0|100
0|2021-12-18|116.0|0|116.0|0|1.0|0|0.0|100
0|2021-12-19|116.0|0|116.0|0|1.0|0|0.0|100
0|2021-12-20|116.0|0|116.0|0|1.0|0|0.0|100
0|2021-12-21|116.0|0|116.0|0|1.0|0|0.0|100
0|2021-12-22|116.0|0|116.0|0|1.0|0|0.0|100
0|2021-12-23|116.0|0|116.0|0|1.0|0|0.0|100
0|2021-12-24|116.0|0|116.0|0|1.0|0|0.0|100
0|2021-12-25|116.0|0|116.0|0|1.0|0|0.0|100
0|2021-12-26|116.0|0|116.0|0|1.0|0|0.0|100
0|2021-12-27|117.0|0|117.0|0|1.0|0|0.0|100
0|2021-12-28|117.0|0|117.0|0|1.0|0|0.0|100
0|2021-12-29|120.0|0|120.0|0|1.0|0|0.0|100
0|2021-12-30|120.0|0|120.0|0|1.0|0|0.0|100
0|2021-12-31|120.0|0|120.0|0|1.0|0|0.0|100
0|2022-01-01|120.0|0|120.0|0|1.0|0|0.0|100
0|2022-01-02|120.0|0|120.0|0|1.0|0|0.0|100
0|2022-01-03|125.0|0|125.0|0|1.0|0|0.0|100
0|2022-01-04|125.0|0|125.0|0|1.0|0|0.0|100
0|2022-01-05|127.0|0|127.0|0|1.0|0|0.0|100
0|2022-01-06|128.0|0|128.0|0|1.0|0|0.0|100
0|2022-01-07|128.0|0|128.0|0|1.0|0|0.0|100
0|2022-01-08|128.0|0|128.0|0|1.0|0|0.0|100
0|2022-01-09|128.0|0|128.0|0|1.0|0|0.0|100
0|2022-01-10|128.0|0|128.0|0|1.0|0|0.0|100
0|2022-01-11|128.0|0|128.0|0|1.0|0|0.0|100
0|2022-01-12|128.0|0|128.0|0|1.0|0|0.0|100
0|2022-01-13|128.0|0|135.0|0|1.0|0|0.0|100
0|2022-01-14|135.0|0|147.0|0|1.0|0|0.0|100
0|2022-01-15|147.0|0|147.0|0|1.0|0|0.0|100
0|2022-01-16|149.0|0|149.0|0|1.0|0|0.0|100
0|2022-01-17|149.0|0|0.0|100|1.0|0|0.0|100
