|dates|Roberts_Texas_UnitedStates.JHU_ConfirmedCases.data|Roberts_Texas_UnitedStates.JHU_ConfirmedCases.missing|Roberts_Texas_UnitedStates.NYT_ConfirmedCases.data|Roberts_Texas_UnitedStates.NYT_ConfirmedCases.missing|Roberts_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Roberts_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Roberts_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Roberts_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|94.0|0|94.0|0|1.0|0|0.0|100
0|2021-10-18|94.0|0|94.0|0|1.0|0|0.0|100
0|2021-10-19|94.0|0|94.0|0|1.0|0|0.0|100
0|2021-10-20|95.0|0|95.0|0|1.0|0|0.0|100
0|2021-10-21|97.0|0|97.0|0|1.0|0|0.0|100
0|2021-10-22|97.0|0|97.0|0|1.0|0|0.0|100
0|2021-10-23|96.0|0|96.0|0|1.0|0|0.0|100
0|2021-10-24|96.0|0|96.0|0|1.0|0|0.0|100
0|2021-10-25|96.0|0|96.0|0|1.0|0|0.0|100
0|2021-10-26|96.0|0|96.0|0|1.0|0|0.0|100
0|2021-10-27|96.0|0|96.0|0|1.0|0|0.0|100
0|2021-10-28|96.0|0|96.0|0|1.0|0|0.0|100
0|2021-10-29|97.0|0|97.0|0|1.0|0|0.0|100
0|2021-10-30|97.0|0|97.0|0|1.0|0|0.0|100
0|2021-10-31|97.0|0|97.0|0|1.0|0|0.0|100
0|2021-11-01|97.0|0|97.0|0|1.0|0|0.0|100
0|2021-11-02|97.0|0|97.0|0|1.0|0|0.0|100
0|2021-11-03|97.0|0|97.0|0|1.0|0|0.0|100
0|2021-11-04|97.0|0|97.0|0|1.0|0|0.0|100
0|2021-11-05|97.0|0|97.0|0|1.0|0|0.0|100
0|2021-11-06|97.0|0|97.0|0|1.0|0|0.0|100
0|2021-11-07|97.0|0|97.0|0|1.0|0|0.0|100
0|2021-11-08|97.0|0|97.0|0|1.0|0|0.0|100
0|2021-11-09|97.0|0|97.0|0|1.0|0|0.0|100
0|2021-11-10|97.0|0|97.0|0|1.0|0|0.0|100
0|2021-11-11|99.0|0|99.0|0|1.0|0|0.0|100
0|2021-11-12|99.0|0|99.0|0|1.0|0|0.0|100
0|2021-11-13|99.0|0|99.0|0|1.0|0|0.0|100
0|2021-11-14|99.0|0|99.0|0|1.0|0|0.0|100
0|2021-11-15|99.0|0|99.0|0|1.0|0|0.0|100
0|2021-11-16|99.0|0|99.0|0|1.0|0|0.0|100
0|2021-11-17|101.0|0|101.0|0|1.0|0|0.0|100
0|2021-11-18|101.0|0|101.0|0|1.0|0|0.0|100
0|2021-11-19|101.0|0|101.0|0|1.0|0|0.0|100
0|2021-11-20|103.0|0|103.0|0|1.0|0|0.0|100
0|2021-11-21|103.0|0|103.0|0|1.0|0|0.0|100
0|2021-11-22|103.0|0|103.0|0|1.0|0|0.0|100
0|2021-11-23|103.0|0|103.0|0|1.0|0|0.0|100
0|2021-11-24|103.0|0|103.0|0|1.0|0|0.0|100
0|2021-11-25|103.0|0|103.0|0|1.0|0|0.0|100
0|2021-11-26|103.0|0|103.0|0|1.0|0|0.0|100
0|2021-11-27|103.0|0|103.0|0|1.0|0|0.0|100
0|2021-11-28|103.0|0|103.0|0|1.0|0|0.0|100
0|2021-11-29|106.0|0|106.0|0|1.0|0|0.0|100
0|2021-11-30|106.0|0|106.0|0|1.0|0|0.0|100
0|2021-12-01|106.0|0|106.0|0|1.0|0|0.0|100
0|2021-12-02|106.0|0|106.0|0|1.0|0|0.0|100
0|2021-12-03|108.0|0|108.0|0|1.0|0|0.0|100
0|2021-12-04|108.0|0|108.0|0|1.0|0|0.0|100
0|2021-12-05|108.0|0|108.0|0|1.0|0|0.0|100
0|2021-12-06|108.0|0|108.0|0|1.0|0|0.0|100
0|2021-12-07|108.0|0|108.0|0|1.0|0|0.0|100
0|2021-12-08|110.0|0|110.0|0|1.0|0|0.0|100
0|2021-12-09|110.0|0|110.0|0|1.0|0|0.0|100
0|2021-12-10|111.0|0|111.0|0|1.0|0|0.0|100
0|2021-12-11|111.0|0|111.0|0|1.0|0|0.0|100
