|dates|Pittsburg_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Pittsburg_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Pittsburg_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Pittsburg_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Pittsburg_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Pittsburg_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Pittsburg_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Pittsburg_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6569.0|0|6569.0|0|108.0|0|0.0|100
0|2021-10-18|6569.0|0|6569.0|0|108.0|0|0.0|100
0|2021-10-19|6569.0|0|6569.0|0|108.0|0|0.0|100
0|2021-10-20|6705.0|0|6705.0|0|155.0|0|0.0|100
0|2021-10-21|6705.0|0|6705.0|0|155.0|0|0.0|100
0|2021-10-22|6705.0|0|6705.0|0|155.0|0|0.0|100
0|2021-10-23|6705.0|0|6705.0|0|155.0|0|0.0|100
0|2021-10-24|6705.0|0|6705.0|0|155.0|0|0.0|100
0|2021-10-25|6705.0|0|6705.0|0|155.0|0|0.0|100
0|2021-10-26|6705.0|0|6705.0|0|155.0|0|0.0|100
0|2021-10-27|6775.0|0|6775.0|0|157.0|0|0.0|100
0|2021-10-28|6775.0|0|6775.0|0|157.0|0|0.0|100
0|2021-10-29|6775.0|0|6775.0|0|157.0|0|0.0|100
0|2021-10-30|6775.0|0|6775.0|0|157.0|0|0.0|100
0|2021-10-31|6775.0|0|6775.0|0|157.0|0|0.0|100
0|2021-11-01|6775.0|0|6775.0|0|157.0|0|0.0|100
0|2021-11-02|6775.0|0|6775.0|0|157.0|0|0.0|100
0|2021-11-03|6818.0|0|6818.0|0|158.0|0|0.0|100
0|2021-11-04|6818.0|0|6818.0|0|158.0|0|0.0|100
0|2021-11-05|6818.0|0|6818.0|0|158.0|0|0.0|100
0|2021-11-06|6818.0|0|6818.0|0|158.0|0|0.0|100
0|2021-11-07|6818.0|0|6818.0|0|158.0|0|0.0|100
0|2021-11-08|6818.0|0|6818.0|0|158.0|0|0.0|100
0|2021-11-09|6818.0|0|6818.0|0|158.0|0|0.0|100
0|2021-11-10|6818.0|0|6874.0|0|158.0|0|0.0|100
0|2021-11-11|6818.0|0|6874.0|0|158.0|0|0.0|100
0|2021-11-12|6874.0|0|6874.0|0|158.0|0|0.0|100
0|2021-11-13|6874.0|0|6874.0|0|158.0|0|0.0|100
0|2021-11-14|6874.0|0|6874.0|0|158.0|0|0.0|100
0|2021-11-15|6874.0|0|6874.0|0|158.0|0|0.0|100
0|2021-11-16|6874.0|0|6874.0|0|158.0|0|0.0|100
0|2021-11-17|6925.0|0|6925.0|0|158.0|0|0.0|100
0|2021-11-18|6925.0|0|6925.0|0|158.0|0|0.0|100
0|2021-11-19|6925.0|0|6925.0|0|158.0|0|0.0|100
0|2021-11-20|6925.0|0|6925.0|0|158.0|0|0.0|100
0|2021-11-21|6925.0|0|6925.0|0|158.0|0|0.0|100
0|2021-11-22|6925.0|0|6925.0|0|158.0|0|0.0|100
0|2021-11-23|6925.0|0|6925.0|0|158.0|0|0.0|100
0|2021-11-24|7006.0|0|7006.0|0|158.0|0|0.0|100
0|2021-11-25|7006.0|0|7006.0|0|158.0|0|0.0|100
0|2021-11-26|7006.0|0|7006.0|0|158.0|0|0.0|100
0|2021-11-27|7006.0|0|7006.0|0|158.0|0|0.0|100
0|2021-11-28|7006.0|0|7006.0|0|158.0|0|0.0|100
0|2021-11-29|7006.0|0|7006.0|0|158.0|0|0.0|100
0|2021-11-30|7006.0|0|7006.0|0|158.0|0|0.0|100
0|2021-12-01|7047.0|0|7047.0|0|158.0|0|0.0|100
0|2021-12-02|7047.0|0|7047.0|0|158.0|0|0.0|100
0|2021-12-03|7047.0|0|7047.0|0|158.0|0|0.0|100
0|2021-12-04|7047.0|0|7047.0|0|158.0|0|0.0|100
0|2021-12-05|7047.0|0|7047.0|0|158.0|0|0.0|100
0|2021-12-06|7047.0|0|7047.0|0|158.0|0|0.0|100
0|2021-12-07|7047.0|0|7047.0|0|158.0|0|0.0|100
0|2021-12-08|7122.0|0|7122.0|0|158.0|0|0.0|100
0|2021-12-09|7122.0|0|7122.0|0|158.0|0|0.0|100
0|2021-12-10|7122.0|0|7122.0|0|158.0|0|0.0|100
0|2021-12-11|7122.0|0|7122.0|0|158.0|0|0.0|100
0|2021-12-12|7122.0|0|7122.0|0|158.0|0|0.0|100
0|2021-12-13|7122.0|0|7122.0|0|158.0|0|0.0|100
0|2021-12-14|7122.0|0|7122.0|0|158.0|0|0.0|100
0|2021-12-15|7122.0|0|7177.0|0|158.0|0|0.0|100
0|2021-12-16|7177.0|0|7177.0|0|158.0|0|0.0|100
0|2021-12-17|7177.0|0|7177.0|0|158.0|0|0.0|100
0|2021-12-18|7177.0|0|7177.0|0|158.0|0|0.0|100
0|2021-12-19|7177.0|0|7177.0|0|158.0|0|0.0|100
0|2021-12-20|7177.0|0|7177.0|0|158.0|0|0.0|100
0|2021-12-21|7177.0|0|7177.0|0|158.0|0|0.0|100
0|2021-12-22|7235.0|0|7235.0|0|158.0|0|0.0|100
0|2021-12-23|7235.0|0|7235.0|0|169.0|0|0.0|100
0|2021-12-24|7235.0|0|7235.0|0|169.0|0|0.0|100
0|2021-12-25|7235.0|0|7235.0|0|169.0|0|0.0|100
0|2021-12-26|7235.0|0|7235.0|0|169.0|0|0.0|100
0|2021-12-27|7235.0|0|7235.0|0|169.0|0|0.0|100
0|2021-12-28|7235.0|0|7235.0|0|169.0|0|0.0|100
0|2021-12-29|7275.0|0|7275.0|0|169.0|0|0.0|100
0|2021-12-30|7275.0|0|7275.0|0|169.0|0|0.0|100
0|2021-12-31|7275.0|0|7275.0|0|169.0|0|0.0|100
0|2022-01-01|7275.0|0|7275.0|0|169.0|0|0.0|100
0|2022-01-02|7275.0|0|7275.0|0|169.0|0|0.0|100
0|2022-01-03|7275.0|0|7275.0|0|169.0|0|0.0|100
0|2022-01-04|7275.0|0|7275.0|0|169.0|0|0.0|100
0|2022-01-05|7422.0|0|7422.0|0|170.0|0|0.0|100
0|2022-01-06|7422.0|0|7422.0|0|170.0|0|0.0|100
0|2022-01-07|7422.0|0|7422.0|0|170.0|0|0.0|100
0|2022-01-08|7422.0|0|7422.0|0|170.0|0|0.0|100
0|2022-01-09|7422.0|0|7422.0|0|170.0|0|0.0|100
0|2022-01-10|7422.0|0|7422.0|0|170.0|0|0.0|100
0|2022-01-11|7422.0|0|7422.0|0|170.0|0|0.0|100
0|2022-01-12|7734.0|0|7734.0|0|175.0|0|0.0|100
0|2022-01-13|7734.0|0|7734.0|0|175.0|0|0.0|100
0|2022-01-14|7734.0|0|7734.0|0|175.0|0|0.0|100
0|2022-01-15|7734.0|0|7734.0|0|175.0|0|0.0|100
0|2022-01-16|7734.0|0|7734.0|0|175.0|0|0.0|100
0|2022-01-17|7734.0|0|0.0|100|175.0|0|0.0|100
