|dates|Grainger_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Grainger_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Grainger_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Grainger_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Grainger_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Grainger_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Grainger_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Grainger_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4284.0|0|4284.0|0|65.0|0|0.0|100
0|2021-10-18|4294.0|0|4294.0|0|65.0|0|0.0|100
0|2021-10-19|4298.0|0|4298.0|0|65.0|0|0.0|100
0|2021-10-20|4311.0|0|4311.0|0|66.0|0|0.0|100
0|2021-10-21|4317.0|0|4317.0|0|66.0|0|0.0|100
0|2021-10-22|4327.0|0|4327.0|0|66.0|0|0.0|100
0|2021-10-23|4327.0|0|4327.0|0|66.0|0|0.0|100
0|2021-10-24|4327.0|0|4327.0|0|66.0|0|0.0|100
0|2021-10-25|4327.0|0|4327.0|0|66.0|0|0.0|100
0|2021-10-26|4339.0|0|4339.0|0|66.0|0|0.0|100
0|2021-10-27|4343.0|0|4343.0|0|66.0|0|0.0|100
0|2021-10-28|4349.0|0|4349.0|0|66.0|0|0.0|100
0|2021-10-29|4356.0|0|4356.0|0|67.0|0|0.0|100
0|2021-10-30|4356.0|0|4356.0|0|67.0|0|0.0|100
0|2021-10-31|4356.0|0|4356.0|0|67.0|0|0.0|100
0|2021-11-01|4356.0|0|4356.0|0|67.0|0|0.0|100
0|2021-11-02|4371.0|0|4371.0|0|67.0|0|0.0|100
0|2021-11-03|4377.0|0|4377.0|0|67.0|0|0.0|100
0|2021-11-04|4386.0|0|4386.0|0|67.0|0|0.0|100
0|2021-11-05|4384.0|0|4384.0|0|67.0|0|0.0|100
0|2021-11-06|4384.0|0|4384.0|0|67.0|0|0.0|100
0|2021-11-07|4384.0|0|4384.0|0|67.0|0|0.0|100
0|2021-11-08|4384.0|0|4384.0|0|67.0|0|0.0|100
0|2021-11-09|4396.0|0|4396.0|0|68.0|0|0.0|100
0|2021-11-10|4415.0|0|4415.0|0|68.0|0|0.0|100
0|2021-11-11|4415.0|0|4415.0|0|68.0|0|0.0|100
0|2021-11-12|4429.0|0|4429.0|0|68.0|0|0.0|100
0|2021-11-13|4429.0|0|4429.0|0|68.0|0|0.0|100
0|2021-11-14|4429.0|0|4429.0|0|68.0|0|0.0|100
0|2021-11-15|4438.0|0|4438.0|0|68.0|0|0.0|100
0|2021-11-16|4442.0|0|4442.0|0|68.0|0|0.0|100
0|2021-11-17|4446.0|0|4446.0|0|68.0|0|0.0|100
0|2021-11-18|4461.0|0|4461.0|0|68.0|0|0.0|100
0|2021-11-19|4467.0|0|4467.0|0|68.0|0|0.0|100
0|2021-11-20|4467.0|0|4467.0|0|68.0|0|0.0|100
0|2021-11-21|4467.0|0|4467.0|0|68.0|0|0.0|100
0|2021-11-22|4481.0|0|4481.0|0|68.0|0|0.0|100
0|2021-11-23|4487.0|0|4487.0|0|68.0|0|0.0|100
0|2021-11-24|4489.0|0|4489.0|0|68.0|0|0.0|100
0|2021-11-25|4489.0|0|4489.0|0|68.0|0|0.0|100
0|2021-11-26|4489.0|0|4489.0|0|68.0|0|0.0|100
0|2021-11-27|4489.0|0|4489.0|0|68.0|0|0.0|100
0|2021-11-28|4489.0|0|4489.0|0|68.0|0|0.0|100
0|2021-11-29|4511.0|0|4511.0|0|68.0|0|0.0|100
0|2021-11-30|4518.0|0|4518.0|0|68.0|0|0.0|100
0|2021-12-01|4528.0|0|4528.0|0|71.0|0|0.0|100
0|2021-12-02|4537.0|0|4537.0|0|72.0|0|0.0|100
0|2021-12-03|4545.0|0|4545.0|0|72.0|0|0.0|100
0|2021-12-04|4545.0|0|4545.0|0|72.0|0|0.0|100
0|2021-12-05|4545.0|0|4545.0|0|72.0|0|0.0|100
0|2021-12-06|4566.0|0|4566.0|0|72.0|0|0.0|100
0|2021-12-07|4575.0|0|4575.0|0|74.0|0|0.0|100
0|2021-12-08|4586.0|0|4586.0|0|74.0|0|0.0|100
0|2021-12-09|4586.0|0|4586.0|0|74.0|0|0.0|100
0|2021-12-10|4607.0|0|4607.0|0|74.0|0|0.0|100
0|2021-12-11|4607.0|0|4607.0|0|74.0|0|0.0|100
0|2021-12-12|4607.0|0|4607.0|0|74.0|0|0.0|100
0|2021-12-13|4618.0|0|4618.0|0|74.0|0|0.0|100
0|2021-12-14|4618.0|0|4623.0|0|74.0|0|0.0|100
0|2021-12-15|4634.0|0|4634.0|0|74.0|0|0.0|100
0|2021-12-16|4640.0|0|4640.0|0|74.0|0|0.0|100
0|2021-12-17|4650.0|0|4650.0|0|75.0|0|0.0|100
0|2021-12-18|4650.0|0|4650.0|0|75.0|0|0.0|100
0|2021-12-19|4650.0|0|4650.0|0|75.0|0|0.0|100
0|2021-12-20|4669.0|0|4669.0|0|75.0|0|0.0|100
0|2021-12-21|4678.0|0|4678.0|0|76.0|0|0.0|100
0|2021-12-22|4685.0|0|4685.0|0|76.0|0|0.0|100
0|2021-12-23|4698.0|0|4698.0|0|87.0|0|0.0|100
0|2021-12-24|4698.0|0|4698.0|0|87.0|0|0.0|100
0|2021-12-25|4698.0|0|4698.0|0|87.0|0|0.0|100
0|2021-12-26|4698.0|0|4698.0|0|87.0|0|0.0|100
0|2021-12-27|4741.0|0|4741.0|0|89.0|0|0.0|100
0|2021-12-28|4756.0|0|4756.0|0|91.0|0|0.0|100
0|2021-12-29|4771.0|0|4771.0|0|91.0|0|0.0|100
0|2021-12-30|4797.0|0|4797.0|0|91.0|0|0.0|100
0|2021-12-31|4797.0|0|4797.0|0|91.0|0|0.0|100
0|2022-01-01|4797.0|0|4797.0|0|91.0|0|0.0|100
0|2022-01-02|4797.0|0|4797.0|0|91.0|0|0.0|100
0|2022-01-03|4877.0|0|4877.0|0|91.0|0|0.0|100
0|2022-01-04|4899.0|0|4899.0|0|91.0|0|0.0|100
0|2022-01-05|4899.0|0|4899.0|0|91.0|0|0.0|100
0|2022-01-06|4899.0|0|4899.0|0|91.0|0|0.0|100
0|2022-01-07|4899.0|0|4899.0|0|91.0|0|0.0|100
0|2022-01-08|4899.0|0|4899.0|0|91.0|0|0.0|100
0|2022-01-09|4899.0|0|4899.0|0|91.0|0|0.0|100
0|2022-01-10|4899.0|0|4899.0|0|91.0|0|0.0|100
0|2022-01-11|4899.0|0|4899.0|0|91.0|0|0.0|100
0|2022-01-12|5089.0|0|5089.0|0|92.0|0|0.0|100
0|2022-01-13|5089.0|0|5089.0|0|92.0|0|0.0|100
0|2022-01-14|5089.0|0|5089.0|0|92.0|0|0.0|100
0|2022-01-15|5089.0|0|5089.0|0|92.0|0|0.0|100
0|2022-01-16|5089.0|0|5089.0|0|92.0|0|0.0|100
0|2022-01-17|5089.0|0|0.0|100|92.0|0|0.0|100
