|dates|Sandusky_Ohio_UnitedStates.JHU_ConfirmedCases.data|Sandusky_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Sandusky_Ohio_UnitedStates.NYT_ConfirmedCases.data|Sandusky_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Sandusky_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Sandusky_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Sandusky_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Sandusky_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7695.0|0|7695.0|0|155.0|0|0.0|100
0|2021-10-18|7724.0|0|7724.0|0|155.0|0|0.0|100
0|2021-10-19|7739.0|0|7739.0|0|155.0|0|0.0|100
0|2021-10-20|7762.0|0|7762.0|0|155.0|0|0.0|100
0|2021-10-21|7790.0|0|7790.0|0|155.0|0|0.0|100
0|2021-10-22|7807.0|0|7807.0|0|155.0|0|0.0|100
0|2021-10-23|7827.0|0|7827.0|0|155.0|0|0.0|100
0|2021-10-24|7841.0|0|7841.0|0|155.0|0|0.0|100
0|2021-10-25|7875.0|0|7875.0|0|155.0|0|0.0|100
0|2021-10-26|7900.0|0|7900.0|0|155.0|0|0.0|100
0|2021-10-27|7904.0|0|7904.0|0|155.0|0|0.0|100
0|2021-10-28|7942.0|0|7942.0|0|155.0|0|0.0|100
0|2021-10-29|7981.0|0|7981.0|0|155.0|0|0.0|100
0|2021-10-30|8011.0|0|8011.0|0|155.0|0|0.0|100
0|2021-10-31|8025.0|0|8025.0|0|155.0|0|0.0|100
0|2021-11-01|8042.0|0|8042.0|0|155.0|0|0.0|100
0|2021-11-02|8071.0|0|8071.0|0|155.0|0|0.0|100
0|2021-11-03|8114.0|0|8114.0|0|155.0|0|0.0|100
0|2021-11-04|8153.0|0|8153.0|0|155.0|0|0.0|100
0|2021-11-05|8185.0|0|8185.0|0|155.0|0|0.0|100
0|2021-11-06|8197.0|0|8197.0|0|155.0|0|0.0|100
0|2021-11-07|8223.0|0|8223.0|0|155.0|0|0.0|100
0|2021-11-08|8283.0|0|8283.0|0|155.0|0|0.0|100
