|dates|SanBernardino_California_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|SanBernardino_California_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|SanBernardino_California_UnitedStates.NYT_ConfirmedDeaths.data|SanBernardino_California_UnitedStates.NYT_ConfirmedDeaths.missing|SanBernardino_California_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|SanBernardino_California_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|SanBernardino_California_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|SanBernardino_California_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|5566.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|5597.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|5606.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|5627.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|5663.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|5692.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|5692.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|5692.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|5720.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|5754.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|5771.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|5777.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|5777.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|5777.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|5777.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|5810.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|5815.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|5813.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|5815.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|5815.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|5815.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|5815.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|5832.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|5836.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|5839.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|5849.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|5849.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|5873.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|5873.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|5897.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|5898.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|5901.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|5898.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|5901.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|5901.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|5901.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|5912.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|5926.0|0|0.0|100|0.0|100
