|dates|Kankakee_Illinois_UnitedStates.BLS_EmployedPopulation.data|Kankakee_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Kankakee_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Kankakee_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Kankakee_Illinois_UnitedStates.BLS_UnemploymentRate.data|Kankakee_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Kankakee_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Kankakee_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-10-18|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-10-19|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-10-20|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-10-21|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-10-22|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-10-23|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-10-24|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-10-25|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-10-26|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-10-27|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-10-28|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-10-29|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-10-30|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-10-31|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-01|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-02|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-03|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-04|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-05|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-06|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-07|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-08|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-09|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-10|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-11|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-12|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-13|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-14|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-15|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-16|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-17|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-18|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-19|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-20|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-21|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-22|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-23|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-24|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-25|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-26|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-27|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-28|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
0|2021-11-29|48266.0|0|2997.0|0|5.846321908589041|0|51263.0|0
