|dates|Westmoreland_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Westmoreland_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Westmoreland_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Westmoreland_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Westmoreland_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Westmoreland_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Westmoreland_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Westmoreland_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-10-18|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-10-19|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-10-20|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-10-21|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-10-22|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-10-23|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-10-24|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-10-25|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-10-26|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-10-27|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-10-28|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-10-29|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-10-30|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-10-31|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-11-01|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-11-02|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-11-03|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-11-04|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-11-05|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-11-06|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-11-07|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-11-08|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-11-09|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-11-10|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-11-11|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-11-12|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-11-13|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
0|2021-11-14|163152.0|0|9803.0|0|5.667948310254112|0|172955.0|0
