|dates|Hardeman_Texas_UnitedStates.JHU_ConfirmedCases.data|Hardeman_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hardeman_Texas_UnitedStates.NYT_ConfirmedCases.data|Hardeman_Texas_UnitedStates.NYT_ConfirmedCases.missing|Hardeman_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hardeman_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hardeman_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hardeman_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|449.0|0|449.0|0|13.0|0|0.0|100
0|2021-10-18|449.0|0|449.0|0|13.0|0|0.0|100
0|2021-10-19|449.0|0|449.0|0|13.0|0|0.0|100
0|2021-10-20|449.0|0|449.0|0|13.0|0|0.0|100
0|2021-10-21|450.0|0|450.0|0|14.0|0|0.0|100
0|2021-10-22|450.0|0|450.0|0|14.0|0|0.0|100
0|2021-10-23|450.0|0|450.0|0|14.0|0|0.0|100
0|2021-10-24|450.0|0|450.0|0|14.0|0|0.0|100
0|2021-10-25|450.0|0|450.0|0|14.0|0|0.0|100
0|2021-10-26|452.0|0|452.0|0|14.0|0|0.0|100
0|2021-10-27|452.0|0|452.0|0|14.0|0|0.0|100
0|2021-10-28|453.0|0|453.0|0|14.0|0|0.0|100
0|2021-10-29|453.0|0|453.0|0|14.0|0|0.0|100
0|2021-10-30|453.0|0|453.0|0|14.0|0|0.0|100
0|2021-10-31|453.0|0|453.0|0|14.0|0|0.0|100
0|2021-11-01|453.0|0|453.0|0|14.0|0|0.0|100
0|2021-11-02|454.0|0|454.0|0|14.0|0|0.0|100
0|2021-11-03|454.0|0|454.0|0|14.0|0|0.0|100
0|2021-11-04|455.0|0|455.0|0|14.0|0|0.0|100
0|2021-11-05|455.0|0|455.0|0|14.0|0|0.0|100
0|2021-11-06|455.0|0|455.0|0|14.0|0|0.0|100
0|2021-11-07|455.0|0|455.0|0|14.0|0|0.0|100
0|2021-11-08|455.0|0|455.0|0|14.0|0|0.0|100
0|2021-11-09|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-10|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-11|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-12|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-13|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-14|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-15|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-16|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-17|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-18|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-19|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-20|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-21|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-22|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-23|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-24|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-25|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-26|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-27|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-28|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-29|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-11-30|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-12-01|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-12-02|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-12-03|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-12-04|456.0|0|456.0|0|14.0|0|0.0|100
0|2021-12-05|457.0|0|457.0|0|14.0|0|0.0|100
0|2021-12-06|458.0|0|458.0|0|14.0|0|0.0|100
0|2021-12-07|458.0|0|458.0|0|14.0|0|0.0|100
0|2021-12-08|458.0|0|458.0|0|14.0|0|0.0|100
0|2021-12-09|459.0|0|459.0|0|14.0|0|0.0|100
0|2021-12-10|459.0|0|459.0|0|14.0|0|0.0|100
0|2021-12-11|459.0|0|459.0|0|14.0|0|0.0|100
0|2021-12-12|459.0|0|459.0|0|14.0|0|0.0|100
0|2021-12-13|459.0|0|459.0|0|14.0|0|0.0|100
0|2021-12-14|459.0|0|459.0|0|14.0|0|0.0|100
0|2021-12-15|460.0|0|460.0|0|14.0|0|0.0|100
0|2021-12-16|460.0|0|460.0|0|14.0|0|0.0|100
0|2021-12-17|460.0|0|460.0|0|14.0|0|0.0|100
0|2021-12-18|460.0|0|460.0|0|14.0|0|0.0|100
0|2021-12-19|460.0|0|460.0|0|14.0|0|0.0|100
0|2021-12-20|460.0|0|460.0|0|14.0|0|0.0|100
0|2021-12-21|460.0|0|460.0|0|14.0|0|0.0|100
0|2021-12-22|460.0|0|460.0|0|14.0|0|0.0|100
0|2021-12-23|460.0|0|460.0|0|14.0|0|0.0|100
0|2021-12-24|460.0|0|460.0|0|14.0|0|0.0|100
0|2021-12-25|460.0|0|460.0|0|14.0|0|0.0|100
0|2021-12-26|460.0|0|460.0|0|14.0|0|0.0|100
0|2021-12-27|461.0|0|461.0|0|14.0|0|0.0|100
0|2021-12-28|461.0|0|461.0|0|14.0|0|0.0|100
0|2021-12-29|462.0|0|462.0|0|14.0|0|0.0|100
0|2021-12-30|463.0|0|463.0|0|14.0|0|0.0|100
0|2021-12-31|463.0|0|463.0|0|14.0|0|0.0|100
