|dates|Hardeman_Texas_UnitedStates.JHU_ConfirmedCases.data|Hardeman_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hardeman_Texas_UnitedStates.NYT_ConfirmedCases.data|Hardeman_Texas_UnitedStates.NYT_ConfirmedCases.missing|Hardeman_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hardeman_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hardeman_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hardeman_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-01|463.0|0|463.0|0|14.0|0|0.0|100
0|2022-01-02|463.0|0|463.0|0|14.0|0|0.0|100
0|2022-01-03|467.0|0|467.0|0|14.0|0|0.0|100
0|2022-01-04|467.0|0|467.0|0|14.0|0|0.0|100
0|2022-01-05|469.0|0|469.0|0|14.0|0|0.0|100
0|2022-01-06|469.0|0|469.0|0|14.0|0|0.0|100
0|2022-01-07|470.0|0|470.0|0|14.0|0|0.0|100
0|2022-01-08|472.0|0|472.0|0|14.0|0|0.0|100
0|2022-01-09|474.0|0|474.0|0|14.0|0|0.0|100
0|2022-01-10|475.0|0|475.0|0|14.0|0|0.0|100
0|2022-01-11|477.0|0|477.0|0|14.0|0|0.0|100
0|2022-01-12|480.0|0|480.0|0|14.0|0|0.0|100
0|2022-01-13|480.0|0|481.0|0|14.0|0|0.0|100
0|2022-01-14|481.0|0|487.0|0|14.0|0|0.0|100
0|2022-01-15|490.0|0|490.0|0|14.0|0|0.0|100
0|2022-01-16|506.0|0|506.0|0|14.0|0|0.0|100
0|2022-01-17|511.0|0|0.0|100|14.0|0|0.0|100
