|dates|Logan_Colorado_UnitedStates.JHU_ConfirmedCases.data|Logan_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Logan_Colorado_UnitedStates.NYT_ConfirmedCases.data|Logan_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Logan_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Logan_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Logan_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Logan_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|4906.0|0|4906.0|0|87.0|0|0.0|100
0|2021-11-12|4912.0|0|4912.0|0|87.0|0|0.0|100
0|2021-11-13|4912.0|0|4912.0|0|87.0|0|0.0|100
0|2021-11-14|4912.0|0|4912.0|0|87.0|0|0.0|100
0|2021-11-15|4930.0|0|4930.0|0|87.0|0|0.0|100
0|2021-11-16|4938.0|0|4938.0|0|87.0|0|0.0|100
0|2021-11-17|4952.0|0|4952.0|0|88.0|0|0.0|100
0|2021-11-18|4966.0|0|4966.0|0|89.0|0|0.0|100
0|2021-11-19|4974.0|0|4974.0|0|89.0|0|0.0|100
0|2021-11-20|4974.0|0|4974.0|0|89.0|0|0.0|100
0|2021-11-21|4974.0|0|4974.0|0|89.0|0|0.0|100
0|2021-11-22|5014.0|0|5014.0|0|91.0|0|0.0|100
0|2021-11-23|5026.0|0|5026.0|0|91.0|0|0.0|100
0|2021-11-24|5037.0|0|5037.0|0|92.0|0|0.0|100
0|2021-11-25|5044.0|0|5044.0|0|91.0|0|0.0|100
0|2021-11-26|5044.0|0|5044.0|0|91.0|0|0.0|100
0|2021-11-27|5044.0|0|5044.0|0|91.0|0|0.0|100
0|2021-11-28|5044.0|0|5044.0|0|91.0|0|0.0|100
0|2021-11-29|5070.0|0|5070.0|0|92.0|0|0.0|100
0|2021-11-30|5076.0|0|5076.0|0|92.0|0|0.0|100
0|2021-12-01|5091.0|0|5091.0|0|92.0|0|0.0|100
0|2021-12-02|5093.0|0|5093.0|0|92.0|0|0.0|100
0|2021-12-03|5099.0|0|5096.0|0|92.0|0|0.0|100
0|2021-12-04|5099.0|0|5099.0|0|92.0|0|0.0|100
0|2021-12-05|5099.0|0|5099.0|0|92.0|0|0.0|100
0|2021-12-06|5116.0|0|5116.0|0|92.0|0|0.0|100
0|2021-12-07|5138.0|0|5138.0|0|93.0|0|0.0|100
0|2021-12-08|5151.0|0|5151.0|0|93.0|0|0.0|100
0|2021-12-09|5165.0|0|5165.0|0|93.0|0|0.0|100
0|2021-12-10|5173.0|0|5173.0|0|94.0|0|0.0|100
0|2021-12-11|5173.0|0|5173.0|0|94.0|0|0.0|100
0|2021-12-12|5173.0|0|5173.0|0|94.0|0|0.0|100
0|2021-12-13|5196.0|0|5196.0|0|95.0|0|0.0|100
0|2021-12-14|5196.0|0|5198.0|0|95.0|0|0.0|100
0|2021-12-15|5218.0|0|5218.0|0|95.0|0|0.0|100
0|2021-12-16|5223.0|0|5223.0|0|95.0|0|0.0|100
0|2021-12-17|5228.0|0|5228.0|0|95.0|0|0.0|100
0|2021-12-18|5228.0|0|5228.0|0|95.0|0|0.0|100
0|2021-12-19|5228.0|0|5228.0|0|95.0|0|0.0|100
0|2021-12-20|5233.0|0|5233.0|0|95.0|0|0.0|100
0|2021-12-21|5236.0|0|5236.0|0|95.0|0|0.0|100
0|2021-12-22|5247.0|0|5247.0|0|95.0|0|0.0|100
0|2021-12-23|5254.0|0|5254.0|0|95.0|0|0.0|100
0|2021-12-24|5259.0|0|5259.0|0|95.0|0|0.0|100
0|2021-12-25|5259.0|0|5259.0|0|95.0|0|0.0|100
0|2021-12-26|5259.0|0|5259.0|0|95.0|0|0.0|100
0|2021-12-27|5281.0|0|5281.0|0|95.0|0|0.0|100
0|2021-12-28|5294.0|0|5294.0|0|96.0|0|0.0|100
0|2021-12-29|5316.0|0|5316.0|0|96.0|0|0.0|100
0|2021-12-30|5331.0|0|5331.0|0|97.0|0|0.0|100
0|2021-12-31|5345.0|0|5345.0|0|97.0|0|0.0|100
0|2022-01-01|5345.0|0|5345.0|0|97.0|0|0.0|100
0|2022-01-02|5345.0|0|5345.0|0|97.0|0|0.0|100
0|2022-01-03|5397.0|0|5397.0|0|97.0|0|0.0|100
0|2022-01-04|5422.0|0|5422.0|0|97.0|0|0.0|100
0|2022-01-05|5456.0|0|5456.0|0|97.0|0|0.0|100
0|2022-01-06|5467.0|0|5467.0|0|97.0|0|0.0|100
0|2022-01-07|5479.0|0|5479.0|0|97.0|0|0.0|100
0|2022-01-08|5479.0|0|5479.0|0|97.0|0|0.0|100
0|2022-01-09|5479.0|0|5479.0|0|97.0|0|0.0|100
0|2022-01-10|5571.0|0|5571.0|0|97.0|0|0.0|100
0|2022-01-11|5598.0|0|5598.0|0|98.0|0|0.0|100
0|2022-01-12|5619.0|0|5619.0|0|98.0|0|0.0|100
0|2022-01-13|5619.0|0|5642.0|0|98.0|0|0.0|100
0|2022-01-14|5690.0|0|5666.0|0|99.0|0|0.0|100
0|2022-01-15|5690.0|0|5690.0|0|99.0|0|0.0|100
0|2022-01-16|5690.0|0|5690.0|0|99.0|0|0.0|100
0|2022-01-17|5819.0|0|0.0|100|100.0|0|0.0|100
