|dates|Wise_Texas_UnitedStates.JHU_ConfirmedCases.data|Wise_Texas_UnitedStates.JHU_ConfirmedCases.missing|Wise_Texas_UnitedStates.NYT_ConfirmedCases.data|Wise_Texas_UnitedStates.NYT_ConfirmedCases.missing|Wise_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Wise_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Wise_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Wise_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-19|11853.0|0|11853.0|0|209.0|0|0.0|100
0|2021-12-20|11874.0|0|11874.0|0|209.0|0|0.0|100
0|2021-12-21|11899.0|0|11899.0|0|209.0|0|0.0|100
0|2021-12-22|11910.0|0|11910.0|0|209.0|0|0.0|100
0|2021-12-23|11917.0|0|11917.0|0|210.0|0|0.0|100
0|2021-12-24|11917.0|0|11917.0|0|210.0|0|0.0|100
0|2021-12-25|11917.0|0|11917.0|0|210.0|0|0.0|100
0|2021-12-26|11917.0|0|11917.0|0|210.0|0|0.0|100
0|2021-12-27|11991.0|0|11991.0|0|210.0|0|0.0|100
0|2021-12-28|12021.0|0|12021.0|0|210.0|0|0.0|100
0|2021-12-29|12048.0|0|12048.0|0|212.0|0|0.0|100
0|2021-12-30|12060.0|0|12060.0|0|213.0|0|0.0|100
0|2021-12-31|12060.0|0|12060.0|0|213.0|0|0.0|100
0|2022-01-01|12060.0|0|12060.0|0|213.0|0|0.0|100
0|2022-01-02|12060.0|0|12060.0|0|213.0|0|0.0|100
0|2022-01-03|12316.0|0|12316.0|0|216.0|0|0.0|100
0|2022-01-04|12399.0|0|12399.0|0|217.0|0|0.0|100
0|2022-01-05|12399.0|0|12471.0|0|217.0|0|0.0|100
0|2022-01-06|12543.0|0|12543.0|0|217.0|0|0.0|100
0|2022-01-07|12656.0|0|12656.0|0|218.0|0|0.0|100
0|2022-01-08|12846.0|0|12846.0|0|219.0|0|0.0|100
0|2022-01-09|12926.0|0|12926.0|0|219.0|0|0.0|100
0|2022-01-10|13084.0|0|13084.0|0|219.0|0|0.0|100
0|2022-01-11|13151.0|0|13151.0|0|219.0|0|0.0|100
0|2022-01-12|13262.0|0|13262.0|0|221.0|0|0.0|100
0|2022-01-13|13262.0|0|13457.0|0|221.0|0|0.0|100
0|2022-01-14|13457.0|0|13782.0|0|223.0|0|0.0|100
0|2022-01-15|13955.0|0|13955.0|0|223.0|0|0.0|100
0|2022-01-16|14059.0|0|14059.0|0|223.0|0|0.0|100
0|2022-01-17|14248.0|0|0.0|100|223.0|0|0.0|100
