|dates|Kingman_Kansas_UnitedStates.JHU_ConfirmedCases.data|Kingman_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Kingman_Kansas_UnitedStates.NYT_ConfirmedCases.data|Kingman_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Kingman_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Kingman_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Kingman_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Kingman_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1106.0|0|1106.0|0|20.0|0|0.0|100
0|2021-10-18|1113.0|0|1113.0|0|20.0|0|0.0|100
0|2021-10-19|1113.0|0|1113.0|0|20.0|0|0.0|100
0|2021-10-20|1131.0|0|1131.0|0|20.0|0|0.0|100
0|2021-10-21|1131.0|0|1131.0|0|20.0|0|0.0|100
0|2021-10-22|1155.0|0|1155.0|0|20.0|0|0.0|100
0|2021-10-23|1155.0|0|1155.0|0|20.0|0|0.0|100
0|2021-10-24|1155.0|0|1155.0|0|20.0|0|0.0|100
0|2021-10-25|1161.0|0|1161.0|0|20.0|0|0.0|100
0|2021-10-26|1161.0|0|1161.0|0|20.0|0|0.0|100
0|2021-10-27|1188.0|0|1188.0|0|20.0|0|0.0|100
0|2021-10-28|1188.0|0|1188.0|0|20.0|0|0.0|100
0|2021-10-29|1193.0|0|1193.0|0|21.0|0|0.0|100
0|2021-10-30|1193.0|0|1193.0|0|21.0|0|0.0|100
0|2021-10-31|1193.0|0|1193.0|0|21.0|0|0.0|100
0|2021-11-01|1202.0|0|1202.0|0|21.0|0|0.0|100
0|2021-11-02|1202.0|0|1202.0|0|21.0|0|0.0|100
0|2021-11-03|1214.0|0|1214.0|0|21.0|0|0.0|100
0|2021-11-04|1214.0|0|1214.0|0|21.0|0|0.0|100
0|2021-11-05|1222.0|0|1222.0|0|21.0|0|0.0|100
0|2021-11-06|1222.0|0|1222.0|0|21.0|0|0.0|100
0|2021-11-07|1222.0|0|1222.0|0|21.0|0|0.0|100
0|2021-11-08|1225.0|0|1225.0|0|21.0|0|0.0|100
0|2021-11-09|1225.0|0|1225.0|0|21.0|0|0.0|100
0|2021-11-10|1225.0|0|1233.0|0|21.0|0|0.0|100
0|2021-11-11|1233.0|0|1233.0|0|23.0|0|0.0|100
0|2021-11-12|1238.0|0|1238.0|0|23.0|0|0.0|100
0|2021-11-13|1238.0|0|1238.0|0|23.0|0|0.0|100
0|2021-11-14|1238.0|0|1238.0|0|23.0|0|0.0|100
0|2021-11-15|1239.0|0|1239.0|0|23.0|0|0.0|100
0|2021-11-16|1239.0|0|1239.0|0|23.0|0|0.0|100
0|2021-11-17|1258.0|0|1258.0|0|25.0|0|0.0|100
0|2021-11-18|1258.0|0|1258.0|0|25.0|0|0.0|100
0|2021-11-19|1264.0|0|1264.0|0|25.0|0|0.0|100
0|2021-11-20|1264.0|0|1264.0|0|25.0|0|0.0|100
0|2021-11-21|1264.0|0|1264.0|0|25.0|0|0.0|100
0|2021-11-22|1270.0|0|1270.0|0|25.0|0|0.0|100
0|2021-11-23|1270.0|0|1270.0|0|25.0|0|0.0|100
0|2021-11-24|1270.0|0|1280.0|0|25.0|0|0.0|100
0|2021-11-25|1280.0|0|1280.0|0|24.0|0|0.0|100
0|2021-11-26|1280.0|0|1280.0|0|24.0|0|0.0|100
0|2021-11-27|1280.0|0|1280.0|0|24.0|0|0.0|100
0|2021-11-28|1280.0|0|1280.0|0|24.0|0|0.0|100
0|2021-11-29|1298.0|0|1298.0|0|24.0|0|0.0|100
0|2021-11-30|1298.0|0|1298.0|0|24.0|0|0.0|100
0|2021-12-01|1320.0|0|1320.0|0|24.0|0|0.0|100
0|2021-12-02|1320.0|0|1320.0|0|24.0|0|0.0|100
0|2021-12-03|1320.0|0|1342.0|0|24.0|0|0.0|100
0|2021-12-04|1342.0|0|1342.0|0|24.0|0|0.0|100
0|2021-12-05|1342.0|0|1342.0|0|24.0|0|0.0|100
0|2021-12-06|1346.0|0|1346.0|0|24.0|0|0.0|100
0|2021-12-07|1346.0|0|1346.0|0|24.0|0|0.0|100
0|2021-12-08|1359.0|0|1359.0|0|24.0|0|0.0|100
0|2021-12-09|1359.0|0|1359.0|0|24.0|0|0.0|100
0|2021-12-10|1377.0|0|1377.0|0|24.0|0|0.0|100
0|2021-12-11|1377.0|0|1377.0|0|24.0|0|0.0|100
0|2021-12-12|1377.0|0|1377.0|0|24.0|0|0.0|100
0|2021-12-13|1384.0|0|1384.0|0|24.0|0|0.0|100
0|2021-12-14|1384.0|0|1384.0|0|24.0|0|0.0|100
0|2021-12-15|1394.0|0|1394.0|0|24.0|0|0.0|100
0|2021-12-16|1394.0|0|1394.0|0|24.0|0|0.0|100
0|2021-12-17|1397.0|0|1397.0|0|24.0|0|0.0|100
0|2021-12-18|1397.0|0|1397.0|0|24.0|0|0.0|100
0|2021-12-19|1397.0|0|1397.0|0|24.0|0|0.0|100
0|2021-12-20|1398.0|0|1398.0|0|24.0|0|0.0|100
0|2021-12-21|1398.0|0|1398.0|0|24.0|0|0.0|100
0|2021-12-22|1414.0|0|1414.0|0|24.0|0|0.0|100
0|2021-12-23|1414.0|0|1414.0|0|24.0|0|0.0|100
0|2021-12-24|1414.0|0|1414.0|0|24.0|0|0.0|100
0|2021-12-25|1414.0|0|1414.0|0|24.0|0|0.0|100
0|2021-12-26|1414.0|0|1414.0|0|24.0|0|0.0|100
0|2021-12-27|1431.0|0|1431.0|0|24.0|0|0.0|100
0|2021-12-28|1431.0|0|1431.0|0|24.0|0|0.0|100
0|2021-12-29|1449.0|0|1449.0|0|24.0|0|0.0|100
0|2021-12-30|1449.0|0|1449.0|0|24.0|0|0.0|100
0|2021-12-31|1449.0|0|1449.0|0|24.0|0|0.0|100
0|2022-01-01|1449.0|0|1449.0|0|24.0|0|0.0|100
0|2022-01-02|1449.0|0|1449.0|0|24.0|0|0.0|100
0|2022-01-03|1466.0|0|1466.0|0|24.0|0|0.0|100
0|2022-01-04|1466.0|0|1466.0|0|24.0|0|0.0|100
0|2022-01-05|1516.0|0|1516.0|0|24.0|0|0.0|100
0|2022-01-06|1516.0|0|1516.0|0|24.0|0|0.0|100
0|2022-01-07|1553.0|0|1553.0|0|24.0|0|0.0|100
0|2022-01-08|1553.0|0|1553.0|0|24.0|0|0.0|100
0|2022-01-09|1553.0|0|1553.0|0|24.0|0|0.0|100
0|2022-01-10|1568.0|0|1568.0|0|24.0|0|0.0|100
0|2022-01-11|1568.0|0|1568.0|0|24.0|0|0.0|100
0|2022-01-12|1568.0|0|1589.0|0|24.0|0|0.0|100
0|2022-01-13|1568.0|0|1610.0|0|24.0|0|0.0|100
0|2022-01-14|1651.0|0|1651.0|0|24.0|0|0.0|100
0|2022-01-15|1651.0|0|1651.0|0|24.0|0|0.0|100
0|2022-01-16|1651.0|0|1651.0|0|24.0|0|0.0|100
0|2022-01-17|1651.0|0|0.0|100|24.0|0|0.0|100
