|dates|SanSebastian_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|SanSebastian_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|SanSebastian_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|SanSebastian_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|SanSebastian_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|SanSebastian_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|SanSebastian_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|SanSebastian_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-02|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-03|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-04|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-05|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-06|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-07|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-08|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-09|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-10|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-11|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-12|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-13|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-14|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-15|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-16|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-17|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-18|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-19|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-20|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-21|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-22|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-23|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-24|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-25|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-26|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-27|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-28|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-29|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-30|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-01-31|8358.5|0|1603.5|0|16.09616542862879|0|9962.0|0
0|2020-02-01|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-02|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-03|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-04|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-05|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-06|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-07|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-08|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-09|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-10|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-11|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-12|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-13|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-14|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-15|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-16|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-17|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-18|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-19|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-20|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-21|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-22|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-23|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-24|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-25|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-26|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-27|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-28|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-02-29|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-01|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-02|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-03|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-04|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-05|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-06|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-07|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-08|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-09|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-10|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-11|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-12|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-13|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-14|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-15|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-16|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-17|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-18|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-19|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-20|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-21|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-22|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-23|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
0|2020-03-24|8469.0|0|1454.0|0|14.652826766098961|0|9923.0|0
