|dates|Wayne_Illinois_UnitedStates.JHU_ConfirmedCases.data|Wayne_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Illinois_UnitedStates.NYT_ConfirmedCases.data|Wayne_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Wayne_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-06|3723.0|0|3723.0|0|67.0|0|0.0|100
0|2022-01-07|3763.0|0|3763.0|0|67.0|0|0.0|100
0|2022-01-08|3763.0|0|3763.0|0|67.0|0|0.0|100
0|2022-01-09|3763.0|0|3763.0|0|67.0|0|0.0|100
0|2022-01-10|3836.0|0|3836.0|0|67.0|0|0.0|100
0|2022-01-11|3894.0|0|3894.0|0|67.0|0|0.0|100
0|2022-01-12|3951.0|0|3951.0|0|69.0|0|0.0|100
0|2022-01-13|3951.0|0|4012.0|0|69.0|0|0.0|100
0|2022-01-14|4069.0|0|4069.0|0|70.0|0|0.0|100
0|2022-01-15|4069.0|0|4069.0|0|70.0|0|0.0|100
0|2022-01-16|4069.0|0|4069.0|0|70.0|0|0.0|100
0|2022-01-17|4069.0|0|0.0|100|70.0|0|0.0|100
