|dates|Culebra_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Culebra_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Culebra_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Culebra_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Culebra_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Culebra_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Culebra_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Culebra_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-02|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-03|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-04|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-05|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-06|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-07|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-08|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-09|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-10|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-11|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-12|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-13|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-14|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-15|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-16|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-17|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-18|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-19|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-20|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-21|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-22|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-23|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-24|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-25|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-26|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-27|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-28|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-29|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-30|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-01-31|822.5|0|29.5|0|3.4624413145539905|0|852.0|0
0|2020-02-01|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-02|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-03|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-04|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-05|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-06|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-07|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-08|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-09|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-10|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-11|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-12|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-13|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-14|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-15|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-16|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-17|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-18|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-19|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-20|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-21|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-22|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-23|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-24|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-25|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-26|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-27|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-28|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-02-29|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-01|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-02|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-03|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-04|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-05|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-06|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-07|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-08|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-09|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-10|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-11|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-12|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-13|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-14|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-15|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-16|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-17|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-18|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-19|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-20|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-21|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-22|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-23|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-24|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-25|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-26|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-27|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-28|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-29|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-30|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-03-31|828.5|0|26.0|0|3.042715038033938|0|854.5|0
0|2020-04-01|828.5|0|26.0|0|3.042715038033938|0|854.5|0
