|dates|Nicollet_Minnesota_UnitedStates.BLS_EmployedPopulation.data|Nicollet_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|Nicollet_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|Nicollet_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|Nicollet_Minnesota_UnitedStates.BLS_UnemploymentRate.data|Nicollet_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|Nicollet_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|Nicollet_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-10-18|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-10-19|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-10-20|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-10-21|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-10-22|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-10-23|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-10-24|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-10-25|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-10-26|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-10-27|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-10-28|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-10-29|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-10-30|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-10-31|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-11-01|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-11-02|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-11-03|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-11-04|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-11-05|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-11-06|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-11-07|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-11-08|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-11-09|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-11-10|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-11-11|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
0|2021-11-12|19806.0|0|602.0|0|2.9498235985887886|0|20408.0|0
