|dates|Dillon_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Dillon_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Dillon_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Dillon_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Dillon_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Dillon_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Dillon_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Dillon_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|6479.0|0|6479.0|0|117.0|0|0.0|100
0|2021-12-08|6479.0|0|6479.0|0|117.0|0|0.0|100
0|2021-12-09|6493.0|0|6493.0|0|117.0|0|0.0|100
0|2021-12-10|6497.0|0|6497.0|0|117.0|0|0.0|100
0|2021-12-11|6497.0|0|6497.0|0|117.0|0|0.0|100
0|2021-12-12|6497.0|0|6497.0|0|117.0|0|0.0|100
0|2021-12-13|6506.0|0|6506.0|0|117.0|0|0.0|100
0|2021-12-14|6506.0|0|6509.0|0|117.0|0|0.0|100
0|2021-12-15|6506.0|0|6510.0|0|119.0|0|0.0|100
0|2021-12-16|6521.0|0|6521.0|0|119.0|0|0.0|100
0|2021-12-17|6530.0|0|6530.0|0|119.0|0|0.0|100
0|2021-12-18|6530.0|0|6530.0|0|119.0|0|0.0|100
0|2021-12-19|6530.0|0|6530.0|0|119.0|0|0.0|100
0|2021-12-20|6538.0|0|6538.0|0|119.0|0|0.0|100
0|2021-12-21|6545.0|0|6545.0|0|119.0|0|0.0|100
0|2021-12-22|6549.0|0|6549.0|0|119.0|0|0.0|100
0|2021-12-23|6574.0|0|6574.0|0|119.0|0|0.0|100
0|2021-12-24|6574.0|0|6574.0|0|119.0|0|0.0|100
0|2021-12-25|6574.0|0|6574.0|0|119.0|0|0.0|100
0|2021-12-26|6574.0|0|6574.0|0|119.0|0|0.0|100
0|2021-12-27|6574.0|0|6574.0|0|119.0|0|0.0|100
0|2021-12-28|6574.0|0|6574.0|0|119.0|0|0.0|100
0|2021-12-29|6641.0|0|6641.0|0|120.0|0|0.0|100
0|2021-12-30|6678.0|0|6678.0|0|120.0|0|0.0|100
0|2021-12-31|6728.0|0|6728.0|0|120.0|0|0.0|100
0|2022-01-01|6728.0|0|6728.0|0|120.0|0|0.0|100
0|2022-01-02|6728.0|0|6728.0|0|120.0|0|0.0|100
0|2022-01-03|6728.0|0|6728.0|0|120.0|0|0.0|100
0|2022-01-04|6953.0|0|6953.0|0|120.0|0|0.0|100
0|2022-01-05|6983.0|0|6983.0|0|120.0|0|0.0|100
0|2022-01-06|7066.0|0|7066.0|0|121.0|0|0.0|100
0|2022-01-07|7133.0|0|7133.0|0|121.0|0|0.0|100
0|2022-01-08|7133.0|0|7133.0|0|121.0|0|0.0|100
0|2022-01-09|7133.0|0|7133.0|0|121.0|0|0.0|100
0|2022-01-10|7380.0|0|7380.0|0|122.0|0|0.0|100
0|2022-01-11|7461.0|0|7461.0|0|122.0|0|0.0|100
0|2022-01-12|7540.0|0|7540.0|0|123.0|0|0.0|100
0|2022-01-13|7540.0|0|7615.0|0|123.0|0|0.0|100
0|2022-01-14|7782.0|0|7782.0|0|125.0|0|0.0|100
0|2022-01-15|7782.0|0|7782.0|0|125.0|0|0.0|100
0|2022-01-16|7782.0|0|7782.0|0|125.0|0|0.0|100
0|2022-01-17|7782.0|0|0.0|100|125.0|0|0.0|100
