|dates|Mineral_Nevada_UnitedStates.JHU_ConfirmedCases.data|Mineral_Nevada_UnitedStates.JHU_ConfirmedCases.missing|Mineral_Nevada_UnitedStates.NYT_ConfirmedCases.data|Mineral_Nevada_UnitedStates.NYT_ConfirmedCases.missing|Mineral_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|Mineral_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|Mineral_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|Mineral_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|630.0|0|631.0|0|12.0|0|0.0|100
0|2021-12-01|630.0|0|631.0|0|12.0|0|0.0|100
0|2021-12-02|640.0|0|641.0|0|13.0|0|0.0|100
0|2021-12-03|640.0|0|641.0|0|13.0|0|0.0|100
0|2021-12-04|640.0|0|641.0|0|13.0|0|0.0|100
0|2021-12-05|640.0|0|641.0|0|13.0|0|0.0|100
0|2021-12-06|645.0|0|646.0|0|14.0|0|0.0|100
0|2021-12-07|645.0|0|646.0|0|14.0|0|0.0|100
0|2021-12-08|645.0|0|646.0|0|14.0|0|0.0|100
0|2021-12-09|645.0|0|646.0|0|14.0|0|0.0|100
0|2021-12-10|647.0|0|648.0|0|14.0|0|0.0|100
0|2021-12-11|647.0|0|648.0|0|14.0|0|0.0|100
0|2021-12-12|647.0|0|648.0|0|14.0|0|0.0|100
0|2021-12-13|647.0|0|648.0|0|14.0|0|0.0|100
0|2021-12-14|647.0|0|648.0|0|14.0|0|0.0|100
0|2021-12-15|647.0|0|648.0|0|14.0|0|0.0|100
0|2021-12-16|647.0|0|648.0|0|14.0|0|0.0|100
0|2021-12-17|647.0|0|648.0|0|14.0|0|0.0|100
0|2021-12-18|647.0|0|648.0|0|14.0|0|0.0|100
0|2021-12-19|647.0|0|648.0|0|14.0|0|0.0|100
0|2021-12-20|647.0|0|648.0|0|14.0|0|0.0|100
0|2021-12-21|647.0|0|648.0|0|14.0|0|0.0|100
0|2021-12-22|647.0|0|648.0|0|14.0|0|0.0|100
0|2021-12-23|647.0|0|648.0|0|14.0|0|0.0|100
0|2021-12-24|647.0|0|648.0|0|14.0|0|0.0|100
0|2021-12-25|647.0|0|648.0|0|14.0|0|0.0|100
0|2021-12-26|647.0|0|648.0|0|14.0|0|0.0|100
0|2021-12-27|647.0|0|648.0|0|14.0|0|0.0|100
0|2021-12-28|647.0|0|648.0|0|15.0|0|0.0|100
0|2021-12-29|647.0|0|648.0|0|14.0|0|0.0|100
0|2021-12-30|647.0|0|648.0|0|14.0|0|0.0|100
0|2021-12-31|647.0|0|648.0|0|14.0|0|0.0|100
0|2022-01-01|647.0|0|648.0|0|14.0|0|0.0|100
0|2022-01-02|647.0|0|648.0|0|14.0|0|0.0|100
0|2022-01-03|662.0|0|663.0|0|14.0|0|0.0|100
0|2022-01-04|662.0|0|663.0|0|14.0|0|0.0|100
0|2022-01-05|664.0|0|665.0|0|14.0|0|0.0|100
0|2022-01-06|664.0|0|665.0|0|14.0|0|0.0|100
0|2022-01-07|664.0|0|665.0|0|14.0|0|0.0|100
0|2022-01-08|664.0|0|665.0|0|14.0|0|0.0|100
0|2022-01-09|664.0|0|665.0|0|14.0|0|0.0|100
0|2022-01-10|670.0|0|671.0|0|14.0|0|0.0|100
0|2022-01-11|675.0|0|676.0|0|14.0|0|0.0|100
0|2022-01-12|675.0|0|679.0|0|14.0|0|0.0|100
0|2022-01-13|675.0|0|690.0|0|14.0|0|0.0|100
0|2022-01-14|703.0|0|714.0|0|14.0|0|0.0|100
0|2022-01-15|703.0|0|714.0|0|14.0|0|0.0|100
0|2022-01-16|703.0|0|714.0|0|14.0|0|0.0|100
0|2022-01-17|703.0|0|0.0|100|14.0|0|0.0|100
