|dates|Mineral_Nevada_UnitedStates.JHU_ConfirmedCases.data|Mineral_Nevada_UnitedStates.JHU_ConfirmedCases.missing|Mineral_Nevada_UnitedStates.NYT_ConfirmedCases.data|Mineral_Nevada_UnitedStates.NYT_ConfirmedCases.missing|Mineral_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|Mineral_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|Mineral_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|Mineral_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|541.0|0|545.0|0|11.0|0|0.0|100
0|2021-10-18|552.0|0|552.0|0|11.0|0|0.0|100
0|2021-10-19|552.0|0|552.0|0|11.0|0|0.0|100
0|2021-10-20|552.0|0|552.0|0|11.0|0|0.0|100
0|2021-10-21|552.0|0|552.0|0|11.0|0|0.0|100
0|2021-10-22|558.0|0|558.0|0|11.0|0|0.0|100
0|2021-10-23|558.0|0|558.0|0|11.0|0|0.0|100
0|2021-10-24|558.0|0|558.0|0|11.0|0|0.0|100
0|2021-10-25|558.0|0|558.0|0|11.0|0|0.0|100
0|2021-10-26|565.0|0|568.0|0|11.0|0|0.0|100
0|2021-10-27|565.0|0|568.0|0|11.0|0|0.0|100
0|2021-10-28|565.0|0|568.0|0|11.0|0|0.0|100
0|2021-10-29|565.0|0|568.0|0|11.0|0|0.0|100
0|2021-10-30|565.0|0|568.0|0|11.0|0|0.0|100
0|2021-10-31|565.0|0|568.0|0|11.0|0|0.0|100
0|2021-11-01|570.0|0|573.0|0|11.0|0|0.0|100
0|2021-11-02|570.0|0|573.0|0|11.0|0|0.0|100
0|2021-11-03|571.0|0|572.0|0|11.0|0|0.0|100
0|2021-11-04|571.0|0|572.0|0|11.0|0|0.0|100
0|2021-11-05|571.0|0|572.0|0|11.0|0|0.0|100
0|2021-11-06|571.0|0|572.0|0|11.0|0|0.0|100
0|2021-11-07|571.0|0|572.0|0|11.0|0|0.0|100
0|2021-11-08|571.0|0|572.0|0|11.0|0|0.0|100
0|2021-11-09|571.0|0|572.0|0|11.0|0|0.0|100
0|2021-11-10|571.0|0|572.0|0|11.0|0|0.0|100
0|2021-11-11|571.0|0|572.0|0|12.0|0|0.0|100
0|2021-11-12|571.0|0|572.0|0|12.0|0|0.0|100
0|2021-11-13|571.0|0|572.0|0|12.0|0|0.0|100
0|2021-11-14|571.0|0|572.0|0|12.0|0|0.0|100
0|2021-11-15|571.0|0|572.0|0|14.0|0|0.0|100
0|2021-11-16|571.0|0|572.0|0|14.0|0|0.0|100
0|2021-11-17|610.0|0|611.0|0|12.0|0|0.0|100
0|2021-11-18|610.0|0|611.0|0|12.0|0|0.0|100
0|2021-11-19|610.0|0|611.0|0|12.0|0|0.0|100
0|2021-11-20|610.0|0|611.0|0|12.0|0|0.0|100
0|2021-11-21|610.0|0|611.0|0|12.0|0|0.0|100
0|2021-11-22|610.0|0|611.0|0|12.0|0|0.0|100
0|2021-11-23|610.0|0|611.0|0|12.0|0|0.0|100
0|2021-11-24|610.0|0|611.0|0|12.0|0|0.0|100
0|2021-11-25|610.0|0|611.0|0|12.0|0|0.0|100
0|2021-11-26|610.0|0|611.0|0|12.0|0|0.0|100
0|2021-11-27|610.0|0|611.0|0|12.0|0|0.0|100
0|2021-11-28|610.0|0|611.0|0|12.0|0|0.0|100
0|2021-11-29|630.0|0|631.0|0|12.0|0|0.0|100
