|dates|Shelby_Iowa_UnitedStates.JHU_ConfirmedCases.data|Shelby_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Iowa_UnitedStates.NYT_ConfirmedCases.data|Shelby_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Shelby_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|2079.0|0|2066.0|0|43.0|0|0.0|100
0|2021-12-13|2079.0|0|2066.0|0|43.0|0|0.0|100
0|2021-12-14|2079.0|0|2066.0|0|43.0|0|0.0|100
0|2021-12-15|2102.0|0|2103.0|0|44.0|0|0.0|100
0|2021-12-16|2102.0|0|2103.0|0|44.0|0|0.0|100
0|2021-12-17|2102.0|0|2103.0|0|44.0|0|0.0|100
0|2021-12-18|2102.0|0|2103.0|0|44.0|0|0.0|100
0|2021-12-19|2102.0|0|2103.0|0|44.0|0|0.0|100
0|2021-12-20|2102.0|0|2103.0|0|44.0|0|0.0|100
0|2021-12-21|2102.0|0|2103.0|0|44.0|0|0.0|100
0|2021-12-22|2132.0|0|2138.0|0|44.0|0|0.0|100
0|2021-12-23|2132.0|0|2138.0|0|44.0|0|0.0|100
0|2021-12-24|2132.0|0|2138.0|0|44.0|0|0.0|100
0|2021-12-25|2132.0|0|2138.0|0|44.0|0|0.0|100
0|2021-12-26|2132.0|0|2138.0|0|44.0|0|0.0|100
0|2021-12-27|2132.0|0|2138.0|0|44.0|0|0.0|100
0|2021-12-28|2132.0|0|2138.0|0|44.0|0|0.0|100
0|2021-12-29|2170.0|0|2174.0|0|44.0|0|0.0|100
0|2021-12-30|2170.0|0|2174.0|0|44.0|0|0.0|100
0|2021-12-31|2170.0|0|2174.0|0|44.0|0|0.0|100
0|2022-01-01|2170.0|0|2174.0|0|44.0|0|0.0|100
0|2022-01-02|2170.0|0|2174.0|0|44.0|0|0.0|100
0|2022-01-03|2170.0|0|2174.0|0|44.0|0|0.0|100
0|2022-01-04|2170.0|0|2174.0|0|44.0|0|0.0|100
0|2022-01-05|2213.0|0|2224.0|0|46.0|0|0.0|100
0|2022-01-06|2213.0|0|2224.0|0|46.0|0|0.0|100
0|2022-01-07|2213.0|0|2224.0|0|46.0|0|0.0|100
0|2022-01-08|2213.0|0|2224.0|0|46.0|0|0.0|100
0|2022-01-09|2213.0|0|2224.0|0|46.0|0|0.0|100
0|2022-01-10|2213.0|0|2224.0|0|46.0|0|0.0|100
0|2022-01-11|2213.0|0|2224.0|0|46.0|0|0.0|100
0|2022-01-12|2305.0|0|2316.0|0|46.0|0|0.0|100
0|2022-01-13|2305.0|0|2316.0|0|46.0|0|0.0|100
0|2022-01-14|2305.0|0|2316.0|0|46.0|0|0.0|100
0|2022-01-15|2305.0|0|2316.0|0|46.0|0|0.0|100
0|2022-01-16|2305.0|0|2316.0|0|46.0|0|0.0|100
0|2022-01-17|2305.0|0|0.0|100|46.0|0|0.0|100
