|dates|Matagorda_Texas_UnitedStates.JHU_ConfirmedCases.data|Matagorda_Texas_UnitedStates.JHU_ConfirmedCases.missing|Matagorda_Texas_UnitedStates.NYT_ConfirmedCases.data|Matagorda_Texas_UnitedStates.NYT_ConfirmedCases.missing|Matagorda_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Matagorda_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Matagorda_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Matagorda_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6022.0|0|6022.0|0|153.0|0|0.0|100
0|2021-10-18|6023.0|0|6023.0|0|153.0|0|0.0|100
0|2021-10-19|6024.0|0|6024.0|0|153.0|0|0.0|100
0|2021-10-20|6034.0|0|6034.0|0|153.0|0|0.0|100
0|2021-10-21|6040.0|0|6040.0|0|155.0|0|0.0|100
0|2021-10-22|6040.0|0|6040.0|0|156.0|0|0.0|100
0|2021-10-23|6046.0|0|6046.0|0|156.0|0|0.0|100
0|2021-10-24|6050.0|0|6050.0|0|156.0|0|0.0|100
0|2021-10-25|6054.0|0|6054.0|0|156.0|0|0.0|100
0|2021-10-26|6056.0|0|6056.0|0|156.0|0|0.0|100
0|2021-10-27|6058.0|0|6058.0|0|156.0|0|0.0|100
0|2021-10-28|6063.0|0|6063.0|0|156.0|0|0.0|100
0|2021-10-29|6064.0|0|6064.0|0|156.0|0|0.0|100
0|2021-10-30|6064.0|0|6064.0|0|156.0|0|0.0|100
0|2021-10-31|6065.0|0|6065.0|0|156.0|0|0.0|100
0|2021-11-01|6065.0|0|6065.0|0|156.0|0|0.0|100
0|2021-11-02|6068.0|0|6068.0|0|156.0|0|0.0|100
0|2021-11-03|6070.0|0|6070.0|0|156.0|0|0.0|100
0|2021-11-04|6072.0|0|6072.0|0|156.0|0|0.0|100
0|2021-11-05|6089.0|0|6089.0|0|157.0|0|0.0|100
0|2021-11-06|6090.0|0|6090.0|0|157.0|0|0.0|100
0|2021-11-07|6092.0|0|6092.0|0|157.0|0|0.0|100
0|2021-11-08|6094.0|0|6094.0|0|157.0|0|0.0|100
0|2021-11-09|6097.0|0|6097.0|0|158.0|0|0.0|100
0|2021-11-10|6097.0|0|6097.0|0|158.0|0|0.0|100
0|2021-11-11|6100.0|0|6100.0|0|158.0|0|0.0|100
0|2021-11-12|6101.0|0|6101.0|0|158.0|0|0.0|100
0|2021-11-13|6106.0|0|6106.0|0|158.0|0|0.0|100
0|2021-11-14|6108.0|0|6108.0|0|158.0|0|0.0|100
0|2021-11-15|6108.0|0|6108.0|0|158.0|0|0.0|100
0|2021-11-16|6111.0|0|6111.0|0|158.0|0|0.0|100
0|2021-11-17|6112.0|0|6112.0|0|158.0|0|0.0|100
0|2021-11-18|6114.0|0|6114.0|0|159.0|0|0.0|100
0|2021-11-19|6123.0|0|6123.0|0|159.0|0|0.0|100
0|2021-11-20|6106.0|0|6106.0|0|159.0|0|0.0|100
0|2021-11-21|6107.0|0|6107.0|0|159.0|0|0.0|100
0|2021-11-22|6107.0|0|6107.0|0|160.0|0|0.0|100
0|2021-11-23|6109.0|0|6109.0|0|160.0|0|0.0|100
