|dates|Scott_Minnesota_UnitedStates.BLS_EmployedPopulation.data|Scott_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|Scott_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|Scott_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|Scott_Minnesota_UnitedStates.BLS_UnemploymentRate.data|Scott_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|Scott_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|Scott_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-10-18|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-10-19|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-10-20|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-10-21|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-10-22|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-10-23|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-10-24|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-10-25|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-10-26|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-10-27|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-10-28|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-10-29|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-10-30|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-10-31|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-11-01|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-11-02|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-11-03|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-11-04|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-11-05|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-11-06|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-11-07|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-11-08|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-11-09|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
0|2021-11-10|79872.0|0|2717.0|0|3.2897843538485754|0|82589.0|0
