|dates|Josephine_Oregon_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Josephine_Oregon_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Josephine_Oregon_UnitedStates.NYT_ConfirmedDeaths.data|Josephine_Oregon_UnitedStates.NYT_ConfirmedDeaths.missing|Josephine_Oregon_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Josephine_Oregon_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Josephine_Oregon_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Josephine_Oregon_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|195.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|195.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|195.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|196.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|196.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|196.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|196.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|196.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|197.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|198.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|198.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|198.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|198.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|198.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|198.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|199.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|200.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|203.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|206.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|206.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|206.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|206.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|209.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|211.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|214.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|214.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|214.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|214.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|214.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|217.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|222.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|222.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|223.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|225.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|225.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|225.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|234.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|237.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|240.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|240.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|240.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|240.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|240.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|242.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|244.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|246.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|246.0|0|0.0|100|0.0|100
