|dates|Motley_Texas_UnitedStates.JHU_ConfirmedCases.data|Motley_Texas_UnitedStates.JHU_ConfirmedCases.missing|Motley_Texas_UnitedStates.NYT_ConfirmedCases.data|Motley_Texas_UnitedStates.NYT_ConfirmedCases.missing|Motley_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Motley_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Motley_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Motley_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|153.0|0|153.0|0|9.0|0|0.0|100
0|2021-10-18|153.0|0|153.0|0|9.0|0|0.0|100
0|2021-10-19|155.0|0|155.0|0|9.0|0|0.0|100
0|2021-10-20|155.0|0|155.0|0|9.0|0|0.0|100
0|2021-10-21|155.0|0|155.0|0|9.0|0|0.0|100
0|2021-10-22|155.0|0|155.0|0|9.0|0|0.0|100
0|2021-10-23|161.0|0|161.0|0|9.0|0|0.0|100
0|2021-10-24|161.0|0|161.0|0|9.0|0|0.0|100
0|2021-10-25|161.0|0|161.0|0|9.0|0|0.0|100
0|2021-10-26|161.0|0|161.0|0|9.0|0|0.0|100
0|2021-10-27|161.0|0|161.0|0|9.0|0|0.0|100
0|2021-10-28|161.0|0|161.0|0|9.0|0|0.0|100
0|2021-10-29|161.0|0|161.0|0|9.0|0|0.0|100
0|2021-10-30|161.0|0|161.0|0|9.0|0|0.0|100
0|2021-10-31|161.0|0|161.0|0|9.0|0|0.0|100
0|2021-11-01|161.0|0|161.0|0|9.0|0|0.0|100
0|2021-11-02|161.0|0|161.0|0|9.0|0|0.0|100
0|2021-11-03|161.0|0|161.0|0|9.0|0|0.0|100
0|2021-11-04|164.0|0|164.0|0|9.0|0|0.0|100
0|2021-11-05|165.0|0|165.0|0|9.0|0|0.0|100
0|2021-11-06|165.0|0|165.0|0|9.0|0|0.0|100
0|2021-11-07|165.0|0|165.0|0|9.0|0|0.0|100
0|2021-11-08|165.0|0|165.0|0|9.0|0|0.0|100
0|2021-11-09|165.0|0|165.0|0|9.0|0|0.0|100
0|2021-11-10|165.0|0|165.0|0|9.0|0|0.0|100
0|2021-11-11|168.0|0|168.0|0|9.0|0|0.0|100
0|2021-11-12|168.0|0|168.0|0|9.0|0|0.0|100
0|2021-11-13|168.0|0|168.0|0|9.0|0|0.0|100
0|2021-11-14|168.0|0|168.0|0|9.0|0|0.0|100
0|2021-11-15|168.0|0|168.0|0|9.0|0|0.0|100
0|2021-11-16|169.0|0|169.0|0|9.0|0|0.0|100
0|2021-11-17|169.0|0|169.0|0|9.0|0|0.0|100
0|2021-11-18|169.0|0|169.0|0|9.0|0|0.0|100
0|2021-11-19|170.0|0|170.0|0|9.0|0|0.0|100
0|2021-11-20|170.0|0|170.0|0|9.0|0|0.0|100
0|2021-11-21|170.0|0|170.0|0|9.0|0|0.0|100
0|2021-11-22|170.0|0|170.0|0|9.0|0|0.0|100
0|2021-11-23|171.0|0|171.0|0|9.0|0|0.0|100
0|2021-11-24|171.0|0|171.0|0|9.0|0|0.0|100
0|2021-11-25|171.0|0|171.0|0|9.0|0|0.0|100
0|2021-11-26|171.0|0|171.0|0|9.0|0|0.0|100
0|2021-11-27|171.0|0|171.0|0|9.0|0|0.0|100
0|2021-11-28|171.0|0|171.0|0|9.0|0|0.0|100
0|2021-11-29|171.0|0|171.0|0|9.0|0|0.0|100
0|2021-11-30|172.0|0|172.0|0|9.0|0|0.0|100
0|2021-12-01|172.0|0|172.0|0|9.0|0|0.0|100
0|2021-12-02|174.0|0|174.0|0|9.0|0|0.0|100
0|2021-12-03|174.0|0|174.0|0|9.0|0|0.0|100
0|2021-12-04|174.0|0|174.0|0|9.0|0|0.0|100
0|2021-12-05|174.0|0|174.0|0|9.0|0|0.0|100
0|2021-12-06|174.0|0|174.0|0|9.0|0|0.0|100
0|2021-12-07|174.0|0|174.0|0|9.0|0|0.0|100
0|2021-12-08|174.0|0|174.0|0|9.0|0|0.0|100
0|2021-12-09|174.0|0|174.0|0|9.0|0|0.0|100
0|2021-12-10|173.0|0|173.0|0|9.0|0|0.0|100
0|2021-12-11|173.0|0|173.0|0|9.0|0|0.0|100
0|2021-12-12|173.0|0|173.0|0|9.0|0|0.0|100
0|2021-12-13|173.0|0|173.0|0|9.0|0|0.0|100
0|2021-12-14|173.0|0|173.0|0|9.0|0|0.0|100
0|2021-12-15|173.0|0|173.0|0|9.0|0|0.0|100
0|2021-12-16|173.0|0|173.0|0|9.0|0|0.0|100
0|2021-12-17|173.0|0|173.0|0|9.0|0|0.0|100
0|2021-12-18|173.0|0|173.0|0|9.0|0|0.0|100
0|2021-12-19|173.0|0|173.0|0|9.0|0|0.0|100
0|2021-12-20|173.0|0|173.0|0|9.0|0|0.0|100
0|2021-12-21|173.0|0|173.0|0|9.0|0|0.0|100
0|2021-12-22|174.0|0|174.0|0|9.0|0|0.0|100
0|2021-12-23|176.0|0|176.0|0|9.0|0|0.0|100
0|2021-12-24|176.0|0|176.0|0|9.0|0|0.0|100
0|2021-12-25|176.0|0|176.0|0|9.0|0|0.0|100
0|2021-12-26|176.0|0|176.0|0|9.0|0|0.0|100
0|2021-12-27|176.0|0|176.0|0|9.0|0|0.0|100
0|2021-12-28|176.0|0|176.0|0|9.0|0|0.0|100
0|2021-12-29|177.0|0|177.0|0|9.0|0|0.0|100
0|2021-12-30|181.0|0|181.0|0|9.0|0|0.0|100
0|2021-12-31|181.0|0|181.0|0|9.0|0|0.0|100
0|2022-01-01|181.0|0|181.0|0|9.0|0|0.0|100
0|2022-01-02|181.0|0|181.0|0|9.0|0|0.0|100
0|2022-01-03|188.0|0|188.0|0|9.0|0|0.0|100
0|2022-01-04|188.0|0|188.0|0|9.0|0|0.0|100
0|2022-01-05|189.0|0|189.0|0|9.0|0|0.0|100
0|2022-01-06|190.0|0|190.0|0|9.0|0|0.0|100
0|2022-01-07|190.0|0|190.0|0|9.0|0|0.0|100
0|2022-01-08|190.0|0|190.0|0|9.0|0|0.0|100
0|2022-01-09|190.0|0|192.0|0|9.0|0|0.0|100
0|2022-01-10|194.0|0|194.0|0|9.0|0|0.0|100
0|2022-01-11|194.0|0|194.0|0|9.0|0|0.0|100
0|2022-01-12|199.0|0|199.0|0|9.0|0|0.0|100
0|2022-01-13|199.0|0|203.0|0|9.0|0|0.0|100
0|2022-01-14|203.0|0|242.0|0|9.0|0|0.0|100
0|2022-01-15|242.0|0|242.0|0|9.0|0|0.0|100
0|2022-01-16|243.0|0|243.0|0|9.0|0|0.0|100
0|2022-01-17|244.0|0|0.0|100|9.0|0|0.0|100
