|dates|Randolph_Indiana_UnitedStates.JHU_ConfirmedCases.data|Randolph_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Randolph_Indiana_UnitedStates.NYT_ConfirmedCases.data|Randolph_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Randolph_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Randolph_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Randolph_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Randolph_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3399.0|0|3440.0|0|99.0|0|0.0|100
0|2021-10-18|3419.0|0|3460.0|0|99.0|0|0.0|100
0|2021-10-19|3425.0|0|3466.0|0|99.0|0|0.0|100
0|2021-10-20|3434.0|0|3475.0|0|99.0|0|0.0|100
0|2021-10-21|3444.0|0|3485.0|0|99.0|0|0.0|100
0|2021-10-22|3452.0|0|3493.0|0|100.0|0|0.0|100
0|2021-10-23|3452.0|0|3493.0|0|100.0|0|0.0|100
0|2021-10-24|3452.0|0|3493.0|0|100.0|0|0.0|100
0|2021-10-25|3476.0|0|3517.0|0|100.0|0|0.0|100
0|2021-10-26|3481.0|0|3522.0|0|99.0|0|0.0|100
0|2021-10-27|3497.0|0|3538.0|0|99.0|0|0.0|100
0|2021-10-28|3502.0|0|3543.0|0|100.0|0|0.0|100
0|2021-10-29|3513.0|0|3554.0|0|100.0|0|0.0|100
0|2021-10-30|3513.0|0|3554.0|0|100.0|0|0.0|100
0|2021-10-31|3513.0|0|3554.0|0|100.0|0|0.0|100
0|2021-11-01|3533.0|0|3574.0|0|100.0|0|0.0|100
0|2021-11-02|3538.0|0|3579.0|0|101.0|0|0.0|100
0|2021-11-03|3542.0|0|3583.0|0|102.0|0|0.0|100
0|2021-11-04|3553.0|0|3594.0|0|102.0|0|0.0|100
0|2021-11-05|3566.0|0|3607.0|0|102.0|0|0.0|100
0|2021-11-06|3566.0|0|3607.0|0|102.0|0|0.0|100
0|2021-11-07|3566.0|0|3607.0|0|102.0|0|0.0|100
0|2021-11-08|3587.0|0|3628.0|0|103.0|0|0.0|100
0|2021-11-09|3593.0|0|3634.0|0|104.0|0|0.0|100
0|2021-11-10|3593.0|0|3646.0|0|104.0|0|0.0|100
0|2021-11-11|3630.0|0|3671.0|0|104.0|0|0.0|100
0|2021-11-12|3641.0|0|3682.0|0|105.0|0|0.0|100
0|2021-11-13|3641.0|0|3682.0|0|105.0|0|0.0|100
0|2021-11-14|3641.0|0|3682.0|0|105.0|0|0.0|100
0|2021-11-15|3675.0|0|3716.0|0|105.0|0|0.0|100
0|2021-11-16|3683.0|0|3724.0|0|106.0|0|0.0|100
0|2021-11-17|3690.0|0|3731.0|0|106.0|0|0.0|100
0|2021-11-18|3709.0|0|3750.0|0|106.0|0|0.0|100
0|2021-11-19|3717.0|0|3758.0|0|106.0|0|0.0|100
0|2021-11-20|3717.0|0|3758.0|0|106.0|0|0.0|100
0|2021-11-21|3717.0|0|3758.0|0|106.0|0|0.0|100
0|2021-11-22|3745.0|0|3786.0|0|107.0|0|0.0|100
0|2021-11-23|3755.0|0|3796.0|0|107.0|0|0.0|100
0|2021-11-24|3770.0|0|3811.0|0|107.0|0|0.0|100
0|2021-11-25|3770.0|0|3811.0|0|107.0|0|0.0|100
