|dates|Jasper_Indiana_UnitedStates.JHU_ConfirmedCases.data|Jasper_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Jasper_Indiana_UnitedStates.NYT_ConfirmedCases.data|Jasper_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Jasper_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Jasper_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Jasper_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Jasper_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|6073.0|0|6080.0|0|92.0|0|0.0|100
0|2021-12-02|6073.0|0|6115.0|0|92.0|0|0.0|100
0|2021-12-03|6131.0|0|6138.0|0|92.0|0|0.0|100
0|2021-12-04|6131.0|0|6138.0|0|92.0|0|0.0|100
0|2021-12-05|6131.0|0|6138.0|0|92.0|0|0.0|100
0|2021-12-06|6221.0|0|6228.0|0|92.0|0|0.0|100
0|2021-12-07|6257.0|0|6264.0|0|92.0|0|0.0|100
0|2021-12-08|6292.0|0|6299.0|0|92.0|0|0.0|100
0|2021-12-09|6337.0|0|6344.0|0|94.0|0|0.0|100
0|2021-12-10|6385.0|0|6392.0|0|95.0|0|0.0|100
0|2021-12-11|6385.0|0|6392.0|0|95.0|0|0.0|100
0|2021-12-12|6385.0|0|6392.0|0|95.0|0|0.0|100
0|2021-12-13|6470.0|0|6477.0|0|96.0|0|0.0|100
0|2021-12-14|6470.0|0|6494.0|0|96.0|0|0.0|100
0|2021-12-15|6522.0|0|6529.0|0|96.0|0|0.0|100
0|2021-12-16|6548.0|0|6555.0|0|96.0|0|0.0|100
0|2021-12-17|6591.0|0|6598.0|0|96.0|0|0.0|100
0|2021-12-18|6591.0|0|6598.0|0|96.0|0|0.0|100
0|2021-12-19|6591.0|0|6598.0|0|96.0|0|0.0|100
0|2021-12-20|6669.0|0|6676.0|0|99.0|0|0.0|100
0|2021-12-21|6698.0|0|6705.0|0|99.0|0|0.0|100
0|2021-12-22|6733.0|0|6740.0|0|99.0|0|0.0|100
0|2021-12-23|6733.0|0|6740.0|0|99.0|0|0.0|100
0|2021-12-24|6733.0|0|6740.0|0|99.0|0|0.0|100
0|2021-12-25|6733.0|0|6740.0|0|99.0|0|0.0|100
0|2021-12-26|6733.0|0|6740.0|0|99.0|0|0.0|100
0|2021-12-27|6870.0|0|6877.0|0|100.0|0|0.0|100
0|2021-12-28|6912.0|0|6919.0|0|103.0|0|0.0|100
0|2021-12-29|6956.0|0|6963.0|0|104.0|0|0.0|100
0|2021-12-30|7007.0|0|7014.0|0|105.0|0|0.0|100
0|2021-12-31|7007.0|0|7014.0|0|105.0|0|0.0|100
0|2022-01-01|7007.0|0|7014.0|0|105.0|0|0.0|100
0|2022-01-02|7007.0|0|7014.0|0|105.0|0|0.0|100
0|2022-01-03|7176.0|0|7183.0|0|106.0|0|0.0|100
0|2022-01-04|7250.0|0|7257.0|0|106.0|0|0.0|100
0|2022-01-05|7299.0|0|7306.0|0|106.0|0|0.0|100
0|2022-01-06|7378.0|0|7386.0|0|108.0|0|0.0|100
0|2022-01-07|7478.0|0|7486.0|0|108.0|0|0.0|100
0|2022-01-08|7478.0|0|7486.0|0|108.0|0|0.0|100
0|2022-01-09|7478.0|0|7486.0|0|108.0|0|0.0|100
0|2022-01-10|7668.0|0|7676.0|0|111.0|0|0.0|100
0|2022-01-11|7715.0|0|7723.0|0|112.0|0|0.0|100
0|2022-01-12|7775.0|0|7783.0|0|112.0|0|0.0|100
0|2022-01-13|7775.0|0|7857.0|0|112.0|0|0.0|100
0|2022-01-14|7919.0|0|7927.0|0|113.0|0|0.0|100
0|2022-01-15|7919.0|0|7927.0|0|113.0|0|0.0|100
0|2022-01-16|7919.0|0|7927.0|0|113.0|0|0.0|100
0|2022-01-17|8069.0|0|0.0|100|113.0|0|0.0|100
