|dates|Penobscot_Maine_UnitedStates.BLS_EmployedPopulation.data|Penobscot_Maine_UnitedStates.BLS_EmployedPopulation.missing|Penobscot_Maine_UnitedStates.BLS_UnemployedPopulation.data|Penobscot_Maine_UnitedStates.BLS_UnemployedPopulation.missing|Penobscot_Maine_UnitedStates.BLS_UnemploymentRate.data|Penobscot_Maine_UnitedStates.BLS_UnemploymentRate.missing|Penobscot_Maine_UnitedStates.BLS_LaborForcePopulation.data|Penobscot_Maine_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-10-18|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-10-19|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-10-20|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-10-21|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-10-22|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-10-23|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-10-24|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-10-25|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-10-26|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-10-27|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-10-28|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-10-29|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-10-30|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-10-31|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-01|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-02|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-03|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-04|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-05|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-06|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-07|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-08|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-09|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-10|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-11|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-12|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-13|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-14|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-15|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-16|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-17|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-18|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-19|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-20|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-21|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-22|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-23|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-24|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-25|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-26|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-27|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-28|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-29|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-11-30|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-12-01|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-12-02|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-12-03|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-12-04|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-12-05|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-12-06|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-12-07|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-12-08|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-12-09|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-12-10|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-12-11|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-12-12|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-12-13|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
0|2021-12-14|69671.0|0|3560.0|0|4.861329218500362|0|73231.0|0
