|dates|Franklin_Georgia_UnitedStates.JHU_ConfirmedCases.data|Franklin_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Georgia_UnitedStates.NYT_ConfirmedCases.data|Franklin_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3894.0|0|3934.0|0|77.0|0|0.0|100
0|2021-10-18|3903.0|0|3943.0|0|78.0|0|0.0|100
0|2021-10-19|3911.0|0|3951.0|0|79.0|0|0.0|100
0|2021-10-20|3914.0|0|3954.0|0|80.0|0|0.0|100
0|2021-10-21|3915.0|0|3955.0|0|80.0|0|0.0|100
0|2021-10-22|3915.0|0|3955.0|0|80.0|0|0.0|100
0|2021-10-23|3915.0|0|3955.0|0|80.0|0|0.0|100
0|2021-10-24|3915.0|0|3955.0|0|80.0|0|0.0|100
0|2021-10-25|3918.0|0|3959.0|0|82.0|0|0.0|100
0|2021-10-26|3919.0|0|3960.0|0|82.0|0|0.0|100
0|2021-10-27|3921.0|0|3962.0|0|82.0|0|0.0|100
0|2021-10-28|3923.0|0|3964.0|0|82.0|0|0.0|100
0|2021-10-29|3926.0|0|3967.0|0|82.0|0|0.0|100
0|2021-10-30|3926.0|0|3967.0|0|82.0|0|0.0|100
0|2021-10-31|3926.0|0|3967.0|0|82.0|0|0.0|100
0|2021-11-01|3929.0|0|3972.0|0|82.0|0|0.0|100
0|2021-11-02|3931.0|0|3974.0|0|82.0|0|0.0|100
0|2021-11-03|3935.0|0|3978.0|0|82.0|0|0.0|100
0|2021-11-04|3940.0|0|3983.0|0|82.0|0|0.0|100
0|2021-11-05|3943.0|0|3986.0|0|83.0|0|0.0|100
0|2021-11-06|3943.0|0|3986.0|0|83.0|0|0.0|100
0|2021-11-07|3943.0|0|3986.0|0|83.0|0|0.0|100
0|2021-11-08|3943.0|0|3986.0|0|83.0|0|0.0|100
0|2021-11-09|3944.0|0|3987.0|0|84.0|0|0.0|100
0|2021-11-10|3944.0|0|3990.0|0|84.0|0|0.0|100
0|2021-11-11|3947.0|0|3990.0|0|84.0|0|0.0|100
0|2021-11-12|3949.0|0|3992.0|0|84.0|0|0.0|100
0|2021-11-13|3949.0|0|3992.0|0|84.0|0|0.0|100
0|2021-11-14|3949.0|0|3992.0|0|84.0|0|0.0|100
0|2021-11-15|3954.0|0|3997.0|0|84.0|0|0.0|100
0|2021-11-16|3954.0|0|3997.0|0|84.0|0|0.0|100
0|2021-11-17|3958.0|0|4001.0|0|84.0|0|0.0|100
0|2021-11-18|3961.0|0|4004.0|0|84.0|0|0.0|100
0|2021-11-19|3966.0|0|4009.0|0|84.0|0|0.0|100
0|2021-11-20|3966.0|0|4009.0|0|84.0|0|0.0|100
0|2021-11-21|3966.0|0|4009.0|0|84.0|0|0.0|100
0|2021-11-22|3970.0|0|4013.0|0|84.0|0|0.0|100
0|2021-11-23|3973.0|0|4016.0|0|84.0|0|0.0|100
0|2021-11-24|3973.0|0|4016.0|0|84.0|0|0.0|100
0|2021-11-25|3973.0|0|4016.0|0|84.0|0|0.0|100
0|2021-11-26|3973.0|0|4016.0|0|84.0|0|0.0|100
0|2021-11-27|3973.0|0|4016.0|0|84.0|0|0.0|100
0|2021-11-28|3973.0|0|4016.0|0|84.0|0|0.0|100
0|2021-11-29|3981.0|0|4024.0|0|84.0|0|0.0|100
0|2021-11-30|3985.0|0|4029.0|0|84.0|0|0.0|100
0|2021-12-01|3989.0|0|4033.0|0|84.0|0|0.0|100
0|2021-12-02|3989.0|0|4056.0|0|84.0|0|0.0|100
0|2021-12-03|4014.0|0|4058.0|0|84.0|0|0.0|100
0|2021-12-04|4014.0|0|4058.0|0|84.0|0|0.0|100
0|2021-12-05|4014.0|0|4058.0|0|84.0|0|0.0|100
0|2021-12-06|4024.0|0|4068.0|0|84.0|0|0.0|100
0|2021-12-07|4028.0|0|4072.0|0|84.0|0|0.0|100
0|2021-12-08|4031.0|0|4075.0|0|84.0|0|0.0|100
0|2021-12-09|4031.0|0|4075.0|0|85.0|0|0.0|100
0|2021-12-10|4037.0|0|4081.0|0|85.0|0|0.0|100
0|2021-12-11|4037.0|0|4081.0|0|85.0|0|0.0|100
0|2021-12-12|4037.0|0|4081.0|0|85.0|0|0.0|100
0|2021-12-13|4039.0|0|4083.0|0|85.0|0|0.0|100
0|2021-12-14|4039.0|0|4088.0|0|85.0|0|0.0|100
0|2021-12-15|4048.0|0|4092.0|0|85.0|0|0.0|100
0|2021-12-16|4050.0|0|4094.0|0|85.0|0|0.0|100
0|2021-12-17|4056.0|0|4100.0|0|85.0|0|0.0|100
0|2021-12-18|4056.0|0|4100.0|0|85.0|0|0.0|100
0|2021-12-19|4056.0|0|4100.0|0|85.0|0|0.0|100
0|2021-12-20|4067.0|0|4109.0|0|85.0|0|0.0|100
0|2021-12-21|4068.0|0|4110.0|0|85.0|0|0.0|100
0|2021-12-22|4073.0|0|4115.0|0|85.0|0|0.0|100
0|2021-12-23|4081.0|0|4123.0|0|85.0|0|0.0|100
0|2021-12-24|4084.0|0|4126.0|0|85.0|0|0.0|100
0|2021-12-25|4084.0|0|4126.0|0|85.0|0|0.0|100
0|2021-12-26|4084.0|0|4126.0|0|85.0|0|0.0|100
0|2021-12-27|4091.0|0|4133.0|0|85.0|0|0.0|100
0|2021-12-28|4098.0|0|4140.0|0|85.0|0|0.0|100
0|2021-12-29|4108.0|0|4150.0|0|85.0|0|0.0|100
0|2021-12-30|4120.0|0|4162.0|0|85.0|0|0.0|100
0|2021-12-31|4133.0|0|4175.0|0|85.0|0|0.0|100
0|2022-01-01|4133.0|0|4175.0|0|85.0|0|0.0|100
0|2022-01-02|4133.0|0|4175.0|0|85.0|0|0.0|100
0|2022-01-03|4133.0|0|4175.0|0|85.0|0|0.0|100
0|2022-01-04|4216.0|0|4258.0|0|85.0|0|0.0|100
0|2022-01-05|4239.0|0|4281.0|0|85.0|0|0.0|100
0|2022-01-06|4239.0|0|4281.0|0|85.0|0|0.0|100
0|2022-01-07|4239.0|0|4281.0|0|85.0|0|0.0|100
0|2022-01-08|4239.0|0|4281.0|0|85.0|0|0.0|100
0|2022-01-09|4239.0|0|4281.0|0|85.0|0|0.0|100
0|2022-01-10|4405.0|0|4450.0|0|85.0|0|0.0|100
0|2022-01-11|4455.0|0|4500.0|0|85.0|0|0.0|100
0|2022-01-12|4474.0|0|4519.0|0|86.0|0|0.0|100
0|2022-01-13|4474.0|0|4590.0|0|86.0|0|0.0|100
0|2022-01-14|4576.0|0|4621.0|0|87.0|0|0.0|100
0|2022-01-15|4576.0|0|4621.0|0|87.0|0|0.0|100
0|2022-01-16|4576.0|0|4621.0|0|87.0|0|0.0|100
0|2022-01-17|4683.0|0|0.0|100|88.0|0|0.0|100
