|dates|Lake_Indiana_UnitedStates.BLS_EmployedPopulation.data|Lake_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Lake_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Lake_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Lake_Indiana_UnitedStates.BLS_UnemploymentRate.data|Lake_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Lake_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Lake_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-10-18|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-10-19|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-10-20|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-10-21|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-10-22|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-10-23|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-10-24|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-10-25|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-10-26|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-10-27|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-10-28|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-10-29|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-10-30|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-10-31|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-11-01|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-11-02|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-11-03|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-11-04|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-11-05|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-11-06|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-11-07|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-11-08|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
0|2021-11-09|206870.0|0|18628.0|0|8.260827147025694|0|225498.0|0
