|dates|King_Washington_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|King_Washington_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|King_Washington_UnitedStates.NYT_ConfirmedDeaths.data|King_Washington_UnitedStates.NYT_ConfirmedDeaths.missing|King_Washington_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|King_Washington_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|King_Washington_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|King_Washington_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|1944.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|1951.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|1958.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|1965.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|1969.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|1972.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|1972.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|1972.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|1976.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|1990.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|2000.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|2004.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|2009.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|2009.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|2009.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|2014.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|2024.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|2030.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|2035.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|2036.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|2036.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|2036.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|2045.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|2047.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|2049.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|2049.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|2052.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|2052.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|2052.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|2056.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|2059.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|2066.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|2067.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|2068.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|2068.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|2068.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|2072.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|2078.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|2081.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|2081.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|2081.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|2081.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|2081.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|2086.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|2086.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|2096.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|2098.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|2102.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|2102.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|2102.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|2115.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|2117.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|2118.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|2122.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|2127.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|2127.0|0|0.0|100|0.0|100
