|dates|Manistee_Michigan_UnitedStates.JHU_ConfirmedCases.data|Manistee_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Manistee_Michigan_UnitedStates.NYT_ConfirmedCases.data|Manistee_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Manistee_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Manistee_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Manistee_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Manistee_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1634.0|0|2405.0|0|32.0|0|0.0|100
0|2021-10-18|1657.0|0|2428.0|0|33.0|0|0.0|100
0|2021-10-19|1657.0|0|2428.0|0|33.0|0|0.0|100
0|2021-10-20|1687.0|0|2458.0|0|33.0|0|0.0|100
0|2021-10-21|1687.0|0|2458.0|0|33.0|0|0.0|100
0|2021-10-22|1713.0|0|2484.0|0|34.0|0|0.0|100
0|2021-10-23|1713.0|0|2484.0|0|34.0|0|0.0|100
0|2021-10-24|1713.0|0|2484.0|0|34.0|0|0.0|100
0|2021-10-25|1722.0|0|2493.0|0|35.0|0|0.0|100
0|2021-10-26|1722.0|0|2493.0|0|35.0|0|0.0|100
0|2021-10-27|1741.0|0|2512.0|0|36.0|0|0.0|100
0|2021-10-28|1741.0|0|2512.0|0|36.0|0|0.0|100
0|2021-10-29|1760.0|0|2531.0|0|36.0|0|0.0|100
0|2021-10-30|1760.0|0|2531.0|0|36.0|0|0.0|100
0|2021-10-31|1760.0|0|2531.0|0|36.0|0|0.0|100
0|2021-11-01|1777.0|0|2548.0|0|36.0|0|0.0|100
0|2021-11-02|1777.0|0|2548.0|0|36.0|0|0.0|100
0|2021-11-03|1808.0|0|2579.0|0|36.0|0|0.0|100
0|2021-11-04|1808.0|0|2579.0|0|36.0|0|0.0|100
0|2021-11-05|1830.0|0|2601.0|0|37.0|0|0.0|100
0|2021-11-06|1830.0|0|2601.0|0|37.0|0|0.0|100
0|2021-11-07|1830.0|0|2601.0|0|37.0|0|0.0|100
0|2021-11-08|1850.0|0|2621.0|0|38.0|0|0.0|100
0|2021-11-09|1850.0|0|2621.0|0|38.0|0|0.0|100
0|2021-11-10|1860.0|0|2631.0|0|38.0|0|0.0|100
0|2021-11-11|1860.0|0|2631.0|0|38.0|0|0.0|100
0|2021-11-12|1877.0|0|2648.0|0|39.0|0|0.0|100
0|2021-11-13|1877.0|0|2648.0|0|39.0|0|0.0|100
0|2021-11-14|1877.0|0|2648.0|0|39.0|0|0.0|100
0|2021-11-15|1921.0|0|2692.0|0|40.0|0|0.0|100
0|2021-11-16|1921.0|0|2692.0|0|40.0|0|0.0|100
0|2021-11-17|1945.0|0|2716.0|0|42.0|0|0.0|100
0|2021-11-18|1945.0|0|2716.0|0|42.0|0|0.0|100
0|2021-11-19|2045.0|0|2816.0|0|42.0|0|0.0|100
0|2021-11-20|2045.0|0|2816.0|0|42.0|0|0.0|100
0|2021-11-21|2045.0|0|2816.0|0|42.0|0|0.0|100
0|2021-11-22|2089.0|0|2860.0|0|42.0|0|0.0|100
0|2021-11-23|2089.0|0|2860.0|0|42.0|0|0.0|100
0|2021-11-24|2121.0|0|2892.0|0|43.0|0|0.0|100
0|2021-11-25|2121.0|0|2892.0|0|43.0|0|0.0|100
0|2021-11-26|2121.0|0|2892.0|0|43.0|0|0.0|100
0|2021-11-27|2121.0|0|2892.0|0|43.0|0|0.0|100
0|2021-11-28|2121.0|0|2892.0|0|43.0|0|0.0|100
0|2021-11-29|2162.0|0|2933.0|0|46.0|0|0.0|100
0|2021-11-30|2162.0|0|2933.0|0|46.0|0|0.0|100
0|2021-12-01|2196.0|0|2967.0|0|47.0|0|0.0|100
0|2021-12-02|2196.0|0|2967.0|0|47.0|0|0.0|100
0|2021-12-03|2222.0|0|2993.0|0|47.0|0|0.0|100
0|2021-12-04|2222.0|0|2993.0|0|47.0|0|0.0|100
0|2021-12-05|2222.0|0|2993.0|0|47.0|0|0.0|100
0|2021-12-06|2258.0|0|3029.0|0|48.0|0|0.0|100
0|2021-12-07|2258.0|0|3029.0|0|48.0|0|0.0|100
0|2021-12-08|2280.0|0|3051.0|0|50.0|0|0.0|100
0|2021-12-09|2280.0|0|3051.0|0|50.0|0|0.0|100
0|2021-12-10|2314.0|0|3085.0|0|52.0|0|0.0|100
0|2021-12-11|2314.0|0|3085.0|0|52.0|0|0.0|100
0|2021-12-12|2314.0|0|3085.0|0|52.0|0|0.0|100
0|2021-12-13|2357.0|0|3128.0|0|52.0|0|0.0|100
0|2021-12-14|2357.0|0|3128.0|0|52.0|0|0.0|100
0|2021-12-15|2394.0|0|3165.0|0|52.0|0|0.0|100
0|2021-12-16|2394.0|0|3165.0|0|52.0|0|0.0|100
0|2021-12-17|2414.0|0|3185.0|0|54.0|0|0.0|100
0|2021-12-18|2414.0|0|3185.0|0|54.0|0|0.0|100
0|2021-12-19|2414.0|0|3185.0|0|54.0|0|0.0|100
0|2021-12-20|2439.0|0|3210.0|0|55.0|0|0.0|100
0|2021-12-21|2439.0|0|3210.0|0|55.0|0|0.0|100
0|2021-12-22|2476.0|0|3247.0|0|56.0|0|0.0|100
0|2021-12-23|2476.0|0|3247.0|0|56.0|0|0.0|100
0|2021-12-24|2476.0|0|3247.0|0|56.0|0|0.0|100
0|2021-12-25|2476.0|0|3247.0|0|56.0|0|0.0|100
0|2021-12-26|2476.0|0|3247.0|0|56.0|0|0.0|100
0|2021-12-27|2515.0|0|3286.0|0|61.0|0|0.0|100
0|2021-12-28|2515.0|0|3286.0|0|61.0|0|0.0|100
0|2021-12-29|2533.0|0|3304.0|0|62.0|0|0.0|100
0|2021-12-30|2533.0|0|3304.0|0|62.0|0|0.0|100
0|2021-12-31|2533.0|0|3304.0|0|62.0|0|0.0|100
0|2022-01-01|2533.0|0|3304.0|0|62.0|0|0.0|100
0|2022-01-02|2533.0|0|3304.0|0|62.0|0|0.0|100
0|2022-01-03|2586.0|0|3357.0|0|62.0|0|0.0|100
0|2022-01-04|2586.0|0|3357.0|0|62.0|0|0.0|100
0|2022-01-05|2616.0|0|3387.0|0|62.0|0|0.0|100
0|2022-01-06|2616.0|0|3387.0|0|62.0|0|0.0|100
0|2022-01-07|2659.0|0|3430.0|0|62.0|0|0.0|100
0|2022-01-08|2659.0|0|3430.0|0|62.0|0|0.0|100
0|2022-01-09|2659.0|0|3430.0|0|62.0|0|0.0|100
0|2022-01-10|2699.0|0|3470.0|0|63.0|0|0.0|100
0|2022-01-11|2699.0|0|3470.0|0|63.0|0|0.0|100
0|2022-01-12|2745.0|0|3516.0|0|63.0|0|0.0|100
0|2022-01-13|2745.0|0|3516.0|0|63.0|0|0.0|100
